gene	21373_7_39	21373_7_68	21373_7_72	21373_7_104	21373_7_127	21373_7_141	21373_7_156	21373_7_179	21373_7_206	21373_7_229	21373_7_242	21373_7_260	21373_7_283	21373_7_292	21373_7_298	21373_7_306	21373_7_321	21373_7_329	21373_7_348	21373_7_371
ENSMMUG00000017436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0
ENSMMUG00000020263	128.01	23.01	29.01	126.01	238.02	329.471	317.242	237.01	226.027	169.01	242.869	219.01	360.408	220.01	297.515	427.01	475.566	317.376	90.01	306.02
ENSMMUG00000023375	138.01	56.01	30.01	3.01	5.01	70.01	56.01	94.01	116.01	0	2.01	53.01	25.01	105.01	0	133.01	22.01	453.01	44.01	16.01
ENSMMUG00000004875	169.289	0	45.01	122.221	282.01	160.01	182.01	173.01	0	112.01	83.01	0	0	188.01	303.01	495.01	289.01	96.01	13.01	59.01
ENSMMUG00000017091	0	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020911	0	0	0	0	0	1.01057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030179	157.01	228.01	98.01	228.01	249.01	298.01	245.01	389.01	302.01	415.01	62.01	221.01	438.01	201.01	284.01	356.01	434.01	535.01	121.01	255.01
ENSMMUG00000015750	0	0	11.01	0	0	0	0	0	52.01	0	0	0	0	0	0	10.01	0	0	0	6.02
ENSMMUG00000028779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16179	9.01	0	0
ENSMMUG00000019329	0	4.02	19.03	1.01	0	132.7	0	3.01	0	1.02	0	30.03	0	0	13.03	8.01	0	0	8.02	57.03
ENSMMUG00000009744	132.552	94.02	30.02	181.534	118.01	279.435	197.732	211.92	118.02	183.466	77.03	59.4325	180.767	251.03	134.187	374.799	206.23	535.029	74.02	124.416
ENSMMUG00000029220	0	1.21445	0	0	0	0	0	2.19465	0	0	0	1.03498	0	0	4.4311	1.04263	0	0	0	0
ENSMMUG00000031147	6.40523	6.49288	3.96046	23.9524	6.50099	3.65184	8.06449	26.5939	10.3549	33.686	7.91597	1.93433	9.77597	19.4758	20.1877	6.42835	0	21.9152	16.8596	36.8905
ENSMMUG00000017428	311.242	205.01	156.151	79.3266	139.236	343.046	336.191	819.22	369.01	511.484	53.01	307.245	616.772	376.315	170.285	145.179	287.01	1442.63	234.509	417.687
ENSMMUG00000001110	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	39.01	106.01	94.01	0	0	0
ENSMMUG00000021848	42.01	0	0	50.01	64.01	0	2.01	0	0	36.02	0	0	0	0	0	0	29.01	0	0	0
ENSMMUG00000029601	11.989	5.02412	0	5.32227	1.21638	0	15.1485	10.7939	2.46439	1.4778	0	0	6.65123	1.16526	12.1189	5.66353	2.79605	11.903	8.06112	7.19895
ENSMMUG00000015405	5.01	12.01	9.01	0	29.02	0	44.962	51.02	88.2841	91.02	0	65.02	46.02	20.01	16.0333	41.02	74.02	52.0944	11.02	66.0283
ENSMMUG00000028760	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000677	140.01	0	46.01	62.01	72.01	0	173.01	47.01	163.01	225.01	59.01	0	80.01	0	0	34.01	0	177.01	1.01	91.01
ENSMMUG00000006289	113.127	43.01	45.01	100.893	155.01	282.663	190.739	170.251	65.2876	185.027	69.01	102.859	373.949	212.18	105.512	199.353	216.437	251.788	53.3014	149.59
ENSMMUG00000018053	33.01	0	0	21.01	0	0	0	0	0	0	0	4.01	0	0	0	0	19.01	0	13.01	90.01
ENSMMUG00000008378	0	0	30.01	0	0	70.01	0	0	0	0	0	4.01	81.02	0	0	0	0	0	0	96.02
ENSMMUG00000000127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017780	49.01	7.01	7.01	60.01	47.01	84.01	43.01	23.01	100.01	88.01	30.01	38.01	0	47.01	80.01	55.01	121.106	265.01	10.01	98.01
ENSMMUG00000020101	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0
ENSMMUG00000016811	0	0	1.01	54.01	20.01	0	17.02	74.02	24.01	0	22.02	61.01	48.01	58.0426	22.01	72.02	31.01	41.01	8.01	37.02
ENSMMUG00000013256	190.735	121.617	52.7944	117.899	110.081	206.658	201.716	229.338	246.624	657.274	105.393	48.8324	56.3785	273.013	310.963	314.128	53.8269	284.594	104.073	161.676
ENSMMUG00000010833	0	0	0	15.01	0	0	44.01	1.01	0	2.01	14.01	0	2.01	0	25.01	0	0	156.01	0	0
ENSMMUG00000028784	4.42531	13.5381	2.6907	18.7439	12.0032	0	9.31809	2.89934	29.105	2.35003	9.41413	9.78914	0	21.0293	9.45687	14.9549	17.8304	6.70847	8.54491	37.8043
ENSMMUG00000003193	6758.98	5562.92	1560.02	4413.01	2868.02	5935.81	8349.34	17558.2	2058.01	6262.7	3447.02	2619.69	7312.82	2269.01	10236.3	6822.17	4525.8	7614.84	7392.75	4101.02
ENSMMUG00000014669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSMMUG00000018279	57.01	50.02	17.01	52.01	38.02	141.02	30.03	0	67.02	99.02	0	52.02	8.01314	20.01	25.01	50.02	206.02	7.01	10.01	138.01
ENSMMUG00000017722	21.0305	0	15.01	35.01	2.01	0	9.75883	0	1.01052	4.01197	3.01	1.01	2.49618	12.2055	24.0591	39.3587	56.01	30.1002	7.01	10.0118
ENSMMUG00000008203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.01	0	0	0	0	0
ENSMMUG00000006352	7.01	0	0	10.01	0	0	17.01	0	0	0	0	0	46.01	32.01	0	39.01	16.01	0	3.10509	0
ENSMMUG00000011902	82.7578	87.9063	26.8735	113.66	88.7648	97.4013	89.8516	65.1088	127.582	166.978	18.8387	136.994	67.1675	136.937	66.3397	162.641	160.125	159.27	22.1092	100.77
ENSMMUG00000011976	36.01	17.01	18.01	53.01	3.01	38.01	188.01	0	92.01	73.01	0	92.01	0	217.01	117.01	0	0	0	2.01	43.01
ENSMMUG00000020197	0	0	34.9758	49.01	112.01	0	119.01	0	141.01	0	0	44.01	232.01	186.01	93.01	0	82.01	107.01	19.01	177.01
ENSMMUG00000013462	0	0	5.01	26.01	0	0	0	0	114.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016747	2.01503	1.01	1.01	18.0143	12.3367	2.02555	10.0237	14.1321	7.01887	4.03136	9.06897	1.01046	0	6.80928	6.0229	1.01048	5.01	15.0644	6.31974	9.02192
ENSMMUG00000011523	48.02	0	0	0	0	2.01	31.01	70.01	0	0	14.01	0	0	0	27.01	1.01	74.01	83.01	28.01	0
ENSMMUG00000005451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006203	85.02	0	2.01	20.02	23.01	84.01	34.01	109.01	0	1.01	62.02	8.01	62.02	56.01	37.02	0	105.02	48.01	9.01	19.01
ENSMMUG00000017760	130.229	0	31.01	72.0786	0	142.02	190.01	37.01	0	195.02	62.01	0	0	0	168.01	296.02	70.01	115.01	26.0266	0
ENSMMUG00000010691	2.19952	1.09424	1.15287	1.0691	4.41164	4.43206	5.43528	7.55177	2.17464	1.05924	4.6042	4.43651	4.43686	2.16468	0	1.06164	6.65379	0	3.29593	6.73279
ENSMMUG00000018582	23.01	14.01	13.01	121.04	50.02	125.051	53.04	32.03	0	112.02	52.02	20.01	158.03	99.03	33.02	90.02	91.0301	54.01	8.03	80.02
ENSMMUG00000012180	231.66	285.775	135.01	253.01	226.989	602.733	176.01	533.612	283.01	221.982	113.01	238.01	527.999	416.464	236.574	335.523	472.121	384.01	147.01	326.759
ENSMMUG00000009159	9.01	0	19.01	37.01	29.0199	40.01	44.01	98.01	0	13.02	0	34.01	7.01	0	0	32.01	0	119.01	15.01	141.02
ENSMMUG00000015352	110.792	102.01	119.02	195.02	165.02	261.01	235.01	90.0611	267.021	151.02	16.01	234.131	78.01	215.01	316.02	253.02	266.02	397.01	70.02	170.01
ENSMMUG00000016736	34.01	0	23.01	21.01	0	216.02	77.01	116.01	45.01	53.01	0	18.01	0	0	161.01	79.02	53.01	23.01	11.1969	42.01
ENSMMUG00000004414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029137	0	0	0	0	0	0	0	2.12183	0	0	0	0	2.05401	0	5.30251	0	0	0	0	0
ENSMMUG00000020022	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0
ENSMMUG00000018996	20.01	0	0	0	0	0	83.01	179.01	0	45.01	0	44.01	0	1.01	0	0	0	134.01	19.01	89.01
ENSMMUG00000021441	59.01	0	0	0	55.01	14.01	44.01	26.01	0	43.01	2.01	11.01	7.01053	26.1034	60.01	0	61.01	103.01	22.01	0
ENSMMUG00000015421	25.01	0	0	0	0	108.01	1.01	0	0	46.01	0	35.01	0	0	24.01	5.01	13.01	0	0	50.01
ENSMMUG00000018553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019285	38.01	0	0	46.01	0	0	62.01	18.01	0	58.01	0	0	0	0	0	0	0	0	16.01	0
ENSMMUG00000001799	77.01	42.01	79.01	23.01	6.01	132.682	31.01	22.01	1.01	160.01	0	171.01	53.01	118.01	75.01	205.179	90.01	198.01	54.01	0
ENSMMUG00000001984	104.131	69.0032	17.8383	44.4593	23.9163	142.606	203.216	142.27	123.567	158.8	33.3784	82.1292	106.345	206.901	134.13	182.353	77.0161	71.8527	52.0496	12.9822
ENSMMUG00000011422	28.01	0	1.01	16.01	61.4807	0	33.236	106.384	0	41.01	3.01	34.1742	1.01	0	48.188	28.01	26.01	0	33.2005	66.4665
ENSMMUG00000029575	2.05694	0	1.10125	2.61222	1.34957	1.55757	1.15976	7.757	1.07234	0	2.66701	0	0	4.94429	9.63456	14.0957	0	0	1.19825	6.10306
ENSMMUG00000009707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001436	1.0183	6.02819	0	11.1263	78.0511	0	15.3126	24.1634	5.04876	1.01734	0	2.07164	0	23.2126	0	3.01	5.07328	403.98	13.1679	16.474
ENSMMUG00000005221	29.01	0	0	0	0	0	7.01	0	0	1.01	0	0	1.01	0	0	0	69.2647	0	21.01	0
ENSMMUG00000007334	17.01	36.01	1.01	67.01	0	0	24.01	0	40.01	0	0	40.01	107.01	0	0	93.02	23.02	0	27.01	80.02
ENSMMUG00000012666	0	0	0	0	0	0	22.01	0	0	0	0	0	5.01	91.01	8.01	30.01	0	0	0	63.01
ENSMMUG00000023597	112.01	39.01	17.01	283.01	186.01	134.01	261.01	327.56	221.01	156.01	74.01	43.01	105.01	58.01	102.01	53.01	79.01	186.01	23.01	248.01
ENSMMUG00000021887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022284	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013383	0	76.01	0	0	0	0	0	0	44.01	0	0	10.01	0	0	0	0	0	0	0	0
ENSMMUG00000021224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001100	0	0	0	0	0	0	0	0	0	0	0	3.01	71.01	0	0	0	37.01	8.01	0	0
ENSMMUG00000002061	0	0	2.01	183.868	28.01	126.475	104.267	2.01	86.01	118.619	22.01	22.01	0	91.1614	75.02	159.941	32.049	17.0177	9.0184	163.288
ENSMMUG00000006665	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017319	54.01	17.01	8.01	43.01	9.01	0	24.01	108.305	28.01	17.01	11.01	18.01	20.01	34.01	59.3158	65.01	19.01	112.01	8.01	40.01
ENSMMUG00000030138	4.58944	0	1.2473	1.0924	0	0	13.2356	18.5186	3.15855	2.45153	2.13484	1.09383	4.03568	0	0	5.29317	2.25805	23.2961	3.54204	0
ENSMMUG00000005224	36.01	0	0	0	0	0	121.01	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000031720	0	0	0	0	0	0	0	0	0	2.00681	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010601	91.0059	0	54.01	273.918	297.935	244.997	257.47	0	126.01	69.2956	0	0	79.7077	117.553	185.557	0	262.304	146.462	16.6149	77.9961
ENSMMUG00000008288	236.01	136.01	58.01	235.01	27.01	149.01	341.837	68.01	191.01	47.01	0	53.01	229.01	206.01	431.01	153.01	346.01	136.01	18.01	252.01
ENSMMUG00000008444	11.01	18.02	1.01	9.02	16.01	36.01	0	0	11.01	7.02	0	0	104.02	71.01	0	8.02	135.824	0	0	10.01
ENSMMUG00000004338	0	0	2.09896	7.13151	0	1.01381	2.07267	1.02235	0	6.38311	1.06039	8.55109	104.288	12.4404	27.1485	1.06344	15.274	0	10.01	1.32501
ENSMMUG00000029173	2.42865	2.57647	1.10413	12.3081	11.8719	15.7773	10.7471	15.7609	6.36653	16.2132	2.392	0	5.66061	2.87476	13.2692	8.15652	2.81314	3.68711	3.37088	5.96396
ENSMMUG00000013914	32.01	0	0	0	0	118.01	46.01	0	0	0	0	4.01	0	2.01	0	0	37.01	0	1.01	7.01
ENSMMUG00000009238	4.01	0	0	44.01	237.01	27.01	0	0	70.01	30.01	12.01	152.01	0	36.01	0	13.01	73.01	0	47.01	182.01
ENSMMUG00000010228	0	22.01	0	51.01	16.01	0	47.01	19.01	0	0	8.01	0	43.01	70.01	59.01	0	25.01	0	4.01	48.01
ENSMMUG00000028684	1059.13	901.603	509.344	2346.09	1507.8	2662.75	2476.84	2857.5	1177.46	1833.45	895.123	822.293	2451.93	1584.45	1535.5	1207.08	2015.75	2600.63	2141.53	1807.32
ENSMMUG00000019345	17.1731	2.04765	5.01	50.02	14.01	79.01	11.2606	13.0927	22.01	15.5976	8.1364	3.01	10.01	2.01	12.01	48.02	34.01	0	24.1899	5.01
ENSMMUG00000013206	622.01	435.01	321.01	1050	736.01	790.101	860.524	1045.89	666.31	1066.25	262.01	356.01	883.474	573.01	771.01	493.01	1078.55	848.469	280.01	1194.91
ENSMMUG00000016187	0	44.02	0	28.01	137.01	0	35.01	121.01	103.03	8.01	0	0	0	38.01	30.01	0	0	47.01	20.01	0
ENSMMUG00000020513	31.01	49.01	2.01	15.01	0	0	0	18.01	0	0	0	28.0201	0	0	0	0	1.01	0	0	57.02
ENSMMUG00000032386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013137	0	0	0	0	0	0	0	0	0	7.01	0	0	0	5.01	0	0	0	0	3.01	0
ENSMMUG00000016864	3.01	0	0	88.02	54.01	0	0	0	116.02	51.01	0	100.02	69.01	83.02	0	0	0	0	31.01	231.02
ENSMMUG00000015868	60.01	0	0	26.01	0	0	62.01	103.01	0	0	12.3314	30.01	0	39.01	0	13.02	122.01	186.762	0	0
ENSMMUG00000012553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021463	25.5587	3.25747	2.37079	6.03894	1.86415	6.04824	1.29923	8.2714	8.06619	3.93127	3.44278	10.2572	3.50308	0	18.26	18.2477	14.6562	3.87992	0	4.63402
ENSMMUG00000007393	50.01	0	22.01	91.01	58.01	0	22.01	110.01	0	35.01	19.01	65.01	99.01	64.01	128.01	67.01	46.01	246.01	3.01	59.01
ENSMMUG00000005086	119.01	0	2.01	8.01161	0	0	83.01	407.01	99.01	151.01	43.01	62.01	148.01	0	47.01	88.01	37.01	0	5.01	195.01
ENSMMUG00000014918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008056	0	0	0	0	0	0	0	0	0	0	13.01	52.02	0	0	130.02	0	0	0	0	0
ENSMMUG00000022779	9.35294	4.06875	3.55033	8.49613	3.0521	0	27.6533	15.1498	5.52069	18.3153	4.07565	13.8106	23.3706	5.05913	17.1941	35.9723	15.7084	12.0278	15.9152	11.7987
ENSMMUG00000005686	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0485	0	0	0	0	2.03513	0
ENSMMUG00000022062	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	19.01
ENSMMUG00000029774	0	3.29562	5.73089	2.30579	0	1.11481	4.49976	3.28061	0	0	0	0	6.78902	1.07897	2.20547	3.46069	2.24922	1.10447	1.0995	2.26031
ENSMMUG00000005363	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023802	0	0	0	0	36.01	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000005877	54.02	0	22.02	59.02	9.01	124.02	38.02	0	14.01	18.02	66.02	0	75.02	0	30.02	0	17.01	0	0	33.02
ENSMMUG00000011695	31.01	0	8.01	97.1188	53.02	0	27.01	1.01	19.01	48.01	44.01	5.01	11.01	87.01	13.01	16.01	129.01	27.01	9.01	39.01
ENSMMUG00000017042	985.796	949.705	477.817	1172.49	1387.44	2256.64	1252.88	1712.11	1145.74	1344.22	752.01	807.775	2259.51	1589.9	1496.89	3374.74	1889.58	2513.23	721.212	1913.89
ENSMMUG00000001161	32.01	0	6.01	15.01	15.01	0	0	0	50.01	8.29137	0	0	31.01	0	0	0	74.01	81.01	24.01	23.01
ENSMMUG00000018090	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	3.01	0
ENSMMUG00000028869	0	2.09573	0	3.10196	1.48018	2.85267	0	0	1.20357	2.20513	4.01	3.00815	1.04091	0	1.09678	1.12371	0	0	3.39855	1.24757
ENSMMUG00000019303	15.01	0	1.01	0	0	0	21.01	18.01	0	2.01	0	16.01	1.01	0	22.01	32.01	0	0	0	0
ENSMMUG00000021486	131.01	0	66.01	184.261	5.03362	235.259	99.0403	101.01	243.346	224.653	98.2171	121.064	59.01	229.025	155.197	104.01	188.327	0	11.1313	62.1511
ENSMMUG00000008498	140.03	121.047	66.03	299.355	112.03	297.029	80.1015	193.158	75.1728	200.546	85.0428	129.03	177.03	268.352	95.03	290.409	330.029	327.03	85.0599	368.039
ENSMMUG00000019648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018530	9.45847	0	11.5914	14.9027	0	12.6591	1.17801	0	6.0414	3.86455	16.4053	0	12.686	5.93834	0	27.397	0	0	8.51599	0
ENSMMUG00000015377	0	0	0	0	0	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013265	18.01	2.01	16.01	15.01	0	53.01	78.01	16.0143	2.01	34.01	19.01	26.01	149.01	10.01	2.01	0	146.01	42.01	32.01	50.01
ENSMMUG00000005356	13.01	85.01	7.01	23.3471	3.02162	9.01	149.01	16.01	1.01	8.01	19.01	41.01	173.02	39.01	89.01	63.02	98.02	90.1239	39.01	1.02093
ENSMMUG00000032607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021246	0	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022976	0	2.01	0	65.02	0	0	0	0	0	0	0	0	34.01	29.01	0	0	0	45.01	4.01	0
ENSMMUG00000009772	2.01	0	0	0	1.01	1.01	0	2.01221	2.01	0	1.01	0	3.01	3.01	1.01	2.01398	2.01	0	1.01	2.01
ENSMMUG00000028840	0	0	1.01	5.57803	8.33417	3.68836	6.11709	0	6.01	4.35843	1.06577	0	0	14.01	9.56302	6.77689	1.68508	6.01	6.54363	5.01
ENSMMUG00000009222	3.12251	0	1.01	3.66291	0	0	17.5546	3.2491	2.01	3.0454	5.87991	2.11805	2.01506	3.4338	6.76108	1.0836	8.04642	6.55779	13.0474	0
ENSMMUG00000030514	1.01454	0	1.01	0	0	0	0	1.04384	9.71897	0	0	0	1.05575	4.08076	0	1.01043	0	0	1.01	0
ENSMMUG00000011147	0	0	0	6.04519	1.01217	1.01319	0	1.03263	0	1.01729	8.01	0	0	6.04452	3.15525	0	1.01061	0	0	0
ENSMMUG00000008645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014645	30.01	0	0	0	42.01	0	0	13.01	0	0	0	0	0	0	30.01	27.01	0	0	3.01	0
ENSMMUG00000030723	1.04713	3.82321	0	1.02356	0	1.01518	1.06915	0	0	0	0	1.82038	0	0	0	0	1.07542	0	1.18256	0
ENSMMUG00000015754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0
ENSMMUG00000016707	0	1.04377	0	3.25107	2.60237	52.379	3.19356	12.5249	3.96802	6.75814	0	5.42519	3.01675	5.9233	5.99645	18.9673	4.94332	19.1081	7.38951	2.00211
ENSMMUG00000018775	38.01	0	0	0	47.01	75.01	25.01	0	0	0	0	0	0	0	0	0	0	0	8.01	42.01
ENSMMUG00000030860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.01	0	0	0	0	0
ENSMMUG00000007323	22.01	0	13.01	45.01	7.01	0	18.01	0	21.01	0	13.01	8.01	0	0	21.01	26.01	21.01	0	0	0
ENSMMUG00000018372	1.04853	1.05505	1.01	1.01024	2.01	0	0	0	3.05215	0	0	0	11.5778	0	0	6.03156	3.01661	14.1699	6.01	1.0107
ENSMMUG00000007147	0	0	0	0	0	0	0	0	0	3.01	0	0	11.01	0	0	0	0	0	0	0
ENSMMUG00000017627	39.01	0	1.01	0	45.01	1.01	96.01	24.01	5.01	61.01	0	32.0155	0	0	31.0186	0	14.01	0	2.01	123.01
ENSMMUG00000029922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010000	0	0	2.01	0	1.10685	0	0	0	0	0	0	320.992	0	0	0	0	0	0	0	0
ENSMMUG00000010196	36.02	0	3.01	174.01	64.01	198.01	33.01	7.01	0	0	21.01	27.01	21.01	0	0	25.01	53.01	0	28.01	73.02
ENSMMUG00000032205	0	0	0	0	0	0	49.01	96.01	0	0	3.01	9.01	0	0	0	0	0	0	0	0
ENSMMUG00000008191	0	0	0	26.01	0	0	0	0	0	0	0	0	0	0	0	0	0	67.01	17.01	26.01
ENSMMUG00000030301	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMMUG00000032196	2.06494	0	0	0	0	3.12495	3.10773	1.01749	0	0	0	1.06634	0	1.04923	2.13357	0	1.09234	3.0915	4.07642	0
ENSMMUG00000021609	53.01	12.01	25.02	26.01	20.01	0	62.01	4.01	42.01	49.02	0	9.01	37.02	24.01	5.01	222.01	102.02	1.01	11.01	0
ENSMMUG00000011618	22.02	0	19.01	0	0	82.01	0	1.01	8.01	32.01	17.02	5.01	137.01	0	0	73.01	36.01	0	23.02	48.01
ENSMMUG00000009019	1280.02	1128.83	518.019	1370.02	1149.5	1598.81	1582.58	1838.61	1627.6	1398.27	756.784	929.099	2375.11	1126.02	2362.11	3937	2952.79	2380.31	940.164	1107.27
ENSMMUG00000023509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.01	0	0	0	9.01	0
ENSMMUG00000014662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007038	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006242	3.39225	0	0	3.0618	4.10368	0	11.4211	0	14.1225	3.95859	0	7.50828	2.22854	5.30671	6.05013	9.74634	10.3338	15.3453	4.19059	0
ENSMMUG00000010535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004278	784.612	275.01	390.01	1461.01	992.01	810.01	624.976	891.971	288.923	692.01	224.01	417.434	417.01	528.452	928.01	832.01	1641.01	1275.52	173.01	1045.01
ENSMMUG00000012449	0	0	28.03	37.02	1.01	0	64.0537	0	14.01	60.01	18.02	90.03	116.02	0	38.02	35.01	0	0	7.01	49.01
ENSMMUG00000015656	34.01	0	16.01	0	0	93.01	28.01	24.01	47.01	0	0	72.01	284.01	54.01	0	0	41.01	65.01	9.01	102.02
ENSMMUG00000018255	55.03	0	0	32.02	41.02	65.8204	3.01	20.03	27.03	8.01	0	21.01	197.061	29.01	54.01	0	88.0299	0	8.02	5.01
ENSMMUG00000019195	1.01011	0	1.01028	0	2.01036	1.01016	1.01015	0	2.01022	0	0	0	0	1.01036	0	0	1.01022	0	0	0
ENSMMUG00000008827	130.01	14.01	54.01	123.891	115.01	117.01	134.01	104.01	41.01	64.9391	14.01	12.01	98.8954	82.01	178.01	76.0178	179.01	370.01	46.01	63.9143
ENSMMUG00000021636	65.8399	0	9.02	106.02	70.0723	281.185	73.02	110.02	146.907	37.02	55.02	17.01	38.02	64.01	44.386	309.02	190.02	0	27.01	137.212
ENSMMUG00000018880	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0	0	57.01	52.01	0	0	0
ENSMMUG00000031381	1.97984	4.1152	2.05209	0	0	4.0903	7.31209	5.21679	0	2.1283	9.01353	3.66204	1.02491	9.66627	5.24734	10.2541	7.61622	12.3031	3.78382	10.2336
ENSMMUG00000016102	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000008549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013795	150.01	0	70.01	80.01	66.01	0	92.01	272.01	0	80.01	88.01	0	136.01	96.01	259.01	245.01	186.01	0	18.01	40.01
ENSMMUG00000015339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030213	18.01	0	4.01	35.01	19.01	5.01	17.01	8.01	13.01	13.01	12.01	6.01	16.01	53.01	38.01	43.01	15.01	26.01	9.01	27.01
ENSMMUG00000016240	0	0	0	0	0	0	0	52.01	0	0	0	0	0	0	0	0	0	0	0	35.01
ENSMMUG00000015230	30.01	0	0	3.01	0	0	49.01	15.01	0	152.221	0	35.01	0	0	36.4479	0	3.01	254.719	0	0
ENSMMUG00000016992	0	0	0	0	0	0	0	10.01	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMMUG00000016245	0	0	12.01	1.01	0	43.01	0	0	50.02	0	0	0	0	11.01	0	0	0	108.02	27.02	0
ENSMMUG00000009133	136.01	0	26.02	219.02	39.01	53.01	211.02	270.199	0	228.01	49.01	41.01	15.01	198.01	191.696	238.192	205.02	569.01	13.01	53.01
ENSMMUG00000018464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007140	4.01	8.90742	0	0	0	0	0	0	14.3902	0	0	0	0	24.4853	17.01	0	0	0	0	0
ENSMMUG00000011787	1.01	26.01	1.01	7.14472	3.01	0	46.3967	0	90.01	103.953	51.01	47.02	0	2.01	31.5977	0	87.7177	57.4548	8.01	116.01
ENSMMUG00000031705	0	29.01	1.01	8.01	48.01	0	0	121.01	0	62.01	2.01	10.01	0	0	0	0	0	0	0	0
ENSMMUG00000013884	84.01	58.01	47.01	44.01	106.01	159.02	249.01	125.01	83.01	159.01	77.01	93.01	166.01	184.01	56.01	120.01	363.02	686.01	0	196.01
