gene	21373_7_20	21373_7_37	21373_7_60	21373_7_102	21373_7_106	21373_7_139	21373_7_152	21373_7_160	21373_7_166	21373_7_169	21373_7_175	21373_7_183	21373_7_202	21373_7_204	21373_7_216	21373_7_221	21373_7_225	21373_7_239	21373_7_254	21373_7_262	21373_7_271	21373_7_279	21373_7_304	21373_7_317	21373_7_327	21373_7_340	21373_7_346	21373_7_354	21373_7_358	21373_7_369	21373_7_377	21373_7_381
ENSMMUG00000008833	11.01	0	180.01	63.01	4.01	86.01	38.01	48.01	35.01	8.01	60.0259	1.01	89.01	29.01	3.01	0	27.01	106.075	91.01	3.01	152.01	54.01	180.01	137.269	41.0212	152.01	169.01	508.01	5.01	160.01	37.01	12.01
ENSMMUG00000001180	0	18.01	0	87.01	0	38.01	0	3.01	0	0	0	0	0	0	0	0	0	0	0	34.01	0	0	9.01	2.01	109.027	0	0	0	113.01	0	15.01	0
ENSMMUG00000031312	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2185	0	0	0	0	0	0	0	0	7.48814	0	0	0	0	0	0	0	0	0
ENSMMUG00000004682	54.01	50.01	0	54.01	227.01	68.01	66.01	59.01	0	23.01	14.0673	209.857	50.01	199.457	35.01	24.01	2.01	158.32	200.206	28.01	319.892	58.6735	103.01	0	201.448	40.01	122.01	71.01	33.01	55.01	23.01	19.01
ENSMMUG00000031364	3.06381	1.57987	4.19675	6.90514	1.10477	2.14784	0	3.01	16.3891	1.80481	1.02601	2.0629	0	0	1.04779	8.11859	17.4949	2.07938	5.40509	17.3029	3.83364	5.58928	2.3294	6.62026	1.05364	0	7.28186	7.50865	1.06426	1.08539	0	0
ENSMMUG00000001107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014553	6.01	0	0	0	0	61.01	20.01	36.01	0	7.01	0	0	0	0	26.01	0	0	0	23.01	25.01	114.01	0	3.01	120.01	51.01	3.01	18.01	51.01	0	0	0	5.01
ENSMMUG00000005337	0	0	0	4.25363	3.01	0	0	0	0	0	28.01	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	15.01	0	0	10.2702	0	0
ENSMMUG00000013664	45.02	77.02	128.02	83.02	0	173.02	67.02	182.02	0	18.02	74.02	162.02	89.02	152.02	79.02	84.02	0	320.02	230.02	188.02	0	441.02	165.02	0	290.02	39.02	113.02	212.02	368.02	102.02	36.02	9.02
ENSMMUG00000003904	4.01	27.01	153.01	0	22.01	23.01	1.01	64.02	0	25.01	15.01	77.01	78.01	6.01	14.01	44.01	16.01	119.01	0	37.01	218.084	0	73.01	276.829	32.01	2.01	70.01	84.01	30.01	0	47.02	9.01
ENSMMUG00000023573	1.01	0	5.01	0	0	0	0	0	0	0	1.01	0	3.01	0	0	0	0	0	0	0	0	23.01	15.01	0	1.01	0	43.01	0	0	0	0	0
ENSMMUG00000030107	0	0	1.42415	1.04442	3.64161	3.77649	10.458	2.12278	25.7227	8.11811	2.51973	4.91833	0	0	3.32641	9.49815	19.0796	8.64286	1.27848	0	2.37431	3.55368	5.55804	24.904	4.44741	6.89183	1.75519	11.7448	2.3909	9.04997	0	0
ENSMMUG00000031940	0	2.01	0	0	0	0	3.27255	2.03024	4.73243	2.08054	1.23242	1.04519	0	0	0	3.01	0	2.10335	0	2.16587	5.17602	0	1.02265	1.01	0	9.98797	0	0	4.02019	3.22526	1.45185	0
ENSMMUG00000029195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.01	0	0	0	0
ENSMMUG00000010451	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	33.01	0	0	3.01	4.01	0	0	87.01	0	0	0
ENSMMUG00000030548	0	0	10.01	1.02483	1.01	1.04632	0	0	0	0	0	1.01	1.01	0	0	0	1.01	0	0	3.01	2.01442	0	0	0	24.8329	13.1545	0	0	8.01	0	0	0
ENSMMUG00000021312	17.01	0	0	0	0	0	0	28.01	0	0	59.01	0	0	0	0	0	0	0	0	0	0	0	37.01	67.01	18.01	0	0	0	0	0	0	0
ENSMMUG00000013971	3.61814	0	20.6708	1.11303	0	3.20501	1.04437	0	0	1.01	5.31295	3.06766	2.04536	0	0	0	0	0	10.3427	0	6.30853	0	11.329	11.3632	5.1291	1.03304	7.87775	6.96185	2.07435	6.33499	0	0
ENSMMUG00000002211	1.01	19.01	51.3639	1.01	26.01	13.01	23.2541	18.9792	2.01	20.0977	10.01	2.85771	30.01	25.0981	0	0	0	97.1507	52.01	0	2.06687	6.01088	201.903	0	3.05222	23.3682	40.2986	0	0	26.0822	11.01	1.01
ENSMMUG00000032406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004856	4.01	14.01	0	0	25.01	12.01	47.9123	0	0	0	4.01	0	0	0	4.93146	23.01	0	52.01	0	0	0	0	32.983	0	9.01	0	0	0	29.01	0	0	0
ENSMMUG00000012589	15.01	26.02	239.02	0	49.8014	109.02	0	113.981	0	74.0055	131.02	139.371	81.983	155.729	58.0124	0	1.01	397.02	388.002	134.02	71.02	97.9794	7.01	158.934	397.564	0	151.74	0	5.01	165.02	7.01	10.01
ENSMMUG00000001299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000010743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000008021	1.75631	1.06592	0	1.03272	4.11292	0	1.05876	2.87597	1.0461	0	3.53397	1.28804	4.08291	4.15746	0	1.07654	13.7154	0	0	0	0	4.07406	0	0	0	4.32308	0	0	0	1.02922	2.70703	0
ENSMMUG00000003282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021101	0	0	0	0	1.0165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01053	0	0	0	0	0
ENSMMUG00000018567	71.02	116.02	0	57.02	0	275.02	25.01	184.02	0	43.02	0	436.02	222.02	398.02	105.02	257.02	8.01	590.02	300.156	0	6.01	41.02	177.01	0	120.03	0	163.02	297.02	118.02	256.02	52.01	25.02
ENSMMUG00000008214	17.01	75.01	43.01	65.01	0	145.01	46.01	65.01	32.01	25.01	16.01	256.152	83.01	134.074	14.01	142.01	0	153.01	24.02	13.02	0	0	25.01	0	65.01	34.01	93.01	92.01	38.01	239.01	37.01	22.01
ENSMMUG00000006916	15.01	2.01	124.671	21.3927	1.63788	0	82.8368	42.01	0	5.01	9.01	0	33.8415	4.07857	0	0	0	100.01	3.01	0	0	0	0	0	9.11837	2.01	3.01	0	0	1.01	28.02	0
ENSMMUG00000003238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	290.01	0	0	0	0	0	25.01	0	0
ENSMMUG00000005836	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	36.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000015981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0
ENSMMUG00000029229	1.32387	14.1232	11.9015	0	11.9847	0	8.0064	0	7.63652	3.07052	4.62099	11.5878	6.74089	4.87368	8.53985	2.51179	30.5071	1.24184	8.67099	5.73861	9.71868	0	2.66099	0	1.3408	5.55556	4.49626	3.70947	0	5.4062	0	0
ENSMMUG00000030644	0	0	8.45289	0	9.02854	1.02898	0	5.35708	1.03056	1.88075	3.36245	0	1.15057	5.08753	1.43129	0	2.39415	3.74097	0	0	26.5436	3.95318	3.20606	0	26.2404	6.98972	6.8181	7.74319	0	2.84638	0	1.39381
ENSMMUG00000017977	0	0	0	1.01006	1.01822	1.01011	0	1.01071	20.0374	0	3.01	0	1.01029	0	0	0	0	0	1.01009	2.01447	1.01007	1.01068	0	0	0	0	0	2.01031	0	0	0	0
ENSMMUG00000000294	24.0326	74.7294	86.9983	59.377	17.0745	74.0749	52.4264	51.788	4.82616	24.3166	94.9742	83.551	52.0248	123.249	37.1944	51.4437	26.9327	56.0323	55.2168	31.6161	45.3631	116.31	94.1322	99.3359	132.929	14.2055	97.1819	103.541	94.0445	78.2921	38.7236	27.5243
ENSMMUG00000004545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001043	0	12.01	0	0	6.01	0	10.01	9.01	0	11.01	70.01	9.01	0	0	0	0	181.01	0	0	0	31.1376	0	0	10.01	48.0118	0	37.01	42.01	0	0	0	7.01
ENSMMUG00000029602	0	3.24504	25.6384	1.07555	0	0	0	2.42634	0	0	0	0	6.4173	2.65711	7.05557	0	0	4.33543	2.69558	2.37738	3.56553	1.26219	2.67703	3.59412	0	2.19116	7.13567	2.48	0	4.66407	0	0
ENSMMUG00000010290	185.582	542.071	898.007	633.239	0	1029.4	594.898	1193.43	0	127.337	951.143	597.673	898.404	1048.9	489.571	745.988	314.049	998.544	1324.98	534.625	638.082	1676.9	804.112	353.121	1207.89	115.492	1268.55	743.755	625.486	725.875	269.412	123.587
ENSMMUG00000016946	84.02	155.305	0	146.01	114.01	131.01	140.01	207.24	0	91.02	167.02	443.01	216.01	204.077	155.01	84.1964	14.0227	463.01	362.524	290.01	61.01	658.422	271.01	297.01	390.59	58.01	206.316	275.4	300.334	259.01	108.01	87.02
ENSMMUG00000014391	7.01	41.02	12.01	1.01	0	101.01	0	63.02	0	16.01	37.01	0	42.01	148.02	0	0	8.0155	206.106	0	69.02	49.01	1.01	25.01	0	2.01	0	4.01	35.01	290.03	158.02	1.01	1.01
ENSMMUG00000019042	1.04248	0	0	0	0	0	0	0	2.42565	4.09011	0	1.02485	0	3.16966	3.05872	0	1.03051	9.22918	10.6335	0	9.40826	1.01566	0	0	1.11696	7.16539	1.17126	1.02002	0	4.07282	0	1.0104
ENSMMUG00000002458	4.01	27.01	0	0	0	0	0	56.01	0	13.01	0	108.01	65.01	36.01	18.01	109.01	0	0	0	17.01	0	0	0	0	0	0	44.01	0	63.01	20.01	0	0
ENSMMUG00000016438	0	0	8.01	0	0	0	0	10.01	1.01	8.01	12.01	22.01	1.01	28.01	0	0	0	0	16.01	0	0	0	0	19.01	0	5.01	45.01	0	0	0	1.01	0
ENSMMUG00000011811	21.01	49.01	6.01	21.01	0	38.01	48.01	81.01	0	2.01	5.01	7.01	22.01	29.01	0	46.01	25.0145	242.01	81.01	39.01	38.01	144.01	152.025	0	1.01	0	63.01	16.01	25.01	0	28.01	0
ENSMMUG00000020559	0	0	0	0	0	0	119.01	18.01	0	12.01	57.01	183.01	26.01	0	0	49.01	0	0	0	0	1.01	0	55.0124	86.0878	0	0	0	0	0	0	0	0
ENSMMUG00000014379	0	0	0	0	0	8.01	0	0	0	6.01	0	0	1.01	0	0	1.01	0	0	0	0	0	0	12.01	0	12.01	1.01	5.01	0	0	2.01	7.01	0
ENSMMUG00000005927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016204	10.01	0	21.01	0	0	53.01	22.01	64.01	0	13.01	0	0	28.01	95.02	16.01	39.01	0	90.01	65.01	55.01	0	48.01	51.01	29.01	0	0	93.01	0	33.01	34.01	3.01	7.01
ENSMMUG00000006845	0	7.01	32.01	0	0	9.01	0	0	0	0	0	0	0	17.01	0	0	0	0	39.01	17.01	0	4.01	2.01	6.01	29.01	0	0	0	19.01	2.01	7.01	0
ENSMMUG00000019589	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04778	0	0	0	0	1.01	0	0	0	0	0	0	0	2.5531	0	0	0	0	0
ENSMMUG00000029255	26.01	85.7294	116.037	58.1541	27.3832	90.1608	63.6875	134.82	0	19.9418	34.5416	81.0522	23.9448	92.4314	61.01	4.2904	101.743	32.9117	91.7912	74.5108	82.0282	36.01	71.7545	89.3948	151.851	3.01	171.339	132.933	46.7016	25.9214	36.8542	10.9369
ENSMMUG00000019174	0	0	67.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012176	5.01	50.01	184.01	37.01	0	186.845	60.01	102.01	2.32303	26.01	60.01	54.0246	46.01	103.01	31.01	103.01	0	222.01	129.01	79.01	0	46.01	161.139	0	134.01	175.01	166.01	99.01	76.01	91.01	70.01	28.01
ENSMMUG00000029142	2.01	2.10375	2.37714	3.25605	0	6.24468	1.06401	5.7473	2.02222	2.02633	1.15543	5.25784	3.14065	2.07016	0	7.27444	2.22686	20.8807	2.57408	0	19.6061	3.13846	0	2.09397	1.05657	8.52959	1.15888	10.482	8.13592	2.21237	0	2.04933
ENSMMUG00000019992	14.01	0	0	0	88.0461	0	0	0	0	16.02	0	0	37.01	0	0	0	0	0	0	0	0	0	0	0	124.01	0	0	0	0	0	0	0
ENSMMUG00000001814	16.01	0	19.01	149.01	0	55.01	0	0	81.01	2.01	40.01	0	69.01	0	38.01	0	2.01	0	0	0	0	0	0	16.01	85.01	115.01	2.01	0	74.01	96.01	37.01	41.01
ENSMMUG00000010646	0	0	0	0	0	0	0	28.01	0	0	3.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	1.01	26.01	0	0	0	0
ENSMMUG00000022469	93.02	72.02	437.143	253.02	111.02	477.02	164.02	267.028	3.01	34.02	175.02	250.13	104.02	370.025	165.02	191.02	171.055	465.02	327.02	426.02	54.02	347.02	302.047	205.02	456.02	37.01	366.02	189.02	390.759	384.02	57.02	38.02
ENSMMUG00000000632	0	0	0	0	0	0	0	0	0	2.01	8.01	44.01	0	0	0	0	7.01	0	0	0	0	0	0	0	14.01	0	0	135.01	19.01	0	0	4.01
ENSMMUG00000000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010405	13.858	24.7279	73.2434	0	0	0	0	0	0	4.01	73.925	0	0	22.2256	0	79.9887	0	12.0122	107.26	37.6756	0	8.27245	6.01	28.3291	2.01	0	13.01	0	0	65.01	0	0
ENSMMUG00000032285	0	0	0	0	0	0	0	14.01	0	0	20.765	0	18.3319	0	19.2164	0	0	0	0	0	0	0	13.3166	0	0	0	0	0	0	0	0	0
ENSMMUG00000023078	0	0	0	0	0	0	0	0	10.8027	0	0	110.01	0	0	18.01	0	0	0	42.01	52.9992	119.906	0	0	12.01	0	0	1.01	0	0	0	14.01	0
ENSMMUG00000029645	0	0	0	0	0	0	0	0	0	0	0	2.00297	0	7.59061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21847	0
ENSMMUG00000003067	31.02	81.01	0	0	0	0	0	2.01	0	12.01	54.02	20.02	52.01	52.01	0	92.02	0	331.02	72.02	0	0	4.01	71.0232	4.01	109.046	0	122.02	215.02	73.02	0	1.01	0
ENSMMUG00000015099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002807	0	65.01	0	0	0	0	0	0	126.01	14.01	47.01	173.01	135.01	74.01	73.2911	164.307	0	260.01	0	47.01	0	267.01	0	277.01	120.01	0	57.01	1.01	227.646	44.01	87.01	42.01
ENSMMUG00000007369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20764	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001397	0	5.01	0	0	0	2.01	0	9.01	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.02	0	0	0	0	0
ENSMMUG00000018165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018359	0	0	0	18.01	0	0	0	0	0	7.01	9.01	0	0	0	0	0	13.01	0	0	30.01	163.01	0	54.1018	0	0	0	0	0	0	0	28.01	0
ENSMMUG00000010900	5.01	18.01	3.01	14.01	21.01	11.01	42.1849	9.01	0	1.01	16.0201	0	13.01	31.01	0	0	0	0	88.01	8.01	0	45.01	16.01	0	0	7.01	18.01	24.01	0	25.01	5.01	0
ENSMMUG00000012760	8.01	0	159.01	18.01	110.398	0	64.3003	10.01	0	28.01	2.01	177.01	0	30.01	0	51.01	52.01	0	0	0	0	0	5.01	3.01	48.01	0	18.01	0	16.01	43.01	2.01	19.01
ENSMMUG00000006899	159.01	478.604	932.01	675.01	44.1658	696.01	712.235	1760.94	57.01	283.01	833.01	1081.36	851.503	1041.67	392.752	745.637	251.12	1381.26	733.355	739.01	617.327	1014.56	1558.43	973.01	918.876	337.01	1032.01	1688.18	916.01	1275.02	313.01	338.01
ENSMMUG00000001053	0	17.01	0	2.01	40.01	0	0	0	14.01	3.01	65.01	0	2.01	0	0	3.01	0	0	2.01	0	29.01	0	0	145.01	56.01	89.01	3.01	0	0	0	0	10.01
ENSMMUG00000007219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021353	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	84.01	0	0	0	0	0	0	0	0	50.01	0	0	0	0	0
ENSMMUG00000022769	137.02	440.03	471.284	594.02	4.01669	467.856	341.02	509.005	0	103.02	463.02	336.02	476.612	780.871	287.03	394.02	123.01	1052.02	1059.03	389.02	199.102	747.597	457.02	381.666	823.279	142.02	534.02	487.629	733.02	787.02	160.02	131.02
ENSMMUG00000002995	0	0	4.01126	0	0	0	9.01	72.01	0	7.01	25.01	0	22.01	23.01	0	0	9.01	0	26.01	0	0	16.01	18.01	0	49.01	0	2.01	7.01	0	0	0	0
ENSMMUG00000007992	0	0	54.01	0	11.01	0	23.01	0	0	1.01	19.01	105.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0
ENSMMUG00000030384	0	58.02	42.01	0	20.01	0	11.02	0	0	4.02	0	17.01	0	0	2.01	0	0	0	0	0	156.02	0	0	0	1.01	3.01	0	0	0	0	24.01	0
ENSMMUG00000011627	11.01	46.01	0	0	0	143.01	48.01	69.4403	0	11.02	0	39.01	19.02	107.02	1.01	45.01	0	108.245	211.89	15.01	0	21.01	66.5092	59.02	158.666	23.0757	126.01	135.484	49.02	99.0397	0	28.01
ENSMMUG00000018342	6.01	12.01	45.01	79.1391	0	85.9919	13.01	49.8897	0	2.01	136.01	0	10.7613	63.0438	27.016	32.01	0	59.919	187.136	28.01	0	176.015	22.01	15.01	1.71881	0	76.01	111.01	72.9394	61.01	0	2.01
ENSMMUG00000012582	0	6.57779	18.528	25.6678	0	9.71414	25.7768	3.03413	3.33754	13.2451	6.09031	20.4262	6.93452	11.3167	0	0	30.8149	20.5417	17.6896	15.1594	28.3661	14.2032	13.3845	16.5193	16.494	8.66047	19.7452	8.81659	14.384	10.1633	6.02938	1.02955
ENSMMUG00000021704	2.01	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	71.01	0	0	0	0	0	0	0	0
ENSMMUG00000021338	0	0	1.03196	3.27153	142.558	0	0	0	0	1.01213	4.43091	0	0	129.736	0	0	0	1.0112	2.08255	0	1.02656	0	2.04732	0	0	0	0	9.02541	0	7.0604	16.0494	1.01
ENSMMUG00000012021	8.01	21.01	0	124.01	0	0	55.01	41.01	0	8.01	55.01	1.01	87.1185	37.01	0	51.01	0	140.01	1.01	0	327.01	0	81.01	44.01	20.8492	0	0	0	45.01	19.01	35.01	0
ENSMMUG00000007516	2.01	48.02	0	207.02	0	8.02	40.02	0	0	9.02	0	0	119.02	148.02	17.02	163.02	0	60.02	94.02	54.02	0	0	35.02	0	0	46.02	33.02	297.02	0	0	66.02	18.0201
ENSMMUG00000028810	0	0	0	0	0	0	0	0	0	0	0	24.6685	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0
ENSMMUG00000020112	214.02	827.01	916.02	269.01	119.01	907.01	768.01	1137.26	0	272.01	688.01	1725.46	708.01	1464.35	352.593	942.02	141.099	2042.13	1405.01	658.02	260.816	962.01	601.01	396.01	1986.14	201.02	1129.01	1281.44	578.731	1539.24	288.01	111.01
ENSMMUG00000012451	0	0	54.01	30.01	80.01	0	64.01	13.01	164.01	8.01	23.01	0	0	7.01	17.01	0	0	0	0	15.01	0	58.01	1.01	99.01	149.01	0	2.01	0	0	37.01	0	7.01
ENSMMUG00000017888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000005751	0	0	0	0	0	0	0	50.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015471	0	0	0	0	30.01	0	0	1.04168	0	1.01	0	6.01	7.01	15.1003	15.01	0	0	28.01	55.01	0	0	1.02229	0	0	0	0	1.01	19.01	0	23.01	0	0
ENSMMUG00000005042	0	0	10.01	0	9.02	0	0	12.02	6.01	0	0	70.01	0	0	2.01	6.01	0	0	14.01	0	1.01252	0	79.02	0	0	18.02	0	78.01	0	0	0	0
ENSMMUG00000030948	6.85803	16.2725	21.576	34.4724	109.649	16.8989	67.7319	19.3277	72.91	7.94729	43.0007	26.4453	17.4222	33.9301	6.74848	51.4964	133.103	20.4434	0	28.695	244.923	12.8789	88.1967	33.1301	97.2449	40.2718	6.58616	3.99148	39.6392	26.8712	3.32981	6.27512
ENSMMUG00000002270	2.01	45.9585	13.067	13.6089	15.1935	38.1461	17.01	42.0836	4.31768	7.01698	11.0972	28.9859	64.0032	57.022	3.01005	40.1602	17.3119	16.4765	60.7369	3.31992	2.01055	95.3017	50.1046	28.3283	18.1052	25.4109	104.627	23.0742	73.4886	3.01412	13.0212	2.0115
ENSMMUG00000011569	1.12961	8.78245	7.47301	5.52203	0	19.6094	11.9273	21.271	0	4.42597	20.6995	0	12.8811	38.8823	10.8831	1.01	0	19.7524	28.4717	5.98422	0	42.7483	8.5025	8.73658	36.2802	8.06577	25.9863	32.2669	10.0251	14.013	4.45497	3.01
ENSMMUG00000002093	0	0	0	0	0	72.01	0	0	0	0	16.01	0	0	5.01	28.01	0	0	0	28.01	76.01	0	0	0	0	87.01	0	25.01	0	0	90.01	0	0
ENSMMUG00000018639	1.01	6.04793	0	0	0	0	0	0	59.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029683	9.01	44.01	99.01	21.01	0	7.01	24.01	22.01	0	1.01	42.01	0	83.01	56.01	12.01	64.01	80.01	51.01	26.01	57.01	0	0	0	2.01	0	0	25.01	0	0	61.01	3.01	8.01
ENSMMUG00000023137	1.01	0	0	14.7007	0	22.01	0	6.88524	0	6.01	0	0	0	0	0	94.01	0	0	0	28.2487	0	6.84018	0	0	0	0	60.01	0	0	6.21437	0	4.01
ENSMMUG00000030745	1.42056	2.17886	8.35108	7.54927	8.17088	1.05817	3.92078	11.7948	10.1274	2.21445	1.12904	1.06993	4.91152	3.53973	0	4.84769	11.1128	3.7635	4.94687	3.15586	2.24987	1.2589	23.2676	4.62966	4.67855	1.20207	10.7863	12.7604	3.81876	0	6.45674	0
ENSMMUG00000031464	5.01	5.11452	23.0315	21.9363	3.33447	61.5594	24.1293	9.2515	4.14971	12.6138	28.151	12.8455	14.2939	11.4079	6.25971	22.2543	3.55795	54.6214	9.03796	24.7586	5.1629	39.0277	30.5612	50.6004	1.06143	12.2065	32.8137	18.8164	5.40371	64.5881	1.27107	6.3097
ENSMMUG00000023442	4.01	6.01	0	0	0	0	0	12.01	0	0	0	9.01079	31.01	0	0	0	18.01	0	0	19.01	0	0	21.01	0	15.01	0	5.02	0	17.01	176.01	0	0
ENSMMUG00000016433	24.01	100.01	18.01	38.01	25.01	8.01	76.01	32.01	4.01	21.01	7.01	75.01	33.01	103.01	5.01	33.01	125.053	112.01	188.01	51.01	93.1413	147.028	180.819	188.01	63.0324	24.01	55.01	160.01	27.01	110.01	12.01	5.01
ENSMMUG00000010235	20.01	95.1691	7.01	4.01	0	104.01	42.01	69.6151	0	32.01	45.01	19.01	64.01	146.01	22.01	116.01	0	126.796	49.01	214.01	0	108.016	55.01	0	217.01	0	173.01	162.657	13.01	3.01	16.01	16.01
ENSMMUG00000029650	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	23.8588	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011318	1.01	11.01	0	35.01	0	39.02	5.01	87.02	0	5.01	40.02	0	7.01	20.3474	33.02	32.01	0	64.01	79.01	19.01	0	49.01	17.01	24.01	56.01	0	16.01	13.01	48.01	28.01	10.01	20.01
ENSMMUG00000004974	13.01	9.01	6.01	0	64.0804	56.01	0	66.01	0	4.01	0	0	0	0	5.01	0	0	0	0	0	0	181.01	28.01	0	102.01	35.0141	0	0	1.01	0	0	0
ENSMMUG00000008963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029077	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5284	0	22.7931	0	0	0	0	0	0	23.308	0	0	0	0	0	0	0	0	0
ENSMMUG00000016293	1.01	0	20.01	0	0	0	0	55.02	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	32.01	0	1.01	0	0	0	0	0	8.01	0
ENSMMUG00000018078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023134	21.01	42.01	64.01	82.02	0	169.01	0	0	0	52.01	60.01	88.01	47.01	122.06	38.01	93.01	0	298.01	344.01	111.02	0	55.01	55.02	0	30.01	0	109.01	10.01	158.01	75.01	18.01	37.01
ENSMMUG00000010337	3.01	0	0	0	0	0	5.01	0	0	0	0	0	0	11.01	0	0	71.01	0	0	0	1.01	0	9.01	0	0	0	0	0	0	1.01	0	0
ENSMMUG00000016653	0	48.01	0	6.01	1.01	121.01	122.01	165.01	0	11.01	68.01	65.01	38.01	138.043	27.01	0	0	0	147.01	66.01	0	0	127.02	1.01	182.01	0	92.01	86.01	0	131.01	0	29.01
ENSMMUG00000014791	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011648	0	0	0	0	0	56.0431	94.01	33.01	0	18.01	0	0	47.01	57.01	0	0	10.0254	0	0	0	7.01	0	42.01	0	35.01	15.01	2.01	0	0	0	0	0
ENSMMUG00000004146	0	40.01	35.01	0	0	0	0	40.01	0	1.01	19.01	0	13.01	33.01	1.01	34.01	0	1.01	0	23.01	0	33.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031487	1.01	0	1.01	3.11816	1.01	2.01351	2.06364	1.01	0	2.01	0	9.01	0	0	2.01	0	3.01	1.01	0	0	1.02213	5.02475	4.38226	1.01	3.01	1.03527	1.10244	5.17965	0	0	1.01	0
