gene	21373_7_20	21373_7_37	21373_7_60	21373_7_102	21373_7_106	21373_7_139	21373_7_152	21373_7_160	21373_7_166	21373_7_169	21373_7_175	21373_7_183	21373_7_202	21373_7_204	21373_7_216	21373_7_221	21373_7_225	21373_7_239	21373_7_254	21373_7_262	21373_7_271	21373_7_279	21373_7_304	21373_7_317	21373_7_327	21373_7_340	21373_7_346	21373_7_354	21373_7_358	21373_7_369	21373_7_377	21373_7_381
ENSMMUG00000029018	0	10.01	0	5.12293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	22.01	2.01	0	0	0	5.01	0	0	0	0	0	0
ENSMMUG00000010836	0	0	0	21.01	0	0	1.01	0	205.831	1.01	0	213.01	75.01	41.01	0	0	0	0	143.01	0	0	0	0	0	1.01	141.01	0	0	0	0	42.01	5.01
ENSMMUG00000001795	46.01	104.02	20.02	198.01	0	114.02	515.02	235.607	0	53.02	265.01	354.01	214.01	628.02	167.02	355.294	16.01	134.078	241.058	199.02	65.01	228.01	239.01	283.01	657.2	69.02	317.01	357.01	202.01	244.01	104.01	31.01
ENSMMUG00000003821	0	0	5.01428	0	0	0	23.01	19.01	0	1.01	0	0	0	21.01	0	0	0	0	21.01	10.01	0	0	0	0	0	17.01	9.01381	0	0	0	0	0
ENSMMUG00000001561	51.01	89.8813	181.01	137.01	13.01	127.01	68.01	211.058	0	41.01	141.01	570.01	116.01	47.6401	76.01	75.01	198.335	382.605	136.582	63.01	95.1927	173.155	125.01	223.01	157.444	5.01	206.01	194.515	132.01	123.01	46.01	73.01
ENSMMUG00000003711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022203	11.01	0	205.01	0	0	0	159.01	88.01	0	14.01	0	0	11.01	0	18.01	66.01	0	0	97.01	0	48.0342	0	0	0	14.01	3.01	100.01	0	0	172.197	45.01	0
ENSMMUG00000029375	1.01239	3.0188	1.01202	0	1.01197	2.01429	1.01186	4.01895	0	1.01235	2.01651	4.02336	1.01182	1.01211	1.01285	2.0176	1.01196	3.01814	1.01192	3.02246	0	0	7.02813	2.01713	2.01676	0	2.01476	4.03856	1.01225	2.02042	1.01405	1.01652
ENSMMUG00000005343	3.01	2.15713	0	0	0	0	3.97107	3.73252	0	2.01	5.26849	0	0	2.20434	0	0	0	2.11674	5.26054	10.3784	5.80461	8.9014	5.01	0	0	0	7.72197	1.16786	0	0	3.01	0
ENSMMUG00000009375	6.01	0	0	0	54.01	1.01	0	3.01	0	0	0	0	8.01	0	2.01	0	0	2.01	0	9.01	4.01	1.01	5.01	0	4.01	4.01	0	0	11.01	0	0	0
ENSMMUG00000019876	3.01	261.02	0	320.02	0	208.02	0	530.02	0	115.03	0	0	260.02	611.02	72.02	149.02	0	10.01	10.01	35.02	0	0	700.245	0	754.978	20.02	652.02	41.02	37.02	0	48.02	37.02
ENSMMUG00000019201	0	0	0	0	0	1.1602	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	6.10882	0	0	0
ENSMMUG00000011126	353.004	575.02	993.439	888.02	208.466	1181.79	1155.58	998.869	0	347.03	1173.72	1537.55	1044.93	711.712	478.03	650.687	172.556	1451.09	1934.03	587.548	212.494	727.736	2497.89	1286.6	1516.83	142.01	1158.14	956.983	881.01	1218.88	531.031	329.02
ENSMMUG00000011528	0	0	285.01	0	18.01	51.01	0	53.01	0	14.01	2.01	0	25.01	58.01	29.01	0	1.01	21.01	110.01	0	63.01	124.01	106.044	0	22.01	0	13.01	136.01	40.01	0	23.01	18.01
ENSMMUG00000008039	0	15.01	36.01	14.01	0	0	0	0	0	14.01	15.01	0	9.01	65.9334	18.01	0	0	101.01	0	20.01	0	0	0	62.01	0	0	32.01	0	0	0	0	0
ENSMMUG00000007706	1.13435	9.39729	6.55736	12.1877	40.9375	24.9565	20.6945	60.8776	36.4174	17.0447	12.2815	19.8937	14.0198	7.28388	7.74554	7.32973	11.1466	17.9011	29.9369	17.8185	30.1609	23.2174	26.1875	7.25976	44.6569	42.2362	28.4302	18.9894	11.3129	41.9842	10.656	2.19594
ENSMMUG00000021447	6.03351	5.02873	27.3534	48.6903	12.0687	9.56638	112.278	6.01382	8.04856	2.01779	53.0722	301.496	2.02733	3.02135	0	152.303	3.13641	0	77.0844	1.01	1.01517	0	129.275	97.0299	9.1707	30.0374	19.196	6.27349	14.2458	1.01385	0	35.01
ENSMMUG00000007428	33.02	36.01	833.02	461.02	211.02	73.01	220.02	904.02	92.3672	141.02	186.151	691.02	93.02	179.02	208.02	337.02	802.019	734.537	484.02	97.02	1096.02	360.02	627.02	294.429	695.02	46.8101	148.02	321.02	669.02	219.02	91.01	180.02
ENSMMUG00000001330	66.01	117.01	149.01	174.01	0	142.01	0	117.01	7.01	26.01	22.01	0	284.01	151.01	107.01	92.01	0	337.01	276.01	111.01	104.01	23.01	279.01	0	316.01	61.01	302.01	185.01	6.01	93.01	122.01	6.01
ENSMMUG00000012442	24.01	0	0	0	298.02	0	0	0	46.01	6.01	1.01	26.01	0	0	0	0	97.01	14.01	1.01	0	0	31.01	42.01	459.01	211.01	30.01	42.01	11.01	11.01	89.01	0	0
ENSMMUG00000009856	0	0	0	0	0	1.01	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001026	16.01	132.01	121.01	17.01	0	469.01	282.01	182.01	0	19.01	116.01	0	120.01	297.01	9.01	69.01	53.01	300.01	115.01	46.01	9.01563	100.01	130.01	0	289.01	0	142.01	137.01	55.01	25.01	52.01	41.01
ENSMMUG00000006543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015659	49.01	30.3018	105.662	17.0927	58.01	19.01	258.275	115.713	18.3228	28.3179	10.1778	339.83	71.4951	104.992	44.01	22.4398	66.2437	0	12.2871	66.8837	59.3579	2.03623	30.0312	52.3057	219.24	7.41449	206.934	38.2892	33.5169	28.1998	122.01	3.01067
ENSMMUG00000008849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008242	0	0	0	0	0	0	0	0	8.01	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0
ENSMMUG00000001116	1.25355	3.92101	0	0	1.33262	8.9819	55.0077	17.7021	10.9009	0	28.4861	128.514	1.40069	8.59788	14.9103	9.92113	4.73093	37.033	84.4038	9.03819	7.05212	76.9396	1.20661	0	24.8671	9.29997	1.15763	1.25195	4.84887	7.18001	19.6015	12.4279
ENSMMUG00000012390	0	0	0	0	0	0	0	0	0	0	33.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010813	88.0434	38.3945	63.4849	265.319	41.2481	274.065	0	226.31	50.0448	58.2241	29.2442	5.01	148.159	147.338	125.086	15.0218	29.4373	223.314	79.1197	81.01	280.203	800.637	29.1205	157.536	445.084	210.814	354.118	167.046	54.0305	208.01	33.6586	42.153
ENSMMUG00000009182	0	54.02	75.02	14.02	171.01	0	0	32.01	0	17.02	17.02	160.02	15.2035	0	14.02	0	0	83.02	0	135.043	121.01	0	1.01	62.01	35.01	55.01	32.01	68.02	136.02	75.02	4.01	0
ENSMMUG00000022091	22.01	22.01	178.01	20.876	0	19.01	36.02	56.01	0	16.02	100.02	355.078	97.02	72.01	39.01	140.01	6.01	153.01	173.01	31.02	0	98.02	155.01	15.01	9.01	0	82.02	40.01	31.01	0	0	3.01
ENSMMUG00000014812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016158	1.01	1.48908	1.20865	4.56698	0	0	0	1.02927	3.54267	3.33154	0	0	0	0	0	0	0	2.49646	2.29175	0	0	1.10968	0	5.87324	1.04647	2.38405	0	3.39464	0	1.03963	0	0
ENSMMUG00000001213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0
ENSMMUG00000005227	4.39718	0	94.1074	27.3552	0	0	0	26.495	0	13.2943	16.9313	0	0	0	0	45.7268	0	78.4477	0	0	0	33.3168	0	0	0	0	86.678	0	0	2.01	8.01	0
ENSMMUG00000009396	110.01	120.01	317.01	89.01	5.01	275.01	424.01	192.01	0	54.01	113.082	558.01	140.01	296.023	26.01	131.057	13.0172	454.18	396.01	89.0508	98.0363	623.168	190.243	144.01	198.251	13.01	276.01	264.01	148.01	435.01	29.01	33.01
ENSMMUG00000010293	0	0	0	0	0	0	0	19.3976	0	2.98642	0	0	0	3.99981	0	0	0	0	1.01	0	122.56	0	0	0	20.6515	0	0	0	0	0	5.01	0
ENSMMUG00000031622	4.04813	0	25.9271	8.32049	15.0507	8.42799	17.823	7.13445	2.27292	0	7.41697	38.5434	0	10.9083	0	2.21653	0	0	3.66961	10.7898	13.2551	12.3041	13.3877	9.75507	10.4567	29.8811	12.8055	4.42325	0	15.8914	3.49291	0
ENSMMUG00000023714	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015215	9.02	15.01	0	0	0	88.01	0	0	0	6.01	0	0	0	0	12.01	134.01	0	0	52.01	39.01	0	0	0	0	0	0	1.01	0	0	66.01	0	0
ENSMMUG00000016062	6.77305	7.30267	64.7707	11.6131	30.5676	118.17	64.4964	28.6772	162.862	41.5567	91.4235	2.61688	28.4434	31.2527	2.96282	14.4297	39.0547	23.9962	12.3439	51.1611	18.3852	127.213	24.8039	10.1684	24.3258	199.247	34.9574	10.6212	26.8968	28.854	19.8377	11.0544
ENSMMUG00000006362	56.01	69.01	302.01	23.02	17.01	79.01	177.01	97.02	0	40.01	287.339	110.02	148.01	108.01	38.01	129.02	183.079	83.0241	258.01	192.01	136.02	218.01	171.01	29.01	110.01	38.02	202.01	725.063	172.76	133.01	35.01	25.01
ENSMMUG00000021126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005323	8.01	0	0	0	0	0	87.01	0	0	10.01	0	7.01	60.01	35.4755	0	0	0	0	0	0	36.01	0	1.01	0	0	0	14.01	0	0	0	0	0
ENSMMUG00000007076	14.4331	66.9233	92.435	94.3469	0	136.402	61.1669	68.3058	0	33.09	94.1611	21.6044	87.89	122.275	36.7959	94.6518	1.01	126.002	67.7696	60.998	37.1135	171.654	118.161	40.0932	114.651	6.88179	106.133	76.1457	48.7312	72.6933	21.5123	10.7745
ENSMMUG00000021956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011880	0	0	1.04415	0	0	0	0	7.76188	0	2.01	0	0	11.1725	0	0	9.66848	0	0	0	1.17984	0	0	0	0	0	0	10.7114	0	0	0	0	7.87088
ENSMMUG00000015582	0	0	0	0	3.01	0	0	0	0	2.01	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0
ENSMMUG00000018990	0	0	0	0	30.01	0	0	0	0	0	16.01	0	0	9.01	2.01	10.01	0	0	0	14.01	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000023025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0
ENSMMUG00000030714	2.18717	55.9822	55.2146	123.603	3.24474	64.134	12.9139	100.323	0	6.50594	46.8257	17.4629	106.031	108.494	15.2878	119.394	0	68.6256	104.107	48.8631	18.8454	118.854	112.225	9.0172	156.777	5.47146	143.057	95.4925	29.5203	18.9211	25.2318	0
ENSMMUG00000020048	6.01	0	80.01	0	0	0	0	0	0	4.01	3.01	0	11.01	42.01	0	0	0	78.02	0	43.01	0	40.01	25.02	0	42.02	9.01	11.01	0	0	0	15.01	0
ENSMMUG00000029574	0	0	1.02979	1.70795	0	0	0	0	0	0	0	0	0	3.06984	0	0	0	0	1.01612	1.01979	0	1.02211	2.05357	2.08022	0	0	0	0	0	1.02094	1.01546	0
ENSMMUG00000010674	3.01	36.01	0	7.01	0	0	46.0413	26.01	90.01	0	1.01	0	0	3.01	0	0	0	0	0	0	0	0	62.02	47.01	23.02	32.02	2.01	0	0	40.01	0	0
ENSMMUG00000007764	0	0	40.01	85.02	18.01	47.02	8.01	48.02	0	6.01	7.01	0	5.01	17.02	6.01	0	0	58.01	0	0	0	0	42.02	0	0	0	18.01	0	0	0	10.01	3.01
ENSMMUG00000003731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018741	0	21.02	0	67.02	7.01	20.0167	5.02058	0	0	1.07514	52.03	0	2.01023	1.01006	6.01	26.0301	0	21.01	32.6112	0	30.3517	12.01	13.0309	0	28.0208	59.01	40.0301	0	0	0	5.01	33.0708
ENSMMUG00000003152	226.03	71.02	196.02	79.02	73.02	467.029	420.903	189.02	0	101.02	217.03	72.1105	95.1201	347.393	241.968	45.01	88.02	1308.53	145.02	336.03	6.04439	798.03	423.24	657.494	60.1285	6.01	597.02	372.02	101.02	320.03	71.03	45.01
ENSMMUG00000023591	1.01	0	0	0	0	16.0695	61.01	0	4.01	1.01	2.01	0	0	0	0	62.01	0	12.01	0	8.02876	0	6.01	2.01	0	27.01	27.02	32.01	17.2936	0	0	0	7.01
ENSMMUG00000004742	0	0	0	14.01	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.01	23.01	0	0	0	0	0
ENSMMUG00000011191	15.01	235.246	268.01	332.01	40.01	88.01	127.01	270.01	18.0168	53.01	96.01	296.01	18.01	224.01	192.01	33.01	12.01	117.01	111.01	104.01	229.507	483.01	309.386	1.01	417.01	0	232.01	153.01	50.1438	3.01	106.01	84.01
ENSMMUG00000029583	0	0	0	6.22899	0	10.6021	0	0	0	0	1.24906	2.07334	0	10.0439	1.2266	0	0	0	21.9162	0	2.2063	0	14.2393	7.74963	2.76473	11.9986	1.79228	0	20.4002	0	1.14382	0
ENSMMUG00000030266	0	2.7765	7.52297	1.23718	0	0	7.20049	1.07401	1.08015	0	7.39099	0	2.01	0	1.01	0	1.06362	0	2.01	1.12239	1.4678	0	4.84846	3.07413	1.07688	2.34446	0	1.01	21.228	1.04323	0	0
ENSMMUG00000016826	13.01	88.02	95.0955	33.01	16.02	105.02	133.03	112.02	0	19.01	34.01	0	45.02	34.01	2.01	34.02	48.02	79.01	0	1.01	28.017	0	125.01	5.01	84.01	8.01	56.01	5.01	137.01	0	0	50.01
ENSMMUG00000003052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021377	5.01	0	45.0368	0	0	0	0	0	0	1.01	0	0	21.01	25.01	0	0	11.01	0	7.01	8.01	58.01	0	0	0	17.0122	0	1.01	8.01311	0	11.01	0	9.01
ENSMMUG00000022542	0	46.9834	65.7109	63.4864	2.01	20.01	25.6987	56.9205	0	21.01	8.01	58.9181	40.9285	36.01	11.01	36.01	0	201.95	127.771	7.01	0	73.01	63.01	0	0	0	60.3764	0	42.01	0	8.01	0
ENSMMUG00000031913	0	0	0	1.06071	0	1.05358	0	0	0	0	0	0	2.33315	1.15793	0	0	0	1.53895	2.59275	2.15003	0	0	0	1.33782	0	0	0	4.83508	0	1.10963	3.96032	1.05082
ENSMMUG00000009539	21.01	0	130.01	53.01	0	0	192.01	75.01	489.01	17.01	113.01	237.01	49.01	105.01	15.01	7.01	97.0498	0	6.01	4.01	114.141	0	63.01	0	1.01	115.01	4.01	0	0	0	0	0
ENSMMUG00000013159	1.01	0	57.01	0	0	0	0	0	0	7.01	0	0	0	0	0	159.415	0	0	0	67.01	0	0	0	0	22.01	0	36.01	0	0	0	0	0
ENSMMUG00000029432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030818	0	0	0	1.21544	0	0	0	0	0	1.23864	0	0	7.73672	0	0	0	2.19979	1.86013	0	0	3.80833	0	0	1.17416	1.42239	0	0	0	0	0	0	0
ENSMMUG00000010709	0	0	4.01	0	0	0	0	0	38.01	3.01	0	0	0	0	0	22.01	3.01	0	0	0	0	30.01	33.01	58.01	0	155.01	25.01	0	0	43.01	0	8.01
ENSMMUG00000009317	104.01	404.747	21.01	292.01	183.255	356.997	172.01	372.555	161.584	67.4539	424.192	510.149	428.741	286.814	210.435	78.5025	48.81	821.735	936.411	239.632	265.01	871.57	293.01	18.5088	926.606	44.01	312.362	355.01	544.101	444.01	91.8144	88.01
ENSMMUG00000007727	12.01	22.01	99.01	79.01	0	11.01	0	19.01	0	6.01	12.01	0	14.01	63.01	25.01	0	0	0	66.01	0	0	58.01	0	95.01	93.01	0	47.01	23.01	0	144.01	0	14.01
ENSMMUG00000008407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000019390	0	0	0	0	0	0	0	39.01	0	22.01	0	0	0	0	0	0	0	0	61.01	5.01	0	0	4.01	0	0	0	27.01	0	0	13.01	0	0
ENSMMUG00000029990	1.08502	3.73926	17.969	1.04103	0	1.37154	0	12.9305	3.27316	4.26805	8.7655	13.0826	7.82848	4.50941	8.85949	16.2539	6.83259	9.94339	12.9838	16.0411	4.14529	27.1844	2.57715	0	11.4981	1.07622	21.1409	7.10021	26.3427	10.8275	8.69357	0
ENSMMUG00000000401	23.01	0	129.01	0	0	0	0	47.01	0	5.01	103.01	0	1.01	0	0	0	0	0	0	22.5725	0	0	22.01	0	40.01	0	111.01	0	0	94.01	0	0
ENSMMUG00000030357	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016745	0	0	0	2.01	0	0	0	1.01	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007683	62.01	45.01	180.01	158.02	148.062	224.01	208.01	139.01	0	208.02	186.02	36.01	78.01	194.041	42.01	122.01	4.01	191.01	190.01	107.01	9.02146	108.01	406.107	163.01	73.0408	1.01	148.01	159.01	47.01	189.01	55.01	40.01
ENSMMUG00000009472	22.02	0	0	27.01	1.01	0	0	0	0	1.01	1.01	0	0	0	0	0	0	0	0	0	0	0	10.02	0	0	0	0	0	0	0	0	0
ENSMMUG00000008340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020527	0	37.01	91.01	0	0	0	0	4.01	0	0	0	0	9.01	0	0	0	7.01	0	10.01	0	0	0	0	0	0	53.01	48.01	0	0	0	0	0
ENSMMUG00000014892	19.01	0	36.01	0	1.01	12.01	63.01	80.01	0	21.01	152.032	118.01	104.01	0	0	87.01	17.01	72.01	112.01	101.01	0	197.01	124.644	116.051	43.01	0	92.0402	1.01	38.01	37.01	20.02	31.01
ENSMMUG00000020005	19.01	93.357	0	81.8931	0	44.2444	2.1514	0	3.01374	0	0	0	0	0	31.2061	0	2.01	0	0	0	1.27559	0	72.5307	0	0	0	72.0872	0	1.01116	0	0	10.01
ENSMMUG00000030802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0135	0	0	0	0	0	0	0	0	18.01	0	0	0	2.01
ENSMMUG00000004466	3.01	0	0	1.01102	0	0	0	0	0	7.01	54.01	2.01	0	27.02	0	0	0	0	18.02	28.0235	0	0	1.01043	17.02	0	29.02	30.03	0	0	0	0	0
ENSMMUG00000000755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000037	0	2.01	133.462	26.2757	6.07237	4.01863	15.0174	44.3579	14.098	10.0769	0	50.8913	2.01278	7.02918	6.03593	45.6268	18.6414	9.01	1.01166	47.4479	22.9328	141.543	10.0295	2.01	127.432	3.01894	35.581	4.01162	110.11	1.02153	13.01	2.01
ENSMMUG00000004829	3.01	106.01	160.01	67.01	0	52.01	71.01	119.01	0	22.01	143.01	135.01	41.01	148.01	53.01	74.01	137.881	0	118.01	16.01	163.01	195.01	42.01	80.01	422.01	35.01	125.248	137.01	51.01	67.01	27.01	30.01
ENSMMUG00000031029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021040	0	0	1.01	1.01	0	0	0	0	0	0	1.01248	0	0	0	1.01	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030009	4.01	3.06463	18.986	4.49943	7.24361	5.21595	4.59577	10.4692	11.9482	0	0	2.88681	8.00735	2.43964	5.18232	6.909	5.06956	8.52996	0	0	15.1823	0	6.03271	0	8.31819	11.195	1.24872	3.5411	6.58982	0	4.04329	3.55329
ENSMMUG00000028771	19.02	106.972	105.882	254.495	11.01	44.9437	14.1742	400.928	3.16278	32.01	108.814	148.723	294.322	186.842	184.261	56.01	85.7076	275.01	281.003	379.015	57.2741	78.01	415.929	74.02	299.85	3.30805	194.636	399.792	181.239	170.888	113.999	55.01
ENSMMUG00000009615	47.01	338.01	56.01	139.01	0	506.581	53.01	373.87	0	99.01	210.01	296.243	431.01	386.01	119.01	178.01	140.321	465.01	274.01	330.542	519.333	93.0516	137.01	184.01	872.849	133.01	240.01	720.27	312.01	228.2	135.01	89.01
ENSMMUG00000005687	0	0	0	133.01	0	101.01	214.01	26.01	0	7.01	49.01	0	38.01	168.01	19.01	238.01	0	0	60.01	33.01	0	196.493	71.0214	97.01	149.01	48.01	47.01	0	0	0	16.01	0
ENSMMUG00000001858	48.9866	151.18	409.064	230.774	68.0768	403.126	88.4781	162.383	6.01	58.3089	201.546	183.643	65.3069	217.073	149.453	327.38	158.01	423.01	246.923	150.548	563.54	182.047	270.366	105.179	357.958	119.375	179.814	89.8285	289.785	371.143	89.7881	46.9675
ENSMMUG00000015264	0	0	0	0	0	0	0	6.01	0	7.01	0	7.01	7.01	0	0	0	39.01	28.01	0	0	0	0	11.01	0	36.01	0	16.01	0	0	0	0	13.01
ENSMMUG00000005010	83.01	401.02	240.02	112.02	0	652.909	75.01	222.686	3.01	74.01	236.809	105.099	402.02	506.106	180.02	174.01	43.01	225.02	392.02	104.02	259.008	314.02	228.629	68.01	140.01	0	338.893	415.869	321.02	155.01	88.01	103.02
ENSMMUG00000004196	0	0	0	0	0	0	0	0	51.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.01	0	0	0	0	0
ENSMMUG00000017437	0	0	0	0	45.9658	0	0	0	0	0	0	0	10.01	0	7.01	0	0	4.01	0	18.01	0	0	31.01	0	0	1.01	1.01	0	0	0	0	0
ENSMMUG00000003432	81.01	184.01	255.01	430.01	56.01	348.01	89.01	164.01	0	55.01	294.01	0	277.01	606.01	120.01	368.01	2.01	686.01	521.01	180.01	1.01	288.01	253.01	200.01	402.01	18.01	185.01	319.01	104.01	400.004	110.01	53.01
ENSMMUG00000007756	18.5832	8.34288	0	1.01	0	6.26355	10.6886	29.1561	0	19.01	10.6967	6.25768	3.14787	5.67128	3.2235	74.5033	0	3.39394	55.4891	3.07687	6.06897	5.01	2.22995	11.0615	11.01	0	91.2546	11.5922	3.2388	28.7289	0	2.01
ENSMMUG00000003504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018886	1.01	0	1.06931	0	1.01	6.2861	0	0	0	0	1.33275	0	1.0184	1.02705	0	1.04033	0	0	2.63131	2.10024	0	5.83218	0	1.01	0	0	0	4.04607	1.05307	1.03226	1.2806	1.01
ENSMMUG00000003437	0	20.7306	10.8523	43.4633	26.9066	12.5081	8.08462	28.5785	11.8938	9.68495	10.8907	53.2106	18.6232	12.0986	6.17576	5.65267	37.498	21.6512	14.3745	14.5849	6.70578	27.1173	6.51612	0	30.3664	20.6572	10.2003	58.7074	12.3635	13.7921	4.83047	7.01
ENSMMUG00000005597	0	0	33.01	0	5.01	0	31.01	0	0	1.01	2.01	19.01	1.01	1.01	6.01	3.01	17.01	6.01	1.01	9.01	10.01	4.01	1.01	0	13.6509	0	0	5.01	0	0	0	3.01
ENSMMUG00000018843	26.01	77.01	50.01	116.01	9.01	103.01	81.01	52.01	0	14.01	63.01	0	54.01	65.01	19.01	26.01	6.01	39.01	111.01	49.01	90.0769	170.139	192.01	0	277.323	15.01	56.01	108.01	52.01	18.01	25.01	21.01
ENSMMUG00000017890	0	0	0	0	0	0	43.01	0	0	14.01	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0
ENSMMUG00000004740	37.01	68.01	189.01	95.01	0	34.01	59.01	110.01	0	44.02	182.01	236.469	21.2629	92.01	88.01	97.01	0	0	398.988	75.01	1.01	101.01	156.01	0	266.01	52.01	156.01	24.0338	244.64	246.01	23.01	28.01
ENSMMUG00000000612	97.01	353.578	314.01	116.01	0	199.01	668.01	330.409	2.01	104.01	338.01	13.01	100.01	472.995	45.01	240.01	4.01	571.927	666.543	404.01	1.01	215.01	357.01	194.01	100.098	50.01	662.174	242.229	373.01	674.623	222.01	78.01
ENSMMUG00000019056	0	25.01	12.01	0	8.02	0	21.01	8.01175	0	8.01	38.02	0	19.01	18.02	11.01	2.01	5.01	4.01	117.01	0	6.01	0	61.0315	0	70.02	0	56.01	0	78.02	0	5.01	0
ENSMMUG00000004401	0	9.32647	7.40357	0	0	15.8106	16.4018	4.62949	0	2.01	10.2096	0	15.2159	11.1957	7.46668	0	9.52083	11.5583	1.04436	2.27384	18.0737	0	38.5001	5.02897	8.70334	1.01	6.08833	13.5927	3.21129	2.06552	6.01	9.14797
ENSMMUG00000030852	2.59281	2.15983	7.98474	6.14651	19.5252	3.36918	12.1644	12.9685	4.19453	3.02171	2.54639	35.4883	9.21905	13.8388	1.0817	3.35391	2.31084	14.4859	24.9843	11.6439	21.9521	17.77	15.1631	2.93432	8.01487	27.2689	8.43165	15.5999	17.6718	3.80639	1.2443	0
ENSMMUG00000013788	1.01102	3.16402	3.02425	1.08174	16.0654	2.01648	0	4.61696	11.5218	1.01135	2.02228	19.1114	1.01464	4.21446	6.93811	4.0397	31.8689	8.56062	21.2294	0	6.04876	9.92408	2.21692	4.02051	13.976	6.14555	5.10331	24.8547	0	10.3983	0	2.01447
ENSMMUG00000018083	18.01	55.01	200.01	50.01	0	137.01	86.01	203.171	0	54.01	161.192	197.026	136.106	110.057	8.01	65.01	0	126.01	635.392	62.01	0	274.11	282.01	11.01	102.018	1.01	300.061	229.033	137.01	133.075	37.01	18.01
ENSMMUG00000000637	0	0	1.01018	0	0	0	1.0101	1.01	0	0	0	3.01	0	1.01184	0	1.01	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003840	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01069	0	23.01	0	0	0	0	0	0	0	0	0	0	0	17.0148	0	0	0	0
