gene	21373_7_6	21373_7_10	21373_7_33	21373_7_35	21373_7_41	21373_7_52	21373_7_56	21373_7_58	21373_7_62	21373_7_75	21373_7_79	21373_7_112	21373_7_135	21373_7_148	21373_7_162	21373_7_173	21373_7_185	21373_7_212	21373_7_214	21373_7_235	21373_7_244	21373_7_258	21373_7_269	21373_7_273	21373_7_281	21373_7_287	21373_7_338	21373_7_352	21373_7_375
ENSMMUG00000018786	0	0	0	0	0	2.01	0	17.3916	0	0	49.01	49.01	0	0	0	0	0	53.01	12.01	81.01	0	0	0	50.01	0	0	0	0	0
ENSMMUG00000002405	40.01	2.01	141.01	73.01	37.01	90.01	424.631	223.927	100.01	263.01	402.01	253.445	131.01	78.01	202.01	0	135.215	69.01	70.01	262.333	1.01	72.01	221.01	704.56	681.363	0	15.01	417.414	27.1054
ENSMMUG00000020157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021173	17.01	0	83.02	0	0	0	0	3.01	0	0	0	167.02	0	0	39.01	0	4.01	0	14.01	0	0	21.01	281.02	113.02	0	0	0	27.01	0
ENSMMUG00000012465	2.01	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	3.01	0	0
ENSMMUG00000012580	0	3.01749	15.6963	19.01	13.5844	25.4112	5.88397	9.52961	1.06548	2.3859	91.3468	5.01	3.34406	4.04403	4.51882	10.0831	76.5354	5.69676	1.01	14.9265	0	29.1366	15.2862	3.45896	29.4502	46.0456	9.30792	122.938	6.05664
ENSMMUG00000003962	44.01	0	134.01	0	19.01	10.01	522.01	394.01	57.01	128.01	678.715	348.01	55.0181	0	277.01	0	50.01	270.01	65.01	302.821	1.01	70.01	80.01	394.141	0	0	265.01	199.01	6.01
ENSMMUG00000006305	3.01	0	0	0	0	1.01	0	19.01	0	0	32.01	144.01	0	0	4.01	0	0	23.02	0	0	0	0	0	66.01	0	0	18.01	139.01	0
ENSMMUG00000022114	0	10.01	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028839	2.37615	0	3.16379	0	2.81879	9.00424	5.0229	2.02756	5.01579	0	0	4.1372	0	13.2537	4.01	2.08113	4.26366	0	0	1.04998	0	13.7078	3.19693	4.25928	11.3672	35.5316	1.05885	1.04621	0
ENSMMUG00000023572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011573	3.01	0	3.01	5.01	0	4.01	0	0	0	37.01	22.02	1.01019	4.01	0	70.01	99.01	123.02	0	19.02	0	0	4.01	0	0	0	0	0	0	201.019
ENSMMUG00000011724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004139	0	0	0	0	2.01	1.01	0	0	0	0	0	0	0	0	0	0	21.01	0	0	0	0	0	0	11.01	0	0	0	0	0
ENSMMUG00000000731	0	166.01	0	144.01	0	63.01	0	0	0	0	80.01	0	0	0	144.01	0	0	0	34.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016762	34.01	0	3.01	62.01	49.0403	9.01	201.01	0	24.01	0	246.136	0	8.01	0	13.01	0	1.01	32.01	16.01	0	0	18.01	0	144.213	0	0	31.01	122.105	1.01
ENSMMUG00000003441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018353	0	0	0	0	0	0	11.1367	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	63.01	0	0
ENSMMUG00000006818	11.01	6.01	30.0923	0	9.06369	6.01	54.6762	59.8687	50.01	0	60.5123	98.6052	103.021	7.90956	61.2122	12.01	0	32.01	15.84	44.7443	0	87.3363	187.734	33.3737	0	0	31.8611	128.907	31.9719
ENSMMUG00000007295	6.01	0	67.01	0	0	2.01	46.01	20.01	0	23.01	34.1902	16.01	0	46.01	8.01	9.01	0	36.01	6.01	0	0	163.039	5.01	2.01	0	0	104.01	148.01	0
ENSMMUG00000032144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003717	8.01	0	1.01	0	0	8.01667	526.01	1.01	0	170.01	116.978	57.01	13.0155	61.01	80.9831	0	0	0	21.01	2.01	0	0	0	1.01	0	0	41.01	1.01	1.01
ENSMMUG00000007965	0	0	0	0	0	16.0823	0	1.01	0	0	0	1.01	0	0	1.01	0	0	2.01	0	0	0	0	0	1.01	0	0	0	1.01	1.01
ENSMMUG00000010124	39.02	0	129.327	24.01	53.3552	6.02	107.287	144.01	86.02	16.7068	92.01	138.01	5.01	0	163.01	80.01	94.01	233.01	80.01	107.01	0	211.01	43.352	186.01	0	0	21.01	60.01	3.01
ENSMMUG00000009189	37.01	0	5.01	13.01	22.01	4.01	217.01	244.01	58.5635	0	369.066	381.02	0	0	108.01	0	0	31.01	22.01	115.01	0	0	105.171	315.01	0	0	79.01	0	49.02
ENSMMUG00000012071	1.01	0	20.01	0	0	0	8.01	11.01	21.01	0	19.01	0	0	0	66.01	0	0	0	0	22.01	0	0	0	13.01	0	0	0	19.01	0
ENSMMUG00000022519	1.01	0	22.03	0	0	3.01	84.03	7.01	0	0	0	27.03	0	0	0	0	0	0	11.03	0	0	0	0	0	0	0	43.03	0	0
ENSMMUG00000019569	23.01	0	49.01	9.01	17.01	41.01	359.01	122.01	0	207.01	97.4097	165.931	62.01	0	133.01	44.01	0	114.01	27.01	46.01	147.01	14.01	109.01	126.01	0	0	118.01	0	0
ENSMMUG00000030397	4.13822	2.45423	0	7.12092	0	4.64398	0	6.33472	25.325	6.30548	0	2.055	3.12603	1.75321	1.04209	0	1.05172	11.0956	0	0	0	5.42328	4.43029	0	3.81096	12.2916	0	6.61125	18.2766
ENSMMUG00000010008	11.01	85.01	101.138	111.01	30.01	29.01	678.411	125.01	49.0378	2.01	326.292	422.01	153.01	0	207.508	0	170.145	164.01	127.285	158.01	0	48.01	198.01	396.211	0	73.1689	172.01	123.01	257.383
ENSMMUG00000028847	0	0	0	1.04664	0	0	0	0	0	0	1.53689	0	0	5.05526	1.01	24.2297	10.4352	0	0	0	0	0	0	0	0	1.37827	0	0	1.04843
ENSMMUG00000012869	0	0	0	0	3.01	0	0	0	0	0	3.01	38.0059	0	0	5.01	0	0	0	0	0	0	0	0	32.01	0	0	0	0	0
ENSMMUG00000005602	9.02	0	30.01	0	37.02	5.01	0	150.02	0	2.01	5.01	155.02	2.01	0	141.02	4.01	0	0	15.01	121.01	0	0	0	0	0	0	29.01	169.01	152.109
ENSMMUG00000030545	0	7.28837	0	1.95571	3.01	4.01	1.11059	1.01	0	0	0	0	1.01	0	0	2.01	3.98119	1.01	1.01	2.01	0	1.01	0	0	0	0	8.99819	0	0
ENSMMUG00000005235	0	0	0	0	9.01	0	0	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029685	1.04012	0	1.16311	13.8295	1.015	1.06194	6.02323	6.93855	0	1.02146	5.90835	7.08146	2.15336	1.05346	1.01	4.19252	7.22795	1.02281	1.01	1.01	0	1.33691	3.0565	3.07637	1.0995	4.44342	0	5.6192	1.07503
ENSMMUG00000011405	12.195	19.01	29.01	59.01	66.01	14.01	9.01	43.01	88.4833	76.01	76.01	165.611	14.01	35.01	104.094	241.812	129.01	0	59.01	91.0589	271.01	79.0282	0	169.754	0	41.01	80.1512	8.01	11.01
ENSMMUG00000023681	0	0	27.01	0	28.01	0	0	4.01	17.01	0	34.01	47.01	3.01	0	0	0	0	40.01	17.01	0	0	0	0	5.01	0	0	0	0	0
ENSMMUG00000006353	273.367	307.234	898.302	190.03	536.929	234.508	1342.42	1539.96	690.377	238.093	1481.19	2276.66	153.883	330.426	1331.55	357.824	592.096	1423.42	488.721	1393.38	119.593	726.042	350.752	1779.73	475.941	112.737	847.758	767.081	600.341
ENSMMUG00000004243	1.01	0	0	0	9.01	2.01	3.01	31.01	0	22.01	18.01	8.01	2.01	0	0	0	0	0	0	0	0	0	0	13.01	0	0	17.01	0	65.01
ENSMMUG00000006596	5.01	0	27.01	0	0	8.01	179.01	221.02	18.01	0	16.01	178.01	0	25.01	0	145.04	0	88.02	9.01	0	0	19.01	0	120.03	0	0	0	132.01	0
ENSMMUG00000014433	31.02	0	209.02	10.01	147.02	59.02	394.264	315.02	231.442	0	130.02	109.047	121.824	4.01	263.02	32.01	13.02	471.771	125.02	248.791	2.01	198.02	256.083	370.113	15.0131	2.01	146.617	212.075	264.248
ENSMMUG00000032079	0	0	0	0	0	0	0	3.01	0	9.01	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003784	1.01	0	14.01	0	0	14.01	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	101.01	0
ENSMMUG00000003062	0	0	0	0	0	0	0	0	0	0	51.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.01	12.01	0
ENSMMUG00000017443	0	0	0	0	2.01	50.01	0	2.01	13.4279	0	50.02	52.02	0	0	5.02	119.02	0	0	5.01	0	0	79.02	8.01	0	0	0	0	0	0
ENSMMUG00000028714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0	0	0	0	0	0	0	0	0	43.01	0
ENSMMUG00000032167	0	0	2.01109	13.0313	0	2.44026	0	0	0	4.17481	0	2.5722	2.06006	0	0	10.5076	7.0133	0	1.01	2.01572	0	5.55865	0	1.08622	0	4.92398	1.83341	0	4.29843
ENSMMUG00000018384	1.01	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSMMUG00000006940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000135	0	0	0	0	18.01	0	23.01	0	0	0	0	28.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.01	0
ERCC-00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018326	7.03812	1.01015	110.056	8.18386	2.01068	34.2805	2.01009	66.3104	170.476	3.09479	26.0321	96.0497	37.0606	5.03692	24.4227	19.0267	53.1521	2.0124	26.01	1.01119	1.01	4.10659	0	65.5828	7.77109	4.06921	14.0176	1.02294	2.01605
ENSMMUG00000000781	0	0	37.01	0	39.01	2.01	0	0	0	0	0	0	2.01	0	30.01	0	0	55.01	2.01	69.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000010353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017187	3014.01	2946	14568.7	2738.86	4391.88	2515.93	7922.92	5536.91	7169.5	3460.68	6917.96	4649.59	10180.5	1607.81	3384.91	5621.94	5154.26	8133.88	1660	7665.85	4527.57	8452.59	16915.8	16526.6	2412.13	5022.9	4136.99	6584.13	15457.9
ENSMMUG00000019418	0	0	0	0	0	0	0	0	0	0	0	32.02	0	0	1.01	0	0	0	0	0	0	0	0	0	0	1.01	1.01	0	0
ENSMMUG00000021483	10.02	10.01	0	0	0	14.03	0	0	0	0	0	37.02	1.37783	0	0	0	179.02	0	4.02	0	0	0	100.02	0	0	0	0	82.02	0
ENSMMUG00000008422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003738	67.876	33.8462	313.014	178.74	138.421	97.071	445.855	454.272	160.999	126.992	581.281	606.52	327.044	47.9619	237.987	226.507	185.027	441.573	150.062	549.429	17.396	293.131	503.012	512.663	53.1004	125.305	144.856	867.023	303.865
ENSMMUG00000018529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007688	1.08011	0	0	1.0219	9.01	2.01031	36.3666	2.04501	0	2.02466	0	3.40435	1.01	0	0	2.01549	0	0	0	0	0	1.01	0	2.02328	0	0	7.08254	0	32.3848
ENSMMUG00000020751	4.01	0	2.01	32.01	1.01	5.02	2.01	13.5432	95.01	0	125.02	0	0	49.01	1.01	0	0	0	15.02	1.01	0	0	82.7919	166.02	0	0	18.02	235.02	0
ENSMMUG00000007539	1.01	0	0	82.01	0	1.01	157.01	44.01	35.01	0	81.01	159.01	0	0	76.01	17.01	0	34.01	43.01	12.01	1.01	30.3384	0	59.01	0	0	31.01	0	0
ENSMMUG00000018438	7.01	0	7.01	0	10.01	5.01	40.01	43.01	0	0	58.01	0	0	79.01	40.01	0	0	2.01	6.01	0	0	73.02	0	54.02	0	0	0	0	0
ENSMMUG00000022351	16.02	0	0	0	6.01	1.01	27.01	21.02	0	0	92.02	93.02	0	53.9049	53.01	0	0	12.01	8.01	38.02	0	18.01	0	23.02	0	0	21.01	0	6.01
ENSMMUG00000029862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015798	14.01	0	0	0	0	4.01	33.01	17.01	0	0	8.01	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.01	69.01	0
ENSMMUG00000003281	4.01	0	14.5318	15.0185	1.01	7.01	6.39807	4.06031	96.02	11.01	4.02445	3.01	33.01	26.0226	1.01878	7.01531	1.01	13.01	2.03672	0	2.01	0	0	56.02	14.1273	23.0481	2.01075	18.394	5.06683
ENSMMUG00000020725	14.01	0	50.01	15.01	0	13.01	32.01	1.01	74.01	0	74.01	0	0	0	111.01	250.019	190.01	11.01	14.01	33.02	0	0	0	103.02	0	0	0	1.01	6.01
ENSMMUG00000014544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0
ENSMMUG00000008858	35.01	0	0	1.01	0	0	0	277.01	0	0	0	0	0	0	0	0	806.468	0	0	0	0	0	0	0	915.477	0	0	0	0
ENSMMUG00000020427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022447	0	0	0	23.7041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016264	0	0	0	0	0	0	0	3.01	0	0	25.4559	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	16.01	0	0
ENSMMUG00000021708	1.1759	0	3.13811	6.55853	0	8.32624	0	1.04771	3.09572	5.81924	5.1714	10.1554	2.0495	2.03318	2.08438	1.01069	4.05337	1.30836	0	1.01093	1.03121	5.08517	1.06848	1.10761	0	27.9179	3.01	4.16697	1.0127
ENSMMUG00000030640	0	0	0	0	0	0	0	0	0	0	1.06602	0	0	0	0	0	0	0	0	0.525778	0	0	0	0	0	0	0	0	1.34625
ENSMMUG00000004529	0	0	1.01	0	0	0	0	0	1.01	0	7.67663	0	0	0	0	0	0	0	0	0	0	0	0	2.02327	0	8.01	0	0	0
ENSMMUG00000012889	0	0	115.01	0	0	8.01	101.01	117.01	0	0	142.01	133.01	0	0	77.01	0	0	52.01	47.01	59.01	0	0	0	268.01	0	0	54.01	52.01	0
ENSMMUG00000008839	14.02	0	151.02	22.01	37.01	14.01	229.02	178.02	0	0	117.02	220.02	193.02	18.02	130.01	75.02	19.01	204.02	49.01	14.01	2.01	0	76.1327	71.01	97.2622	0	103.02	510.212	217.02
ENSMMUG00000022553	0	0	0	0	0	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017125	2.01	0	0	0	0	6.01	137.01	0	0	0	0	0	1.01	20.01	14.01	0	112.01	0	0	42.01	0	0	0	29.01	0	0	5.01	1.01	0
ENSMMUG00000032235	8.74973	0	3.4367	10.1499	0	8.60834	11.2059	3.60317	10.6253	76.6149	15.0995	4.6686	5.84942	9.37603	14.9495	21.3301	30.4506	1.10453	1.10426	22.4081	10.0172	23.466	0	23.2118	26.3247	9.95814	1.21935	21.1587	6.63974
ENSMMUG00000015688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019678	0	0	0	0	0	0	13.01	12.02	0	0	55.02	1.01	11.01	0	22.02	65.01	72.1274	0	18.02	49.0467	0	0	0	9.01	0	0	3.01	0	0
ENSMMUG00000006165	1.01	0	95.02	0	0	4.02	7.01	0	63.1682	0	0	7.01	0	0	37.02	3.01	0	29.02	10.01	0	0	127.02	0	59.01	0	0	18.03	102.02	237.02
ENSMMUG00000018115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002131	145.909	110.01	394.418	99.9917	108.01	37.02	677.118	150.558	531.303	156.02	705.564	964.486	562.949	192.683	512.02	58.01	299.02	187.864	207.02	269.02	0	456.02	1.01	268.884	591.016	0	353.02	326.161	1.01
ENSMMUG00000022101	24.02	72.03	31.01	0	24.01	19.03	112.01	174.02	1.01	122.02	182.01	412.02	238.581	48.01	188.019	13.2259	98.2174	142.02	40.01	514.315	305.779	84.01	0	108.02	59.0538	298.286	42.01	339.03	41.01
ENSMMUG00000010948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029346	29.1182	305.517	16.5179	105.443	125.876	85.1474	58.3426	10.7914	53.0389	22.0117	6.01552	75.2382	42.0913	198.372	3.73934	13.8224	45.8159	29.3171	13.6642	365.002	3.68918	81.4365	115.42	248.498	258.913	5.39258	3.29915	29.4375	297.893
ENSMMUG00000029496	1.01	0	1.16708	0	0	0	0	0	5.06301	0	1.01	0	0	3.01	2.01	0	10.01	1.02433	0	0	1.01	18.7959	1.01	2.01	0	2.02801	0	2.01	0
ENSMMUG00000016752	1.01	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	5.01	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000030704	11.01	0	46.01	0	29.01	2.01	90.01	36.01	0	0	147.01	14.1553	17.01	0	5.01	0	0	21.01	22.01	0	0	0	0	91.6261	0	0	13.01	0	1.01
ENSMMUG00000001350	1.01	0	5.01	0	18.01	19.01	117.01	0	0	0	0	22.01	0	0	0	0	0	17.01	0	0	0	21.01	0	0	0	0	0	0	0
ENSMMUG00000003624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023791	11.01	0	87.01	106.01	33.1299	31.01	113.046	134.01	197.393	0	191.02	60.01	137.01	7.01204	52.01	0	0	47.01	55.01	0	48.01	75.0678	0	198.01	29.01	17.0143	18.01	191.01	49.0246
ENSMMUG00000030724	45.5292	33.7087	49.2263	75.1163	97.8981	146.677	117.421	75.9531	361.065	190.74	70.0368	87.1125	219.62	159.685	44.9996	51.2177	208.5	79.2251	32.2736	63.9351	39.7213	187.173	214.638	88.5071	332.068	101.879	58.1301	302.729	203.172
ENSMMUG00000029058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016922	0	0	4.01	0	0	2.01	0	33.01	0	0	57.01	0	0	0	10.01	0	0	45.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022074	20.01	0	80.01	1.01	0	10.01	108.01	329.01	0	0	100.01	217.01	0	0	34.01	0	0	195.01	55.01	0	35.01	0	88.01	498.16	0	0	296.01	54.01	32.01
ENSMMUG00000004351	8.01	0	0	15.9912	4.01	1.01	56.01	27.01	0	0	36.01	68.01	8.01	0	57.01	2.01	0	41.01	11.01	86.01	0	0	123.01	108.01	0	0	29.01	4.01	41.422
ENSMMUG00000007598	6.01	0	2.01	42.01	13.3484	21.8678	4.01633	3.01	86.0517	3.01	3.01	0	0	1.01	21.01	33.01	7.01	0	2.01	35.01	34.01	134.956	0	54.6163	13.0157	5.22271	1.01	56.9033	0
ENSMMUG00000006512	25.01	0	0	66.01	0	46.02	30.01	40.01	129.01	2.01	96.01	37.01	0	161.243	0	171.01	0	27.01	0	0	0	182.02	0	201.03	0	18.01	0	0	16.01
ENSMMUG00000002451	0	4.01	62.01	0	14.02	13.01	0	0	0	0	0	0	0	0	0	140.01	0	0	0	0	0	0	0	48.02	0	0	0	82.01	0
ENSMMUG00000009066	0	1.06818	2.19474	0	0	0	1.07825	0	0	0	2.21969	0	1.07113	1.0778	0	0	0	0	0	2.19186	0	0	1.10497	4.48748	1.08169	0	1.07745	0	12.9221
ENSMMUG00000004688	0	0	0	0	0	1.01	50.01	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	1.01	85.01	0	0	0	42.7482	1.01	8.01
ENSMMUG00000017223	3.01	41.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	27.01	0
ENSMMUG00000012965	3.01	1.01	0	0	0	2.01	0	5.01	0	24.01	27.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006494	23.01	0	8.01	71.01	23.01	2.01	69.01	76.01	0	62.01	195.01	250.01	9.01	53.01	48.1004	0	0	49.01	26.01	175.204	0	2.01	0	66.01	0	0	0	0	0
ENSMMUG00000028699	8886	6084.58	7774.74	11747.2	5309.14	11717.1	8337.92	5387.49	13280.8	10985.1	7473.66	5950.11	22326.6	16147.4	5117.35	17479.5	21592	6948.97	1397.92	11474.7	20350.5	21179	21782.7	10198.2	27772.6	21214.1	3058.01	19792.4	21908.8
ENSMMUG00000030093	6.84379	5.31954	27.7837	31.2736	46.0743	42.1839	16.5883	28.8407	67.7236	31.8265	30.1681	53.3286	57.2778	40.5739	14.9414	44.5027	56.7241	17.8991	9.20493	42.5639	21.0341	104.998	85.1614	63.8336	150.172	46.6426	4.6911	112.33	59.8017
ENSMMUG00000029271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032072	50.01	23.01	0	145.01	0	342.01	0	39.01	83.0692	68.01	28.01	1.01	183.01	1.01	15.01	606.506	400.174	1.01	0	78.01	24.01	42.0475	232.081	69.2303	615.478	118.01	65.01	26.01	10.01
ENSMMUG00000029662	30.01	0	0	0	0	68.01	98.01	58.01	0	0	78.01	0	30.01	0	60.01	0	0	19.01	0	0	0	0	0	100.01	0	0	1.01	0	0
ENSMMUG00000004291	3.01456	0	1.01	0	0	2.01	83.01	27.01	0	0	36.01	54.01	0	0	22.01	0	0	0	0	0	0	0	0	33.01	0	0	0	0	0
ENSMMUG00000006699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.01	0	0	0	0	0
ENSMMUG00000031710	0	0	8.77915	0	2.16488	0	10.0455	3.17289	6.39507	0	4.23201	4.21903	5.26064	1.05913	7.34079	2.16046	2.1399	7.54275	1.04493	18.4216	2.18742	4.25597	8.00955	7.51277	5.36665	4.29116	5.34924	9.73508	9.76317
ENSMMUG00000029205	4.63237	5.5392	7.65599	22.5573	17.4212	24.5926	25.0289	0	30.206	16.3759	17.3263	11.4249	36.262	1.90044	11.6454	12.7965	34.6275	6.02903	4.06828	27.6452	23.8378	28.5374	18.5261	21.3694	35.7027	24.6542	7.81211	35.3711	11.7999
ENSMMUG00000000346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031391	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030485	32.01	0	32.01	224.01	52.01	97.01	420.494	179.577	114.113	412.01	191.01	588.057	22.01	431.013	202.01	95.01	70.01	31.01	49.2114	228.707	109.01	172.066	43.01	216.11	145.044	1099.72	124.01	113.01	38.01
ENSMMUG00000015547	3.01	0	0	47.01	0	0	4.01	0	30.0187	1.01	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015061	0	67.5366	0	0	0	0	0	0	4.73107	3.01	0	0	63.002	0	0	58.6337	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009084	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032474	0	0	0	0	0	1.11	1.10423	4.66249	0	0	10.3254	17.3019	0	0	8.91836	0	0	0	3.48065	2.24892	0	0	0	21.8784	5.47074	1.01	5.62397	0	0
ENSMMUG00000030633	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	1.01404	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032255	4.71757	0	9.80431	33.0345	3.13032	3.34219	0	0	7.48082	73.6064	0	2.97859	35.3066	18.0301	2.78479	0	3.6076	2.08508	0	0	1.15217	9.18941	2.17505	0	9.62556	0	0	0	2.14188
ENSMMUG00000029989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012786	0	0	0	4.01	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	56.01	0	0	0	222.01	111.01	0	0	0	0	0
ENSMMUG00000012340	3.01	0	0	13.01	18.01	10.01	95.0311	81.02	360.01	0	71.01	151.01	0	0	10.01	0	0	0	0	131.01	0	0	0	0	0	0	20.01	120.02	0
ENSMMUG00000018043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000588	2.01	0	0	26.01	0	3.01	0	34.01	0	0	0	0	37.01	0	0	0	1.01	0	0	137.01	0	1.01	0	0	0	138.01	0	0	0
ENSMMUG00000014808	25.01	0	114.01	1086.25	255.01	385.01	24.02	144.01	353.01	237.929	0	21.01	17.01	522.4	78.02	302.02	1021.02	31.01	41.02	179.01	280.01	136.615	150.01	62.02	1624.21	469.02	13.01	91.01	36.01
ENSMMUG00000008966	17.0361	0	37.0806	55.0705	20.0277	4.07947	4.01199	59.5722	3.01212	150.049	80.0622	68.4717	7.43095	15.1821	18.9142	23.0405	59.0453	2.01134	12.01	0	0	6.01029	1.01268	127.02	2.01112	88.0336	30.8795	79.2332	17.6062
ENSMMUG00000031362	9.28115	3.21741	7.04732	27.2721	15.9689	10.4996	1.15708	0	21.7579	32.0762	7.3087	11.3455	22.9149	117.558	2.11123	5.79601	42.3847	21.4945	0	5.37494	0	22.4508	8.45368	26.0836	15.4322	17.881	4.64874	58.1417	15.5513
