gene	21373_7_6	21373_7_10	21373_7_33	21373_7_35	21373_7_41	21373_7_52	21373_7_56	21373_7_58	21373_7_62	21373_7_75	21373_7_79	21373_7_112	21373_7_135	21373_7_148	21373_7_162	21373_7_173	21373_7_185	21373_7_212	21373_7_214	21373_7_235	21373_7_244	21373_7_258	21373_7_269	21373_7_273	21373_7_281	21373_7_287	21373_7_338	21373_7_352	21373_7_375
ENSMMUG00000015760	2.01	0	0	1.01	1.06334	13.327	1.03734	4.23907	11.2234	3.07636	2.01	0	3.39938	6.18216	0	15.01	1.12142	6.48394	0	6.01	24.7229	2.40932	3.03016	6.09052	73.3651	1.01	0	22.1338	9.49654
ENSMMUG00000003191	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.02	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005027	0	0	0	0	0	7.01	0	28.01	0	0	0	0	0	0	0	0	0	40.01	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003111	114.01	1.01	150.01	90.0844	121.01	88.01	566.01	504.494	0	14.01	203.01	464.01	337.01	0	275.01	0	1.01	369.01	68.01	118.01	1.01	49.01	38.3018	632.176	0	2.01	303.01	22.01	30.0715
ENSMMUG00000001942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181.02	0	0	0	0	0	0
ENSMMUG00000015357	0	0	0	0	10.01	0	0	0	0	0	2.01	18.6634	0	0	3.01	0	0	0	7.01	0	0	0	0	1.04585	0	0	0	0	0
ENSMMUG00000029994	3.01	0	77.01	0	0	1.01111	97.01	43.01	0	0	0	2.01223	0	0	14.01	0	0	61.01	21.01	45.01	0	1.01	0	50.01	0	0	7.01	0	63.01
ERCC-00034	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	18.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022619	0	0	0	14.8735	13.4895	1.30475	1.04335	0	4.68478	0	19.555	0	0	0	6.74077	0	0	0	1.01	32.7822	0	0	0	5.01	0	0	7.01	10.4535	16.6085
ENSMMUG00000018256	527.952	2.01	1161.97	290.01	312.01	237.02	141.13	475.01	221.01	472.02	4318.42	438.559	331.085	904.753	286.01	726.935	118.063	14.01	864.01	415.105	1.01	1596.41	1.01	265.01	81.01	0	721.829	1360.37	23.01
ENSMMUG00000014868	7.01	31.01	67.01	52.01	36.01	5.01	38.01	105.01	0	0	31.01	48.0527	38.01	0	68.01	0	0	11.01	16.01	52.0832	0	161.01	0	194.704	61.01	0	49.01	156.626	3.01
ENSMMUG00000022546	0	15.01	1.01	0	0	0	0	16.01	0	249.356	0	0	0	76.01	0	0	0	0	0	0	0	0	0	0	0	137.01	0	4.01	21.01
ENSMMUG00000021371	0	0	3.01	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005476	1.02264	0	0	2.08056	0	1.03039	0	2.10802	0	1.01715	0	2.56743	5.17407	1.17577	0	3.11085	0	0	0	2.05048	0	4.34153	0	4.28575	0	0	0	0	3.01829
ENSMMUG00000000844	1.01	0	49.9196	25.01	8.01	3.01	3.01	0	0	0	28.01	23.01	80.01	0	45.02	1.01	0	30.8948	0	0	49.01	1.01	48.02	0	1.01	0	11.01	146.01	0
ENSMMUG00000013094	0	0	45.01	0	0	1.01	0	0	13.01	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022881	43.01	19.01	203.972	61.01	78.01	161.01	128.01	168.01	187.01	30.01	344.01	265.372	140.068	28.01	228.807	51.01	75.6521	306.56	52.01	366.624	51.01	305.888	104.192	264.971	19.01	372.01	59.01	303.984	144.01
ENSMMUG00000008277	7.01	0	99.02	33.01	32.01	6.01	75.01	99.01	0	0	205.01	200.382	3.01415	51.01	81.01	26.01	35.01	115.362	31.4377	155.384	0	99.01	0	210.01	0	0	75.01	140.01	50.01
ENSMMUG00000019315	1.19647	0	1.03326	24.4213	2.48771	4.47033	0	1.21585	0	2.11925	0	14.4604	0	12.8048	6.23535	0	3.69128	0	2.82132	0	2.8938	0	0	0	3.79751	6.83677	5.27711	14.083	5.50053
ENSMMUG00000022148	5.01	0	45.02	12.01	21.01	13.0402	187.01	147.01	0	0	118.01	42.02	8.01	99.1263	111.01	7.01	19.01	93.1566	34.01	132.01	0	0	0	155.088	0	33.01	59.01	0	12.2216
ENSMMUG00000023342	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.01	0	0	0	0	0	0	0	0
ENSMMUG00000014256	1298.01	423.01	2647.88	1622.01	701.994	1970.67	6464.62	3102.81	4741.37	543.01	5715.68	6286.93	1868.53	405.449	2092.49	621.01	1362.36	3042.43	1102.95	2512.67	248.303	370.977	4771.6	16417.2	1661.58	984.977	3342.99	5159.32	7018.7
ENSMMUG00000032438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021301	10.01	0	34.01	0	28.01	12.01	434.01	66.01	0	126.01	343.01	232.01	0	0	33.0346	119.01	0	4.01	20.01	294.01	1.01	0	0	94.01	60.9978	0	49.01	256.01	15.0274
ENSMMUG00000005470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011954	0	0	0	0	31.01	2.01	62.01	0	0	0	0	55.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001217	2.01	0	0	8.01	25.01	15.9123	0	3.51088	2.1116	11.01	23.01	29.01	0	1.04445	24.01	0	5.34394	0	1.01	15.01	7.16173	7.05782	25.1184	49.4331	63.7033	0	6.03245	2.14682	3.04016
ENSMMUG00000030807	0	0	5.37161	0	0	0	0	0	0	0	0	6.58539	0	0	0	0	0	0	0	0	0	2.57404	0	0	0	0	0	0	0
ENSMMUG00000022666	1.01	0	0	0	0	2.01	0	14.01	0	0	0	31.0618	79.01	0	0	0	35.01	29.01	3.01	0	70.01	0	0	0	0	0	0	66.01	0
ENSMMUG00000020009	0	0	0	0	0	0	0	34.01	0	0	0	3.01088	0	0	1.01	0	0	0	19.02	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014262	0	0	0	0	23.1329	0	26.1051	0	0	25.9825	0	0	0	0	0	0	0	0	0	0	0	41.7167	0	0	0	0	0	4.01	0
ENSMMUG00000008465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	2.01	0	0	0	0	0	0	0	0
ENSMMUG00000015219	0	0	0	0	0	0	0	63.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358.311	120.01	0	0	0	0	0
ENSMMUG00000004405	96.01	0	46.01	0	45.01	24.01	320.01	625.01	0	41.01	372.01	614.01	1.85797	0	305.01	88.01	0	94.01	210.01	126.01	48.01	1.01	0	396.01	110.01	128.01	144.01	208.01	6.01
ENSMMUG00000005214	7.01	0	13.0147	1.01	0	9.01	86.2283	28.0273	0	1.01	5.01	239.01	7.07417	0	217.003	0	32.01	195.112	49.01	0	0	0	28.01	137.136	0	0	34.0407	0	0
ENSMMUG00000019387	1.15604	0	0	0	0	3.62953	0	1.10125	0	0	0	0	12.1654	0	0	0	41.4209	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031119	0	21.1045	0	1.5367	6.28248	3.81361	0	1.43449	2.58264	24.653	32.9117	5.82815	26.8813	0	4.77494	6.88463	11.2449	0	0	2.44589	0	63.3264	3.28153	5.672	57.5359	32.5111	0	1.09445	49.0823
ENSMMUG00000000759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023029	60.02	0	173.02	95.1082	0	33.02	458.258	314.02	1.01	0	243.206	155.02	4.01	0	62.02	6.01644	257.019	331.021	45.02	412.02	188.01	0	11.01	242.02	0	0	252.02	24.01	50.01
ENSMMUG00000028781	0	0	0	0	0	0	1.01	0	3.07942	0	0	2.27086	0	0	0	0	0	0	0	0	7.01	0	0	27.01	0	0	3.01	10.2246	6.01717
ENSMMUG00000000617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015281	49.01	0	5.01	7.01	0	100.008	191.01	75.1718	114.743	212.282	55.01	82.01	7.01	0	70.01	64.01	23.2996	108.01	12.01	220.671	60.01	0	25.0366	62.01	0	0	108.01	5.01	12.01
ENSMMUG00000018420	9.01	0	0	2.01	0	4.01408	0	58.02	0	0	0	0	0	4.01	0	0	92.01	0	12.01	3.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000014522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009611	3.01	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.02	0	0	0	0	0
ENSMMUG00000012851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	1.01976	0	0	0	0	0	1.01089
ENSMMUG00000003232	0	0	1.01	0	0	1.01	59.01	39.01	127.01	0	0	0	0	0	0	50.01	0	40.01	0	0	0	0	0	7.01	0	0	0	0	0
ENSMMUG00000010507	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	1.01	0	19.0205	0	0	0	0	0	1.03624	1.01111	0	1.01	0	7.01	0
ENSMMUG00000000750	0	0	22.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003899	9.01	0	0	0	0	2.01	8.01	0	0	0	14.01	0	0	0	0	0	0	0	0	70.01	0	59.4835	0	0	0	0	0	130.482	0
ENSMMUG00000013679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021117	16.02	0	8.01	84.02	0	4.01	24.01	43.0244	16.01	0	152.02	69.02	0	0	8.01	9.01	146.02	121.01	0	66.01	27.01	150.019	84.01	0	0	0	24.01	0	133.02
ENSMMUG00000029132	0	0	5.87019	0	2.75943	0	0	0	0	0	0	0	3.44756	0	0	0	0	1.19276	0	0	0	0	1.06274	0	2.01925	2.21037	5.2543	0	2.35928
ENSMMUG00000006870	0	0	0	0	5.34073	0	0	0	0	0	0	0	9.07097	0	0	0	0	22.7464	0	0	0	0	0	0	0	0	0	0	48.3284
ENSMMUG00000005688	62.01	11.01	22.01	185.01	45.01	408.01	1.01	20.01	0	59.01	0	28.01	310.01	133.01	75.01	231.01	957.01	0	0	39.01	165.155	0	123.01	1.01	500.01	151.01	0	18.01	118.01
ENSMMUG00000018840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002273	1.01	0	99.1544	0	0	5.01	0	17.01	0	54.01	0	0	0	0	35.01	0	0	84.01	22.01	0	0	99.057	47.01	0	0	0	104.01	9.01	4.01
ENSMMUG00000020949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030672	1.97844	0	0	0	0	7.62166	0	1.07034	7.31884	0	1.01	3.20524	0	1.01	1.14397	0	1.27406	0	0	0	9.41543	14.1346	0	6.17714	5.41241	0	1.01	2.01978	1.09571
ENSMMUG00000010705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0
ENSMMUG00000030717	27.1502	10.2563	0	161.153	0	146.054	0	0	134.92	98.7818	56.0187	0	449.878	249.51	20.7806	0	91.5286	0	0	215.475	0	42.485	238.142	19.7284	245.566	340.254	13.2524	17.0172	93.4601
ENSMMUG00000003776	13.01	0	0	0	21.01	2.01	0	5.01	0	0	0	43.01	0	8.01	0	0	0	29.01	0	0	0	0	0	40.0621	0	0	26.01	6.01	0
ENSMMUG00000032262	1.78516	0	5.01	0	2.04526	15.1438	0	4.5396	32.3862	7.01	0	8.79992	29.9834	25.1966	4.74638	0	22.1838	5.81443	0	1.17881	11.8525	1.41039	0	0	0	1.17188	8.8995	9.69846	13.0965
ENSMMUG00000012007	0	0	0	0	0	5.01	0	8.01	0	0	0	173.01	0	0	14.01	0	0	0	32.01	0	0	0	0	0	0	0	12.01	11.01	0
ENSMMUG00000019282	0	0	0	0	0	0	0	0	1.01693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01364	0	0
ENSMMUG00000020747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016119	0	0	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0
ENSMMUG00000004354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001702	0	0	0	1.01	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029890	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	10.01	0	0	0	0	2.01	0	0	0	0	0	0	0
ENSMMUG00000008344	13.01	0	49.01	0	34.01	121.728	43.01	71.01	18.0351	0	20.01	133.07	38.01	18.01	40.01	0	3.01	52.01	16.01	128.346	0	57.01	0	32.01	0	4.01	33.01	86.062	29.01
ENSMMUG00000016728	0	0	1.01	0	0	0	0	12.01	0	0	22.01	0	0	0	3.01	0	0	0	0	0	0	0	0	14.2742	0	0	0	0	0
ENSMMUG00000004012	1.01	11.01	42.01	0	77.01	1.01	255.12	88.01	125.01	0	77.01	63.01	12.01	0	0	0	94.01	58.01	10.01	0	0	14.01	467.01	0	40.01	0	0	44.01	40.0372
ENSMMUG00000018941	5.01	0	0	0	4.09828	1.01	24.01	35.01	0	0	49.01	0	0	0	7.01	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007423	3.01	0	15.01	2.01	0	4.01	0	76.01	0	0	15.01	77.01	0	0	36.01	0	0	0	47.01	44.01	0	0	0	44.01	120.01	0	27.01	4.01	0
ENSMMUG00000021084	0	0	0	16.01	0	17.01	0	11.01	273.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010198	21.01	0	163.01	0	0	5.01	310.01	83.01	1.01	37.01	403.01	178.01	0	0	383.01	0	0	202.01	65.01	0	0	0	0	281.01	0	23.01	165.01	0	38.01
ENSMMUG00000031626	0	9.34097	5.01	107.01	5.01	9.07305	5.00512	3.22738	19.4047	13.7823	5.01	11.9656	15.7834	40.7801	4.32953	8.4627	0	2.08769	3.20653	5.76871	1.01	12.3861	9.01	2.38067	12.6415	0	7.56525	23.5062	17.5596
ENSMMUG00000000633	0	0	30.01	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005177	88.01	0	1.01	24.01	168.01	634.01	1.01	14.01	201.01	0	0	1.01	0	80.01	0	122.01	298.005	23.01	66.01	26.01	0	142.839	510.01	96.01	170.01	1767.01	27.01	0	451.01
ENSMMUG00000018550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000009475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015414	7.01	0	3.01	0	0	0	0	0	0	0	0	0	0	0	19.01	0	0	0	0	0	0	33.02	0	22.01	0	0	0	0	0
ENSMMUG00000005593	100.02	201.992	597.58	190.872	224.753	225.469	663.839	706.695	75.9311	22.01	705.993	705.266	261.788	159.47	457.284	238.641	182.709	509.02	208.01	911.836	59.01	481.954	241.02	745.997	172.442	87.02	432.971	502.523	462.486
ENSMMUG00000006558	4.01	0	0	0	87.01	58.01	0	22.01	218.01	2.01	42.01	192.01	0	1.01	70.01	31.01	0	0	33.01	114.01	1.01	81.01	168.27	190.096	0	0	24.01	0	11.01
ENSMMUG00000016059	10.01	0	102.902	5.01	36.01	13.01	119.01	167.01	354.96	0	132.01	38.01	50.01	0	82.0034	0	0	93.01	52.01	69.01	191.01	0	0	93.01	0	0	33.01	0	13.01
ENSMMUG00000022689	11.01	0	55.01	0	4.01	6.01	0	80.01	0	0	0	0	0	0	78.01	0	0	0	17.01	3.01	0	76.0354	0	118.01	108.01	0	26.01	355.01	0
ENSMMUG00000030006	3.77659	2.26001	11.4089	5.71162	9.18377	1.17704	8.29932	4.64459	14.0449	1.17744	9.33747	13.281	4.54444	2.60731	11.2103	8.90696	13.0539	4.32999	2.25071	2.29448	5.28488	7.93482	10.5965	13.8517	3.58397	3.44818	2.27716	15.8104	10.5417
ENSMMUG00000020448	0	0	0	0	0	1.01	9.01	4.01	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	32.01	0	0	0	0	0
ENSMMUG00000017438	2.01	0	0	0	3.01	5.01	37.4843	4.01	0	15.01	1.01	17.01	0	0	14.01	0	0	12.01	1.01	0	0	0	0	6.01	0	0	12.01	0	35.01
ENSMMUG00000015260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.0279	9.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005294	51.01	80.01	400.595	0	99.01	21.01	239.01	532.01	0	2.01	375.01	306.91	335.831	0	182.781	24.01	117.01	176.01	74.01	460.01	0	88.01	113.01	188.237	9.01	0	33.01	359.01	39.01
ENSMMUG00000031280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028775	0	1.95956	0	3.33804	0	13.1427	9.2117	10.5699	15.3729	0	1.38981	1.52147	9.75804	86.8137	1.09038	0	0	0	0	20.5958	0	6.57643	11.6043	8.40901	0	16.8555	0	18.6805	0
ENSMMUG00000005987	18.02	0	42.0661	13.01	0	5.01	18.01	0	0	0	0	3.01	58.02	0	65.0679	9.01	62.01	38.02	0	104.02	0	0	1.01	0	1.01	0	0	0	0
ENSMMUG00000014498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021601	3.01	0	29.01	0	0	14.01	0	41.01	0	42.01	30.01	0	0	0	65.01	0	0	0	8.01	0	0	0	0	20.01	0	0	8.01	0	6.01
ENSMMUG00000006997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0	0
ENSMMUG00000006348	9.03527	0	8.01	6.03967	0	2.01541	18.01	0	0	16.01	43.01	1.01122	0	0	6.0202	0	1.01003	0	10.0213	0	0	62.01	0	0	1.0112	0	8.01	81.01	26.01
ENSMMUG00000011175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002103	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.259	0	0	0	0	60.01
ENSMMUG00000021891	0	0	21.6598	0	3.01	0	0	0	0	0	14.8274	8.18172	0	0	2.18167	0	0	0	4.01	0	0	0	0	7.24571	0	0	9.01	22.357	0
ENSMMUG00000017079	4.01	0	15.01	101.01	0	32.1132	143.01	108.01	62.01	59.01	30.01	172.01	0	0	93.01	0	23.01	17.01	30.01	0	0	0	0	159.01	0	0	52.01	0	0
ENSMMUG00000007545	0	0	0	0	0	0	0	0	0	0	1.2409	1.43304	0	1.39691	1.26465	0	0	1.31638	1.3931	0	0	0	0	0	0	0	0	1.30832	0
ENSMMUG00000004462	0.816303	36.6025	4.31528	10.5856	21.0538	8.14775	11.6105	5.38991	19.2096	36.4822	1.04311	9.93646	1.58574	26.1655	0	19.0056	16.8545	8.60175	0	14.2592	0	26.0561	27.3588	7.43363	61.1538	11.4441	0	16.758	34.4171
ENSMMUG00000004591	5.01	0	3.01	46.01	40.01	6.01	28.01	12.01	86.01	101.01	0	0	7.01	0	0	21.01	0	0	1.01	0	0	0	2.01	0	0	0	38.01	0	0
ENSMMUG00000008301	32.01	0	2.01	0	0	4.01	0	26.01	0	65.01	16.02	0	0	0	33.01	0	1.01	0	7.01	0	0	0	0	17.01	0	0	27.02	0	0
ENSMMUG00000002370	3.01	0	19.01	0	8.02	0	20.03	46.0432	0	0	0	0	6.02448	0	0	0	0	0	14.02	0	0	0	0	31.02	0	0	0	0	62.01
ENSMMUG00000031335	8.64506	6.16831	11.7553	11.8084	14.901	39.7365	0	1.78984	26.3615	50.0309	7.18801	1.38266	4.2067	23.8288	1.31484	13.2056	9.54032	0	2.71639	14.6808	80.7579	14.9061	48.1611	7.90939	5.2967	38.0479	6.75853	22.5099	10.0487
ENSMMUG00000005883	0	0	11.01	28.01	64.01	4.01	54.01	0	0	0	0	33.01	0	8.01	0	142.01	0	47.01	0	0	0	232.01	0	0	0	59.01	29.01	0	0
ENSMMUG00000010250	5.01	0	0	0	20.01	1.01	0	2.01	0	0	0	32.01	0	0	31.01	0	8.01	35.01	0	0	0	0	0	17.01	0	0	15.01	0	0
ENSMMUG00000017080	28.01	0	102.01	149.01	14.01	42.01	272.01	221.01	348.01	93.01	371.01	399.01	11.0181	0	227.01	38.01	6.013	180.01	66.01	240.212	1.01	8.01	174.879	304.185	0	2.01	171.01	41.01	100.01
ENSMMUG00000014896	0	0	0	47.0761	0	19.01	0	0	0	0	164.691	0	0	0	8.01	0	3.01	0	0	0	0	0	73.01	0	0	0	0	0	0
ENSMMUG00000008940	0	0	0	2.01	0	1.01	4.0367	1.01461	2.01	0	1.01523	2.02172	0	0	0	1.01	0	3.01	0	3.02273	0	0	1.01	2.01	0	0	0	2.02204	1.01812
ENSMMUG00000003869	26.01	0	94.01	95.01	27.01	11.01	16.01	172.01	350.01	7.01924	106.01	100.01	364.139	2.01	271.296	0	0	2.01	34.01	334.25	1.01	174.01	111.074	50.01	4.01199	0	0	62.01	152.072
ENSMMUG00000032351	1.17714	5.18227	3.04292	6.00841	0	0	5.95939	5.16374	8.46893	1.06868	0	8.55075	4.4788	2.59219	2.7412	4.44639	6.34743	4.13272	0	13.2273	0	6.36713	25.6606	3.49954	3.46887	31.4822	2.15066	15.3804	1.06159
ENSMMUG00000017115	8.01	0	0	68.01	3.01	32.01	65.01	40.01	42.01	0	12.01	101.01	0	19.01	8.01	50.01	81.5424	18.01	22.01	0	0	0	71.01	86.01	0	0	17.01	77.0586	0
ENSMMUG00000002489	0	2.51276	0	0	10.5573	0	105.433	16.7478	0	0	16.8921	10.9707	1.01	0	0	0	0	19.4632	4.01242	0	0	0	0	1.36108	0	0	0	0	1.2591
ENSMMUG00000008932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003499	0	0	2.01	0	0	0	0	44.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.01	0	0	0	0	0
ENSMMUG00000005342	47.01	0	30.3342	73.1585	0	37.01	537.01	141.045	265.705	1.01	488.01	314.02	2.01229	63.01	90.01	0	38.2109	132.01	42.01	254.03	0	21.5231	0	469.01	1.17503	0	247.531	1.01061	108.57
ENSMMUG00000015555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSMMUG00000006771	11.5667	0	104.104	117.092	6.04861	24.01	21.01	33.01	109.035	0	126.01	4.01	16.0147	0	0	16.01	0	0	17.01	108.01	0	68.01	0	0	0	0	50.01	1.01	3.01
ENSMMUG00000017681	15.01	0	77.01	0	5.01	117.01	0	21.01	191.668	0	0	52.01	0	22.01	0	0	0	37.01	4.01	104.01	0	0	0	110.01	150.01	212.01	54.01	0	129.01
ENSMMUG00000023499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000007228	0	0	0	0	0	1.01	2.01	0	0	0	20.01	0	0	1.01	0	1.01	1.01	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSMMUG00000000215	1.42732	1.01	0	0	3.60477	13.01	1.01	1.01	0	1.01	7.34337	4.01	0	21.0267	0	10.4555	0	2.14722	0	0	1.01	8.01	14.01	1.01	1.01	0	0	6.02	10.01
ENSMMUG00000013156	0	0	0	0	3.01	0	0	0	0	0	8.01	9.01	0	0	0	0	0	6.01	2.01	0	0	0	0	0	0	0	0	18.01	0
ENSMMUG00000022920	5.01	0	0	15.01	8.01	1.01	27.01	24.01	0	0	19.01	46.01	0	0	14.01	20.01	0	0	4.01	35.01	0	0	0	36.01	0	0	14.01	27.01	0
ENSMMUG00000015663	19.01	59.01	330.01	169.01	18.01	41.01	73.02	86.02	144.02	109.01	92.02	8.01	202.02	18.01	47.02	25.01	4.01	71.0438	26.02	0	16.01	89.01	1.01	109.02	0	147.075	73.02	17.0127	87.01
ENSMMUG00000019680	1.01	0	8.01	0	0	0	0	4.01	137.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016513	12.01	0	46.01	0	0	11.01	0	0	0	0	0	23.02	1.01	70.01	0	91.01	0	0	0	0	0	0	0	28.02	36.1996	0	0	0	0
ENSMMUG00000022322	1.01	0	0	11.01	0	0	0	0	0	0	5.01	0	0	0	51.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002840	14.5347	1.02293	4.33534	55.4027	7.35416	52.9047	17.6266	75.6843	12.565	16.0127	58.9423	29.6435	58.4229	114.487	29.5276	26.927	18.0329	36.0192	24.8048	44.034	25.3396	178.078	21.8469	44.926	81.8461	222.711	30.9816	35.2442	26.7372
ENSMMUG00000012509	0	0	0	0	0	56.01	0	0	0	0	0	0	1.01	0	0	4.01	0	0	1.01	0	0	0	0	7.01	0	0	0	0	0
ENSMMUG00000022245	3.84059	0	5.67444	2.35307	2.02147	7.19572	1.03372	0	4.18716	2.67264	0	4.65177	6.57803	6.95399	0	5.27664	2.83994	5.02352	0	6.85043	0	15.3194	0	9.61511	5.02481	6.29252	0	4.14861	8.16453
ENSMMUG00000000438	1.01	0	0	0	0	0	13.02	10.02	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014172	1.01	0	0	10.01	0	0	0	0	5.01	0	0	123.091	0	1.01028	38.02	0	0	9.01	21.02	0	0	4.01	0	0	0	59.01	1.01	0	23.01
ENSMMUG00000012638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
