gene	21373_1_7	21373_1_22	21373_1_46	21373_1_73	21373_1_74	21373_1_99	21373_1_107	21373_1_114	21373_1_123	21373_1_124	21373_1_131	21373_1_137	21373_1_138	21373_1_153	21373_1_177	21373_1_178	21373_1_181	21373_1_188	21373_1_192	21373_1_195	21373_1_207	21373_1_208	21373_1_234	21373_1_275	21373_1_276	21373_1_295	21373_1_334	21373_1_341	21373_1_360	21373_1_365
ENSMUSG00000020810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019889	0	0	0	1.01	0	42.0631	0	0	0	0	0	0	0	0	12.01	0	0	1.01	2.01	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033964	0	0	0	0	0	1.01	0	5.01	0	0	0	0	0	54.0558	0	3.01	0	4.01	0	0	0	0	0	0	0	0	0	3.01	112.02	0
ENSMUSG00000026113	28.0185	0	4.08734	1.01843	0	3.01	0	0	2.23787	1.01779	0	5.04257	6.05108	21.0483	5.11982	5.02093	2.09296	185.018	4.03418	12.1323	0	23.01	2.1623	3.0207	4.08331	0	11.147	0	3.01	2.01
ENSMUSG00000039097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057691	0	30.02	327.835	2.01	2.01	34.0303	0	0	0	270.01	28.01	1.01	0	38.5806	0	0	0	0	0	0	0	9.02	0	5.01	2.01	41.01	378.033	15.01	0	0
ENSMUSG00000087236	0	0	0	0	0	3.01	0	0	0	0	26.01	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038212	16.01	13.01	0	0	87.02	0	8.01	0	0	114.042	1.01	23.01	0	25.01	0	91.01	0	0	94.0224	0	0	0	0	217.02	1.01	0	0	6.01	0	2.01
ENSMUSG00000094271	16.669	0	230.923	16.0249	0	0	0	0	0	15.5283	94.84	0	68.6493	3.95309	0	0	0	0	0	0	0	0	0	18.3788	0	0	0	0	0	0
ENSMUSG00000026914	42.01	90.01	0	2.01	12.01	27.0271	53.2514	74.01	3321.32	298.935	0	674.964	0	8.02694	125.01	260.169	1.01	0	1.01	48.01	5.01	18.02	325.034	241.02	1623.19	41.009	389.517	64.0176	24.01	46.01
ENSMUSG00000000600	21.2984	21.7171	405.063	123.839	163.023	95.3414	56.2192	2.01	822.834	494.844	629.101	30.5406	76.6006	58.4291	46.4938	131.044	732.368	4.03224	0	29.4638	7.15839	95.7119	1.01687	240.683	113.373	179.823	0	84.4787	586.973	44.03
ENSMUSG00000027339	0	1.13817	8.30879	8.88363	2.11539	0	0	0	6.71385	0	6.00032	0	4.64297	1.01	10.2089	1.01335	0	0	0	5.01	2.01	0	0	30.5451	0	0	2.01	0	0	64.02
ENSMUSG00000039345	16.01	10.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	10.01	0	0	0	39.01	0	0	0	0
ENSMUSG00000099471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04481	0	0	0	0	0	0	0	0	0	2.27194	0	3.4481	0
ENSMUSG00000021362	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032186	37.7822	0	0	3.17293	6.24657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.026	0	0	0	0	0	0	0	0
ENSMUSG00000041168	0	26.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	25.01	0	0	46.0488	53.01	0	23.01	0	16.01	0	0
ENSMUSG00000024948	0	0	0.51	0	0	0	0	0	0	0	3.51	0	0	13.51	0	0.713124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021752	0	0	0	1.01	115.01	0	0	41.01	0	229.01	0	0	0	38.01	0	0	0	0	391.98	5.01	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026781	0	0	0	0	6.02	12.02	0	0	0	180.146	0	157.107	0	0	0	17.02	0	0	0	8.01	0	0	703.03	0	0	0	0	5.01	0	0
ENSMUSG00000035860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054079	35.01	6.01	38.01	0	0	0	70.01	0	0	136.01	11.01	26.0135	0	0	0	26.01	0	0	0	0	0	39.01	0	1.01	219.732	11.2981	649.479	23.9793	131.234	0
ENSMUSG00000063229	72.3754	609.137	4.01	102.01	431.215	6.01	385.01	249.01	1500.58	974.615	1.01	997.103	1.01	268.01	845.01	1578.87	4212.92	41.0206	1215.44	159.057	142.01	56.01	2592.31	738.183	5.01	27.01	2.01	186.7	146.01	108.01
ENSMUSG00000056501	1.01	4.01	282.009	94.01	87.9891	17.01	38.01	11.01	73.2221	70.01	388.861	10.01	0	85.2311	46.01	148.01	0	96.8447	18.01	3.01	54.01	105.132	205.012	1676.82	644.836	44.01	22.5228	12.01	16.01	6.01
ENSMUSG00000025529	0	0	0	0	1.01119	0	0	0	0	0	50.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017466	58.02	431.454	95.02	0	7.01	135.01	556.114	148.02	2453.73	1938.62	32.01	756.46	1.01	205.02	200.485	2264.77	1291.01	60.8994	512.01	95.1283	218.407	83.02	805.961	196.01	22.0142	49.01	1041.1	92.02	139.02	37.02
ENSMUSG00000098028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025871	0	114.003	0	0	0	0	93.02	0	0	0	0	46.225	708.01	49.01	0	78.03	0	0	0	0	0	36.0922	441.03	0	0	0	2.01	25.02	92.02	25.01
ENSMUSG00000029833	7.16756	0	0	1.17608	28.8657	6.4787	0	0	0	28.0248	30.1733	1.05519	0	0	2.46788	5.83678	0	22.01	0	1.221	0	0	0	7.57556	0	8.60367	0	1.05557	0	4.01
ENSMUSG00000024425	92.01	121.01	321.987	3.01	2.01	0	75.01	19.01	342.01	395.432	0	611.145	0	171.01	0	373.01	541.01	0	984.99	65.01	8.01	24.01	339.01	294.01	2.01	0	0	124.007	157.186	0
ENSMUSG00000091619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035107	29.609	0	26.1203	57.1265	5.4204	0	0	101.053	0	7.34156	41.0441	118.139	0	1.01	835.399	3.21918	0	1.27451	70.4707	19.01	0	30.1229	0	32.7176	0	0	2.01	16.01	1.30032	2.01
ENSMUSG00000024846	0	8.01	47.0739	0	2.01	4.01	0	0	0	1.01	0	51.0007	0	0	0	114.045	0	1.01	0	0	16.01	0	0	1.01196	1.01	0	0	8.01	0	0
ENSMUSG00000034855	5793.83	1898.69	28429.3	18270.7	1214.83	2190.64	2692.82	3466.55	17670.6	15076.6	35984.7	9128.93	2062.78	5076.16	37927	7349.23	12638.6	6466.08	16373.4	2972.75	1777.9	4158.2	6542.77	27680.8	2404.02	7954.45	11550.1	4057.66	8855.61	3419.93
ENSMUSG00000092172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081517	0	0	0	1.44856	1.01795	0	0	0	0	2.97098	0	2.34939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039842	0	0	1.01077	7.64351	0	0	0	0	0	0	0	0	0	1.01	0	97.02	0	0	0	6.02	0	5.01	0	12.015	0	2.01	0	0	0	6.01
ENSMUSG00000025732	0	0	0	0	73.01	0	0	0	0	0	0	0	0	17.2488	0	0	0	0	0	0	0	0	321.049	0	0	0	0	0	0	0
ENSMUSG00000020330	0	89.01	0	1.12563	7.18158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05264	1.01238	125.565	0	1.01
ENSMUSG00000042096	0	0	0	5.05437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMUSG00000058135	77.01	100.01	54.02	1.01	0	70.6718	128.01	150.01	1471.62	1190.85	1.01	1288.53	263.01	0	3.01	470.917	822.254	1.01	0	127.03	252.407	67.02	1607.47	224.521	1.01	1.01	0	17.01	0	126.01
ENSMUSG00000045435	12.01	7.01	328.89	0	2.01	0	0	0	0	243.905	75.01	0	0	20.01	0	0	0	0	0	0	0	15.01	0	0	33.01	40.9202	0	0	0	17.01
ENSMUSG00000081466	0	0	4.12428	3.1047	0	1.07504	0	0	1.02468	0	0	0	21.0293	0	0	0	0	0	0	0	0	0	0	3.09748	7.72477	0	0	0	0	0
ENSMUSG00000092257	0	0	0	0	0	0	0	0	0	0	0	1.24756	0	0	0	1.01696	1.01889	0	0	0	0	0	1.01859	0	0	0	0	0	0	0
ENSMUSG00000045835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028211	33.01	24.01	0	0	257.01	19.01	0	0	0	0	0	0	0	0	0	1.01006	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0
ENSMUSG00000026021	208.361	275.01	0	109.01	384.342	170.01	158.148	126.01	1010.19	1158.7	1081.21	1222.31	715.01	176.01	1.01	555.289	1298.64	6.01	1635.75	206.389	138.01	30.01	902.01	1031.59	4.01	92.2116	3.01	135.02	496.319	146.01
ENSMUSG00000009731	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0
ENSMUSG00000028040	0	0	0	0	0	0	0	0	53.1444	0	0	0	0	29.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033450	0	0	0	0	0	0	0	0	62.0347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09066	0	0	0	0	0	0
ENSMUSG00000022125	25.01	0	480.01	0	38.01	48.01	40.01	0	0	242.01	1.01	0	0	1.01	0	124.01	0	70.0212	0	80.01	0	0	0	0	0	0	149.018	19.01	0	0
ENSMUSG00000070891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002660	25.01	14.01	15.01	0	49.01	36.01	29.01	0	0	0	189.01	230.459	370.175	103.965	1.01	82.1461	628.036	0	0	0	65.01	73.01	261.034	146.01	1.01	0	0	2.01	0	56.01
ENSMUSG00000032297	0	0	0	1.01308	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02006	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038583	0	0	0	31.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031827	0	0	0	0	0	0	0	0	0	0	0	47.01	0	0	0	21.0117	58.1994	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050079	41.01	0	0	1.01	0	2.02	0	0	0	0	0	0	2.01	0	0	80.01	0	0	1.01	5.01	24.01	0	0	0	0	0	0	36.0656	3.01	0
ENSMUSG00000037211	0	0	0	0	76.02	0	29.01	0	0	28.0115	0	113.01	0	0	106.014	0	0	0	1.01	0	0	0	0	0	494.852	289.261	0	8.01	0	1.01
ENSMUSG00000024742	0	97.02	0	0	96.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	302.01	207.01	0	0	568.01	0	0	16.01
ENSMUSG00000023032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003849	24.01	26.01	0	2.01	0	1.01	0	1.01	2.01	4.01567	1.01	1.01	0	1.01	1.01	409.421	0	0	0	0	0	0	1.01	0	0	0	0	68.01	0	26.01
ENSMUSG00000067235	0	9.60969	145.489	346.558	22.4325	0	7.46487	0	0	29.169	76.4153	44.9975	0	0	1.05773	12.0841	0	0	1.0105	1.04474	0	10.6726	0	0	0	0	0	8.51803	0	0
ENSMUSG00000046402	1.01	1.01	0	1.04986	0	7.01	6.01	18.01	0	82.01	0	96.3354	0	10.1999	0	381.375	0	0	228.358	0	0	0	357.18	88.7574	0	0	0	0	0	1.01
ENSMUSG00000031697	22.01	0	0	106.01	158.216	36.01	0	0	0	0	0	4.01	0	15.01	2.01	78.1963	438.09	3.01208	580.096	0	0	55.01	4.01	440.236	0	14.01	778.112	19.4061	59.01	44.02
ENSMUSG00000019487	0	8.01	0	17.01	63.01	16.01	0	0	266.053	120.046	0	3.01	0	98.147	0	97.01	827.01	0	0	0	21.01	21.01	0	0	959.01	0	0	8.01	77.01	0
ENSMUSG00000027195	13.01	55.02	0	2.01	6.01	1.01212	6.01	0	0	395.01	411.02	124.02	0	0	38.0226	1.01	0	0	410.287	54.9191	0	60.01	0	641.461	2.01	0	0	93.01	0	35.02
ENSMUSG00000043418	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107099	0	0	0.513994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0	0	0
ENSMUSG00000039231	0	30.048	0	5.44227	0	0	4.01	0	0	173.189	0	0	3.83341	0	0	0	0	0	0	0	50.0493	3.01	0	153.04	0	0	0	0	0	5.01
ENSMUSG00000101972	0	0	0	0	45.7957	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032220	7.26226	43.0588	68.7171	406.55	0	0	1.05805	0	0	207.033	332.699	0	0	22.2063	0	19.0807	1.09667	0	0	0	0	0	287.202	0	58.0331	0	0	9.02743	22.01	0
ENSMUSG00000019845	0	0	0	1.01	0	0	0	0	0	1.01	0	0	8.0104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02243	0	0
ENSMUSG00000107252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043716	112.454	157.607	105.417	93.1426	146.01	208.677	207.864	226	1647.66	1125.03	355.06	705.234	311.001	67.4231	327.416	1154.99	3708.98	35.02	1321.75	175.959	322.899	57.01	3459.53	1265.98	3.01145	88.9626	202.768	170.08	128.02	163.483
ENSMUSG00000062074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030717	524.322	224.376	858.591	230.606	71.2762	36.01	135.01	237.705	5.0204	1593.46	4332.68	227.01	2.01	538.451	4347.95	825.876	296.02	1306.66	426.519	254.672	432.02	76.7978	806.281	379.54	137.386	1265.55	25.0403	76.5716	254.93	297.03
ENSMUSG00000084328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSMUSG00000032724	28.02	0	0	30.01	2.01	11.01	0	0	0	0	74.071	0	0	0	0	34.0317	0	0	0	13.01	0	2.01	0	468.893	0	19.01	0	21.02	28.01	0
ENSMUSG00000050390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.052	0	0	0	0	0	0	0	1.01	9.01	0	0
ENSMUSG00000098009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056832	0	0	0	0	1.19946	0	0	0	0	0	0	0	0	0	0	3.08589	0	0	0	0	0	2.04793	0	0	0	0	0	0	0	0
ENSMUSG00000086240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031429	0	53.02	284.02	1.01	0	70.2274	45.01	0	657.01	935.648	0	134.01	0	29.02	0	35.01	2.01	1.01	0	14.02	0	24.01	221.01	1.01	0	0	0	21.01	114.309	92.01
ENSMUSG00000083692	0	0	0	7.46019	4.17626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0
ENSMUSG00000048895	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018770	3.01	7.78611	2.01	39.01	68.3527	58.03	26.02	31.01	301.838	23.01	0	291.424	0	1.01	0	201.397	3.01	59.0246	1.01	3.01	10.01	11.01	102.01	95.334	57.2084	17.01	32.01	16.2172	0	9.01
ENSMUSG00000094715	0	0	0	0	0	0	0	0	0	0	0	0	9.9746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039982	0	0	0	9.01	0	0	0	0	0	130.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0236	0
ENSMUSG00000090462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027130	0	84.922	6.92747	12.0105	0	0	0	0	0	0	11.9655	3.63796	0	9.02	1.01045	0	0	3.55006	0	0	0	0	0	4.24416	0	2.94439	2.0443	4.02	0	19.0295
ENSMUSG00000064194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSMUSG00000105408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003518	36.01	25.01	85.0246	3.35491	0	0	0	0	856.035	1.01	0	48.0987	1.01	34.0364	0	24.2663	0	0	0	0	0	0	196.478	0	5.01585	0	0	23.01	7.01	5.01
ENSMUSG00000066755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068263	0	0	1.01292	0	0	0	0	0	0	0	1.02015	0	0	0	0	0	0	0	0	0	0	0	0	2.01754	0	0	1.01283	0	0	0
ENSMUSG00000025272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032235	0	0	18.9093	0	1.01	0	0	0	0	131.436	0	116.02	1.01	0	0	6.01075	0	0	0	0	0	39.02	0	0	0	0	0	17.01	0	3.01
ENSMUSG00000022462	221.01	84.01	224.051	361.023	1.01	2.01	30.01	0	21.01	1.01	143.344	110.01	3.01	113.01	510.328	303.017	1.01	31.01	922.061	72.01	0	83.01	0	1066.04	8.0124	13.01	1058.04	33.01	0	4.01
ENSMUSG00000033735	5.01	0	0	0	0	0	0	0	0	0	0	116.01	0	58.01	0	80.01	0	1.01	0	0	0	0	0	0	0	0	0	16.01	0	5.01
ENSMUSG00000081302	0	0	2.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSMUSG00000023800	36.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.01	0	0	0	0	0
ENSMUSG00000037990	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	2.01	0	0	1.01	0	0	1.01	0	0	0	0	0	0
ENSMUSG00000075502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201.01	0	0	0	0	0	0
ENSMUSG00000106895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01549
ENSMUSG00000073554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054733	17.01	0	0	0	0	0	0	0	0	223.01	0	273.01	0	0	0	15.01	1.01	1.01	0	24.016	0	0	0	0	0	0	0	17.01	0	0
ENSMUSG00000083608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006221	0	2.01	0	1.87978	0	0	0	0	0	0	4.09092	3.0696	5.51842	0	0	0	0	0	0	0	1.01	1.01	327.209	0	0	0	0	0	0	0
ENSMUSG00000028332	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000063687	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	1.0626	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066037	6.03619	4.03096	14.1634	12.2696	57.7758	72.1246	8.15382	3.24073	371.623	8.87488	22.1926	81.1125	10.9278	29.3228	13.6027	113.382	6.0474	3.09588	2.01261	24.119	0	73.8856	2.01315	46.9292	13.2662	1.01164	3.02331	24.4761	5.06512	26.1673
ENSMUSG00000030792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02122	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090015	0	0	0	0	3.17395	27.01	2.01	0	0	0	0	20.5674	0	91.3469	0	0	1.01	0	0	6.74991	0	0	0	18.4997	0	24.8293	1102.8	0	3.18998	1.02762
ENSMUSG00000060594	0	18.01	0	47.1243	0	14.01	5.01	22.01	8.01	25.01	0	0	0	0	0	332.998	0	0	737.01	0	82.01	0	331.01	0	0	0	0	0	37.01	16.01
ENSMUSG00000047564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02868
ENSMUSG00000040112	0	6.01	0	1.01	0	0	0	0	0	0	1.24645	110.84	404.241	16.01	0	70.2094	0	0	0	0	0	0	0	10.5306	0	15.01	0	24.2338	8.01	14.01
ENSMUSG00000031371	42.01	54.01	1.01	0	1.01	30.01	1.01	0	0	0	0	110.01	0	0	0	67.01	969.01	0	0	0	0	9.02	278.01	79.01	0	1.01	1.01	19.01	1.01	4.01
ENSMUSG00000047344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSMUSG00000028339	0	14.01	0	0	0	0	0	11.01	0	0	0	0	0	0	0	0	0	0	53.0363	0	35.01	0	0	0	0	0	0	0	0	9.01
ENSMUSG00000092021	0	0	0	0	0	0	171.75	0	0	0	0	132.532	0	24.2889	0	0	1.01635	0	359.357	376.715	0	38.3029	0	0	0	0	0	28.01	0	0
ENSMUSG00000071072	38.01	57.01	2.10123	2.01	69.6872	93.9964	64.3402	93.2744	986.062	96.9545	488.335	408.25	30.0389	41.01	0	385.424	559.063	1.01	514.666	107.01	19.01	47.0098	486.3	425.605	968.02	27.02	976.642	78.02	36.6049	66.6647
ENSMUSG00000026096	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2534	0	0	0	0	0	0	0	0	0	16.0115	0	0	0	0	0	0
ENSMUSG00000033237	0	0	5.01016	89.0651	3.01	0	0	0	0	217.01	209.01	0	1.01	39.01	714.01	1.01	1.01	29.01	0	0	0	1.01	0	321.813	0	0	0	0	25.01	0
ENSMUSG00000053886	0	0	18.6276	9.98118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1213	0	0	0	13.01	0	1.01
ENSMUSG00000050747	0	0	0	1.01	0	0	0	0	0	0	0	11.01	0	0	24.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016756	7.33934	0	186.605	167.754	196.951	20.8196	6.09829	0	0	18.505	11.01	161.032	312.071	25.4826	34.2725	65.858	0	0	0	20.01	0	31.0468	0	21.0244	1.01	13.7137	45.8545	45.0375	4.3071	17.01
ENSMUSG00000021253	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	0	0	0	204.897	0	0	0	0	0	0
ENSMUSG00000106051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038005	22.01	11.02	355.03	0	0	23.9328	30.02	0	0	46.0252	179.134	164.02	0	0	2.01	20.0129	1.01	0	0	18.03	0	16.03	100.016	52.02	0	0	437.02	8.02	86.8756	36.01
ENSMUSG00000082480	0	0	0	0	0	0	0	0	0	1.03602	0	0	0	0	0	0	1.03325	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015943	10.01	0	0	0	30.02	0	0	0	0	0	48.03	0	0	13.02	0	0	0	0	0	0	0	32.3371	0	39.02	0	61.5347	1.01	8.01	19.02	0
ENSMUSG00000030385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053950	0	22.01	0	0	0	5.01	0	0	0	0	0	0	0	82.1377	88.0289	2.01	0	0	0	0	0	38.01	0	252.147	61.0302	0	433.01	0	0	0
ENSMUSG00000021339	2.26378	1.01	0	0	0	0	35.01	0	1.01	1.01	0	1.01	0	0	1.01	56.0621	448.724	1.01	1.01	0	28.01	0	0	0	0	0	0	14.01	0	33.01
ENSMUSG00000053838	0	2.01	0	0	0	0	0	0	42.2048	9.01	0	0	0	12.01	0	148.02	0	0	0	37.01	3.01469	5.01	0	0	0	0	0	5.01	0	0
ENSMUSG00000081215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017421	53.8251	138.108	3200.79	494.111	287.813	66.0762	41.02	25.01	354.612	599.497	408.71	438.359	0	53.0501	398.28	214.444	0	4.01	1.01	17.02	0	66.9802	0	513.9	75.02	67.0236	1.01	67.0529	154.837	17.03
ENSMUSG00000020312	1.03496	18.01	0	1.04012	0	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
