gene	21373_3_7	21373_3_8	21373_3_21	21373_3_31	21373_3_32	21373_3_50	21373_3_63	21373_3_64	21373_3_99	21373_3_113	21373_3_124	21373_3_131	21373_3_137	21373_3_138	21373_3_154	21373_3_158	21373_3_163	21373_3_167	21373_3_178	21373_3_188	21373_3_191	21373_3_192	21373_3_195	21373_3_208	21373_3_210	21373_3_219	21373_3_231	21373_3_233	21373_3_252	21373_3_275	21373_3_276	21373_3_295	21373_3_302	21373_3_310	21373_3_319	21373_3_326	21373_3_333	21373_3_341	21373_3_342	21373_3_360
ENSRNOG00000002640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008622	0	14.01	0	0	0	0	0	0	0	44.0786	0	68.1391	0	0	0	0	0	0	0	0	1.02214	0	0	0	0	0	0	0	0	0	0	0	1.02534	0	0	0	0	0	0	0
ENSRNOG00000038101	9.01	0	0	5.69164	0	0	0	1.01	2.02132	190.02	0	0	0	0	0	0	0	0	0	0	0	0	0	274.02	0	26.6158	7.74447	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001317	0	0	0	0	44.02	195.02	0	217.01	25.01	0	11.01	39.01	0	27.01	0	189.02	0	0	0	0	0	13.01	1.01	0	92.01	162.01	0	0	0	0	22.01	0	0	0	0	0	0	1.01	152.01	0
ENSRNOG00000004488	1.01	0	0	38.01	0	0	323.01	0	84.01	0	0	0	0	146.01	0	998.01	0	1.01	0	193.01	0	0	0	106.01	0	0	0	0	540.01	0	74.01	0	10.01	0	2468.15	0	184.01	624.01	65.01	0
ENSRNOG00000046643	0	0	0	92.01	0	0	0	0	128.01	0	0	0	0	0	0	0	0	0	0	27.01	0	0	0	37.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007100	0	0	0	0	0	0	0	0	0	0	0	0	230.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019044	0	0	0	0	0	8.40956	0	0	1.08678	0	0	0	6.48354	0	0	0	0	1.0973	0	0	0	0	24.8634	0	0	0	14.9619	0	3.22561	1.10201	0	1.14333	0	0	0	0	1.0533	0	0	0
ENSRNOG00000061533	0	0	0	0	4.01	0	0	0	79.01	0	0	24.01	0	0	0	47.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021497	0	0	0	0	0	0	0	69.01	30.01	0	0	0	0	2.01	1.01	0	215.01	0	0	10.01	0	0	90.1127	1.01	2.01	136.01	0	0	0	0	9.01	0	135.01	0	214.01	84.01	0	0	0	0
ENSRNOG00000028767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042682	0	0	0	0	0	0	0	0	212.024	2.01	0	1.01	0	7.01	0	0	0	0	0	3.0108	0	0	1.01007	76.01	0	0	0	0	0	0	0	8.01054	0	0	0	0	0	0	0	0
ENSRNOG00000047053	114.01	0	0	0	61.02	53.01	107.01	0	179.341	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	24.01	0	0	0	0	0	8.04309	0	177.01	134.01	10.01	0	0	0	1.01	0	0
ENSRNOG00000005841	163.01	118.01	0	88.01	23.01	82.01	425.574	346.01	455.404	0	48.01	503.466	1.01	56.01	96.01	109.01	0	0	39.01	85.01	0	0	223.01	154.01	548.01	70.01	331.273	0	0	66.01	243.01	1190.52	478.962	139.01	1.01	124.422	550.01	0	260.01	4.01
ENSRNOG00000006984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011060	1.01	0	0	0	18.01	83.01	55.0711	0	103.684	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339.01	0	0	0	0	0	0	0	0
ENSRNOG00000015288	0	0	0	0	17.01	0	65.01	0	0	3.01	41.01	0	0	0	0	0	0	0	0	0	0	44.01	0	0	0	0	0	0	0	22.01	0	1.01	0	2.01	23.01	25.01	0	0	0	0
ENSRNOG00000050650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	1.01	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0
ENSRNOG00000030862	38.01	192.995	13.01	155.01	71.2552	31.01	307.01	222.592	230.01	0	43.01	193.01	179.165	33.02	269.01	220.02	149.01	0	79.01	142.01	0	0	95.01	44.3326	270.01	64.01	155.025	0	2.01	29.01	246.01	226.01	367.019	29.01	0	0	0	0	22.01	123.01
ENSRNOG00000005708	153.58	104.582	0	0	0	0	1.01323	0	0	0	0	0	230.425	0	2.3015	159.03	0	1.31614	0	0	0	0	0	1.32836	0	0	0	0	0	0	0	3.08118	0	0	0	0	6.91409	0	199.465	0
ENSRNOG00000008829	0	0	0	1.01	0	0	0	0	40.01	7.01	0	81.01	0	0	0	0	240.01	0	4.02635	0	0	0	0	41.01	0	0	0	0	0	29.01	5.01	236.01	0	0	0	0	0	0	0	0
ENSRNOG00000050125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008859	112.281	110.01	4.01	27.01	13.01	0	0	0	91.01	0	32.01	144.01	109.01	34.01	96.01	147.01	0	0	0	23.02	0	0	0	266.01	140.01	5.01	150.01	0	68.01	0	0	3.01	0	27.01	290.01	0	225.195	0	0	0
ENSRNOG00000031669	0	0	0	40.01	0	180.01	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	40.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006877	113.01	146.314	0	0	10.01	59.7759	0	22.01	444.078	28.0396	0	0	133.01	39.01	99.01	92.01	0	0	0	54.01	0	6.01	0	17.01	0	0	0	0	0	200.1	0	0	0	0	0	0	252.01	0	0	0
ENSRNOG00000042522	0	0	99.6173	1.01158	50.01	1.01	4.0167	67.5267	149.038	26.3085	0	0	0	1.01	4.01	0	16.0129	52.5302	0	1.01004	4.12204	1.01	10.0118	24.3077	0	1.32611	1.0113	3.65517	202.747	67.4823	1.0743	19.3352	0	0	1.01976	1.01	0	1.01078	92.134	0
ENSRNOG00000002749	0	89.01	138.01	124.107	78.01	17.02	400.01	249.01	196.02	1.01	3.01	212.01	473.314	40.01	121.02	417.235	990.168	210.01	45.01	15.01	97.4585	0	394.01	162.01	550.02	163.459	299.021	0	446.02	310.317	79.01	434.136	0	59.01	390.547	21.02	4.01	108.078	162.01	70.01
ENSRNOG00000007032	0	0	0	0	0	0	0	0	0	0	0	0	0	33.01	63.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457.387	0	0
ENSRNOG00000060141	0	0	357.01	134.01	0	0	0	0	115.01	0	0	120.01	0	0	1.01	0	0	0	58.01	17.01	0	0	226.189	0	0	1.01	0	0	215.01	0	91.01	484.575	0	0	0	0	0	1.01	0	0
ENSRNOG00000004899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032361	5.10937	45.7586	0	0	0	0	16.662	15.9116	4.07938	1.01	2.01	0	2.01594	4.32271	0	17.8871	0	0	0	0	32.0858	0	0	0	0	0	0	21.01	0	0	0	0	17.8972	2.01	53.8309	4.01	1.01	2.01	7.78767	0
ENSRNOG00000048250	86.01	79.01	105.01	137.01	11.01	0	1.01	45.01	236.01	0	0	279.01	387.588	20.01	232.01	125.01	122.123	49.01	5.01	0	34.01	0	0	0	601.01	125.01	12.0225	0	249.01	0	93.5041	100.01	0	0	155.627	24.01	927.601	1010.01	0	88.01
ENSRNOG00000004744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002607	53.01	25.0844	21.01	77.7829	6.01	16.01	314.67	53.01	4.01404	3.0328	97.01	0	130.226	1.48248	1.01222	13.1163	14.2735	4.62632	18.01	0	2.01	0	69.1286	1.01364	780.275	0	0	2.07734	0	127.01	0	794.448	0	0	0	12.01	0	3.12735	0	0
ENSRNOG00000053309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010087	1.01	0	0	0	0	0	30.01	0	0	0	0	65.01	0	37.01	0	85.01	0	0	0	2.01	0	0	506.01	190.01	0	116.723	2.10655	132.01	0	0	0	0	0	45.01	0	0	0	609.01	0	0
ENSRNOG00000026607	0	0	0	0	37.01	0	1.01	0	0	0	0	0	0	0	0	0	0	99.01	0	0	0	0	0	0	0	0	0	0	0	106.691	0	0	0	0	60.0441	0	0	0	0	0
ENSRNOG00000031770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015292	101.354	0	354.02	169.02	94.01	0	0	158.02	0	59.01	24.01	109.421	666.02	100.02	103.01	124.02	1.01	0	59.02	50.02	0	1.01	0	67.01	73.02	0	1.01	87.01	33.0741	0	0	1.01	0	16.01	35.01	0	175.01	813.02	13.01	451.02
ENSRNOG00000036912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.212	0	0	0	0	0	0	0
ENSRNOG00000024536	0	90.01	0	0	0	0	0	96.01	104.01	0	0	27.01	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	99.01	0	553.01	0	53.01	243.01	17.01	0	0	0	0
ENSRNOG00000014668	0	0	0	117.02	0	160.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.01	0	150.02	55.01	22.8827	0	4.01	395.02	59.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000047864	0	0	0	0	0	0	0	0	147.01	0	0	0	0	0	0	16.1333	0	0	0	0	0	0	0.520855	86.4332	0	0	0	1.3206	0	143.288	0	0	0	0	92.2189	0	0	470.183	0	0
ENSRNOG00000006228	3.01	222.502	329.01	191.01	76.01	167.243	1053.09	229.01	1565.59	1.01	255.01	675.01	193.01	0	83.1456	932.01	1555.86	0	370.812	354.01	392.01	4.01	2049.01	375.01	311.01	990.516	458.981	0	513.306	1056.01	441.01	576.01	1100.01	607.01	115.066	153.707	37.0106	1955.89	313.01	1284.64
ENSRNOG00000002343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	20.01	0	0	0	0	0	0	0	40.01	0	0	0	0	0	0	0	0
ENSRNOG00000016885	121.02	144.861	1.01	262.14	96.02	232.02	195.043	268.02	1050.3	1134.46	12.01	1.01301	1003.89	67.4245	509.02	711.106	508.071	1657.85	17.0359	0	273.02	0	3.01	746.02	389.02	472.039	1912.01	390.02	1184.17	116.02	1.01017	1390.89	97.02	96.02	787.02	160.02	87.0693	522.022	67.02	256.591
ENSRNOG00000008794	9.01	60.01	91.01	144.01	47.01	0	63.01	98.01	82.01	0	95.01	67.01	139.01	0	61.4979	32.01	0	0	16.01	45.01	0	0	146.01	66.01	218.01	120.01	0	1.01	70.01	200.01	140.01	0	343.01	68.01	181.01	11.01	0	604.01	0	108.01
ENSRNOG00000012473	29.01	236.01	127.01	58.01	82.01	91.01	263.01	25.01	96.4142	840.319	0	0	337.01	3.01	0	299.01	47.0663	64.01	31.01	5.01	0	0	0	1.24967	104.01	266.01	311.284	35.6597	139.01	89.01	0	162.01	0	71.01	210.11	47.01	90.01	25.0367	61.01	102.01
ENSRNOG00000047102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006813	286.616	71.01	210.01	202.01	50.01	108.01	0	89.01	1.01	0	189.01	381.01	0	1.01	197.01	50.01	0	0	65.01	10.01	0	0	289.01	0	0	0	1.01	2.01	1.01	0	59.01	1.01	0	140.01	0	72.1494	476.01	615.207	158.01	128.01
ENSRNOG00000058750	0	0	0	0	0	0	0	0	38.4637	0	17.01	0	68.5481	0	0	0	0	0	14.01	0	0	0	0	7.01	0	0	6.01	0	0	103.01	0	0	0	0	0	0	31.01	0	0	0
ENSRNOG00000054875	0	0	0	0	0	0	0	0	0	6.1199	0	21.6524	0	0	0	7.94265	0	0	0	0	9.65622	0	0	0	0	0	0	0	0	17.1359	0	4.97574	0	0	42.7046	0	0	1.78519	0	0
ENSRNOG00000011732	266.02	120.01	217.02	293.02	164.02	11.0735	499.985	340.02	485.02	7.01	100.02	285.02	101.02	75.02	176.02	224.02	655.544	0	137.02	32.01	12.0704	40.02	544.179	430.881	887.694	269.02	125.02	2.01	433.02	334.02	315.947	760.02	71.3741	200.02	399.773	134.02	146.01	1484.86	185.02	133.709
ENSRNOG00000025157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017130	10.2584	10.6445	3.88917	2.51351	6.55569	16.6104	21.9703	18.0393	24.613	52.8308	3.28925	2.06061	6.42475	9.87468	3.2257	8.14212	125.645	6.79195	1.01331	34.9885	144.272	5.93168	86.2614	40.6917	1.08359	1.09439	22.7678	88.4756	16.3504	86.3253	2.19542	1.07282	25.6976	2.11526	0	4.78164	1.15864	17.5679	12.2916	2.10988
ENSRNOG00000015134	208.282	237.01	678.01	708.486	62.01	519.01	697.217	395.01	485.229	1.01	149.01	403.923	395.01	95.01	521.943	917.974	1458.38	0	268.01	133.01	93.0503	0	1501.48	609.342	729.609	378.869	602.01	2.01	774.01	547.214	189.244	1716.1	804.71	209.01	2.01395	28.01	98.0777	1933.08	730.01	488.01
ENSRNOG00000006143	0	245.512	184.01	71.01	0	0	77.01	243.01	313.01	0	94.01	191.01	0	8.01	54.01	0	0	0	10.01	0	0	0	13.6585	187.01	35.01	0	164.01	0	0	18.1525	66.01	99.01	291.01	0	124.01	0	271.383	0	0	91.01
ENSRNOG00000029560	1.01616	0	0	0	0	0	1.0156	0	0	0	0	0	0	1.01538	0	0	3.08095	0	0	1.01101	0	0	0	0	0	0	1.01645	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016088	0	0	0	74.01	3.01	200.01	25.01	122.01	115.01	0	1.01	0	0	0	0	86.01	0	5.01	0	14.01	0	0	0	9.01	0	0	29.5401	0	131.01	46.01	0	0	0	0	20.1679	0	0	0	0	0
ENSRNOG00000048192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.01	0	0	0	0
ENSRNOG00000002975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004741	1194.01	403.01	922.598	953.695	575.01	1044.93	2192.84	839.873	1810.65	15.0597	321.01	1385.63	606.124	227.01	1326.93	1025.93	1451.63	33.0155	198.01	472.772	283.421	140.381	2172.42	713.832	1934.54	913.796	1446.28	236.48	1887.85	2062.79	499.881	2099.88	1654.54	529.947	1004.09	484.872	802.955	3332.79	1330.86	2099.67
ENSRNOG00000025023	214.94	0	0	170.293	1.01	0	292.336	0	367.853	266.217	0	158.489	230.053	74.2475	113.227	0	402.709	42.5128	64.0884	67.1493	3.01	0	154.41	19.6889	72.2344	13.6636	179.133	173.463	417.608	100.734	56.4839	250.01	1.31841	0	0	71.7321	0	0	216.748	111.925
ENSRNOG00000020519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028662	7.0817	0	2.0131	0	0	2.01526	1.01211	0	3.01724	12.0121	0	2.55007	4.11584	1.01039	2.0277	0	5.45693	14.4957	0	2.02008	1.02322	0	4.03502	1.01134	1.01115	4.02467	1.09066	24.2646	0	1.01197	1.01092	9.06617	5.06742	0	4.07264	1.01069	1.26049	25.843	3.01972	5.02597
ENSRNOG00000039587	0	0	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0	0	0	0	0	45.8355	0	25.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.01	0
ENSRNOG00000010725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003338	79.01	141.01	463.509	39.01	63.01	97.01	206.01	15.01	34.01	1.01	131.01	733.02	336.01	78.01	491.01	475.495	632.02	0	96.01	154.395	0	126.029	400.336	431.435	781.394	0	48.01	121.01	234.152	539.01	256.01	245.01	0	111.01	0	5.69422	237.01	1125.02	121.01	590.974
ENSRNOG00000019649	84.01	132.01	79.01	271.01	0	0	240.01	2.01	218.047	1.01	51.01	2.01	0	124.02	110.01	0	0	0	26.01	27.01	0	0	0	60.01	0	0	446.891	0	283.275	171.01	0	109.01	0	192.01	216.01	93.01	0	809.01	29.01	82.01
ENSRNOG00000055023	0	0	1.02468	2.21815	0	0	1.04043	0	3.20074	0	1.03496	0	1.02959	0	0	0	2.09735	0	0	0	1.01	0	4.1757	0	3.01	0	0	0	1.01	0	0	32.4252	0	0	0	0	1.04747	1.01875	1.01	4.1629
ENSRNOG00000006833	1.01	2.01	93.01	209.01	112.01	0	195.01	126.01	279.01	206.01	0	330.191	203.01	35.01	64.01	392.01	472.01	0	0	81.01	0	0	154.01	146.01	208.308	135.462	46.01	0	415.094	129.01	65.01	337.01	278.135	78.01	220.075	118.01	263.01	1.01	25.0228	274.01
ENSRNOG00000024846	0	0	0	0	1.01	0	0	0	89.01	43.0779	0	0	0	0	5.01	0	10.01	0	0	0	0	0	0	32.01	0	75.01	0	0	0	0	0	0	0	0	12.01	0	0	0	11.01	0
ENSRNOG00000055525	0	0	0	0	0	0	0	0	66.0249	0	32.01	0	0	0	0	0	0	0	13.01	0	217.01	0	0	0	0	0	0	95.01	0	0	0	0	0	10.01	1.01	2.01	0	0	0	0
ENSRNOG00000050201	0	0	0	0	0	0	0	0	0	0	0	95.01	0	32.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0
ENSRNOG00000058218	1.01	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	2.02264	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000028629	0	74.01	0	52.01	46.01	204.01	89.0567	0	239.01	0	88.01	175.01	0	17.01	130.01	195.01	302.01	0	37.3784	36.1035	0	3.01	0	50.01	238.01	0	15.0187	165.114	66.01	163.01	35.01	330.01	41.01	110.01	4.01176	42.01	1.01	0	45.01	0
ENSRNOG00000050998	0	0	0	0	0	0	0	11.7849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1966	0	1.1237	0	0	0	0	0	0	0	0	0	0	0	93.4498	0	0
ENSRNOG00000026262	0	0	0	0	0	0	14.8806	0	2.21373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSRNOG00000009058	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003075	0	43.01	0	78.01	38.01	180.01	0	0	211.01	0	0	59.01	0	13.01	30.1816	0	0	152.01	23.01	0	94.01	1.01	0	3.01	0	0	82.01	0	5.01	25.01	1.01	76.01	0	47.01	1.01	93.01	0	0	0	185.01
ENSRNOG00000046794	73.1589	80.01	101.01	115.01	11.01	0	3.01	0	266.182	16.01	31.01	0	7.01	58.01	0	39.01	150.01	0	90.01	35.01	0	0	0	145.01	2.01	0	156.01	0	0	0	0	1.01	0	0	0	58.01	200.01	33.01	0	38.01
ENSRNOG00000003643	0	0	0	0	34.01	0	0	0	0	0	0	0	0	0	0	23.01	0	0	0	0	0	0	0	23.01	0	0	0	0	0	33.01	0	88.01	0	0	0	0	0	0	0	0
ENSRNOG00000047647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042276	0	0	89.01	55.01	0	0	115.01	0	0	0	73.01	0	0	0	0	81.01	0	0	15.01	0	0	45.01	164.229	64.01	0	0	1.01	0	0	0	87.3062	0	0	0	0	53.01	0	0	37.01	0
ENSRNOG00000038169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.01	0	0	0	0	0	0	0	0	0	0	0	67.4126	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012563	7.01	4.01	0	28.01	9.01	0	96.01	84.02	0	0	0	0	0	42.02	0	0	0	0	0	0	79.02	0	1.01	0	0	0	0	0	1.01	67.01	0	136.037	0	0	0	0	310.134	0	0	0
ENSRNOG00000001797	63.01	122.01	162.01	153.625	40.01	113.01	0	102.01	8.01	0	42.01	0	183.01	24.01	59.01	261.01	0	0	47.01	41.01	0	1.01	139.01	246.01	381.01	0	0	0	0	128.01	56.1808	0	290.01	52.01	0	0	2.01	0	66.01	0
ENSRNOG00000001315	1.52931	69.8966	0	11.7664	5.01	0	0	19.01	1.01	20.0975	2.01	0	16.01	0	0	6.56644	0	55.0905	0	0	40.119	0	0	8.75543	4.01	0	62.7396	56.9587	0	8.57961	0	0	0	2.01	14.8796	0	11.2436	0	6.01	0
ENSRNOG00000020349	0	89.01	0	0	0	0	0	0	82.01	0	0	0	0	19.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047219	0	0	0	0	0	1.01	0	7.03794	0	0	0	9.01	1.01	11.01	0	0	0	0	17.01	24.01	0	0	0	1.01	0	0	0	0	17.01	0	1.01	0	0	0	19.1041	1.01	0	0	5.94759	0
ENSRNOG00000013269	0	0	0	0	0	0	0	0	213.907	0	0	0	2.01	0	0	0	0	0	0	0	149.01	0	0	0	0	150.01	0	0	0	0	0	0	0	32.01	0	0	0	194.01	0	144.004
ENSRNOG00000001378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.977	0	0	0	0	0	0	77.1538	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018162	0	0	0	0	0	0	0	0	0	0	0	0	0	43.01	148.01	0	0	0	10.01	0	0	0	0	45.01	0	0	0	0	0	0	0	0	137.01	55.01	0	0	0	0	0	0
ENSRNOG00000004255	0	119.01	0	1.01	37.01	42.01	0	0	532.01	0	2.01	138.184	1093.58	56.01	183.01	44.01	0	12.01	59.01	0	1.01	67.01	0	98.01	34.01	87.01	0	0	71.01	287.01	1.01	0	189.01	53.01	471.01	1.01	1.01	0	91.01	264.01
ENSRNOG00000018327	0	0	0	0	0	44.0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020736	0	0	265.01	103.01	1.01	0	177.01	0	85.598	0	0	0	0	0	0	0	162.01	1.01	0	0	54.01	2.01	234.01	0	0	0	0	0	0	109.01	0	0	157.01	0	0	0	0	0	0	0
ENSRNOG00000020497	0	86.02	96.01	125.02	38.01	0	206.02	1.01	260.02	0	48.905	52.0848	347.462	37.02	66.01	123.02	3.01	0	25.02	32.01	0	0	0	79.02	276.146	0	0	0	0	1.03566	56.02	119.02	0	60.01	0	1.01	1.01	268.16	70.01	0
ENSRNOG00000014654	71.3391	161.221	146.01	137.01	92.01	99.01	478.427	152.01	180.01	1.0101	51.01	470.573	108.01	12.01	56.01	71.2413	174.226	0	41.01	44.01	47.2827	0	376.477	106.275	212.01	65.01	54.01	0	110.915	362.01	161.01	334.01	153.01	97.01	168.043	72.3433	322.01	439.999	157.01	489.267
ENSRNOG00000057497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031814	0	0	64.01	87.01	0	259.161	1.01	0	0	0	36.01	214.01	0	0	158.01	0	0	0	64.01	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSRNOG00000048140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004367	0	0	0	0	3.01	1.01	155.01	0	0	0	0	51.01	0	0	0	0	44.269	0	11.01	0	0	0	0	25.01	0	14.01	0	0	0	68.01	0	144.053	1.01	0	0	0	0	0	0	0
ENSRNOG00000014237	0	0	0	0	16.01	0	101.01	52.01	0	205.01	0	1.01	0	0	125.01	93.1052	0	0	0	0	0	0	0	0	0	0	0	0	77.01	106.01	0	123.01	0	4.01	0	10.01	0	0	2.01	0
ENSRNOG00000001877	157.01	0	0	161.01	11.01	6.01	0	0	31.01	0	0	0	98.01	0	0	200.365	0	1.01	16.01	35.01	0	0	0	5.01	158.01	149.01	0	0	54.01	334.01	3.01	1.01	16.0187	34.01	43.01	0	0	0	0	0
ENSRNOG00000008450	0	45.01	4.01	0	36.9599	0	0	0	70.238	48.032	862.465	0	1.01	0	0	767.437	2973.55	0	1270.84	526.433	1261.6	1.01	2277.46	2046.16	1.01	65.0581	0	0	2.01	1049.18	4.64467	2.01003	0	2.01	2.01	0	3.55648	0	106.337	839.926
ENSRNOG00000005810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001599	0	0	0	112.01	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	13.01	0	0	0	6.01	14.01	0	0	0	0	13.01	0	0	0	0	159.01	0	0	0	0	0
