gene	21373_3_7	21373_3_8	21373_3_21	21373_3_31	21373_3_32	21373_3_50	21373_3_63	21373_3_64	21373_3_99	21373_3_113	21373_3_124	21373_3_131	21373_3_137	21373_3_138	21373_3_154	21373_3_158	21373_3_163	21373_3_167	21373_3_178	21373_3_188	21373_3_191	21373_3_192	21373_3_195	21373_3_208	21373_3_210	21373_3_219	21373_3_231	21373_3_233	21373_3_252	21373_3_275	21373_3_276	21373_3_295	21373_3_302	21373_3_310	21373_3_319	21373_3_326	21373_3_333	21373_3_341	21373_3_342	21373_3_360
ENSRNOG00000009894	0	0	0	19.8588	0	0	201.01	1.01	0	1.01	0	106.01	0	22.1605	0	0	136.935	2.01	0	10.2842	0	0	28.01	35.01	114.318	175.388	0	0	0	4.01	77.01	272.01	0	17.01	0	0	359.01	0	0	0
ENSRNOG00000006466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000026226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016224	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033207	0	0	0	0	0	0	0	0	0	7.38984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046257	0	0	0	1.01	0	0	9.01	0	121.02	0	47.01	81.01	361.152	0	80.01	2.01	1.01	3.01002	0	2.01	0	2.01	0	4.01	0	97.01	0	8.01	0	2.02419	47.01	9.01	58.01	24.0286	0	3.01	1.01	1.01	0	0
ENSRNOG00000002270	18.01	105.339	114.01	164.02	25.01	74.02	154.02	0	477.02	66.0731	91.7382	1.01	0	68.01	69.02	139.02	216.953	0	43.02	41.02	0	44.01	519.873	133.02	0	347.02	227.02	253.02	357.02	433.295	114.02	577.769	0	35.01	159.046	0	2.01	0	108.02	0
ENSRNOG00000000455	0	17.01	0	0	0	83.01	0	28.01	1.01	15.01	0	6.01	0	31.01	32.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.01	0	195.107	0	0	0	0	3.01
ENSRNOG00000058439	0	0	0	0	106.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	45.1257	0	0	0	0	0	0	0	950.354	0	0
ENSRNOG00000020505	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028384	22.01	0	0	0	27.01	0	0	0	83.01	0	0	90.01	132.01	0	0	51.01	0	3.01512	0	33.01	0	0	257.01	0	0	0	0	0	0	9.01	0	157.01	0	0	0	3.01	6.01	0	0	0
ENSRNOG00000012865	197.01	16.01	477.987	250.01	66.831	162.292	829.39	0	232.118	70.2225	7.50942	175.01	1.02616	0	382.01	2.0119	712.06	475.598	19.01	0	746.773	157.474	169.077	209.809	269.01	0	9.01608	39.315	191.01	31.5613	30.6637	1.01	110.324	161.01	0	91.01	619.01	1413.76	16.2249	208.213
ENSRNOG00000036661	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	1.01	0	0	0	1.01	0	0	0	0	1.01	0	0	0	0	0	1.01	48.01	0	0	1.01	0	0	0	0	0	0
ENSRNOG00000004538	0	51.01	0	65.01	45.01	32.01	0	109.083	31.01	172.01	14.01	0	0	68.01	253.01	17.01	0	0	6.01	0	0	0	0	0	0	395.305	154.01	0	0	17.01	0	115.01	0	0	600.01	0	0	0	14.01	0
ENSRNOG00000033980	3.52428	1.01	8.01	9.58362	0	0	0	0	0	21.4396	1.02155	0	0	0	15.2437	0	1.01	0	3.83293	0	11.7385	0	0	16.2834	0	9.79001	0	94.3558	0	21.0081	0	0	0	4.92936	0	0	0	0	0	0
ENSRNOG00000012019	77.01	0	29.01	0	56.01	0	0	104.01	92.01	1.01	0	346.01	415.624	0	0	368.01	0	0	39.01	132.01	0	0	0	302.01	0	0	321.843	1.01	404.01	189.01	136.01	1.01	1.01	27.01	0	15.01	0	0	0	0
ENSRNOG00000051704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053384	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	91.01	0	0	0	0	0	16.01	3.01	0	0	0	0	0	0	0	0
ENSRNOG00000060436	118.684	98.4584	0	117.931	36.6849	7.64289	392.249	37.3708	71.7718	22.3556	7.62404	29.032	0	0	92.2925	0	127.753	0	16.01	17.4285	0	0	3.61358	31.9604	53.116	97.616	7.61498	20.9025	49.5161	123.996	0	298.225	0	42.9846	2.45809	2.73816	5.6191	678.305	52.0977	171.943
ENSRNOG00000031174	0	10.01	0	0	13.01	0	63.01	0	15.01	1.01	0	13.8342	0	5.01	168.961	153.02	0	457.316	24.01	12.01	0	0	13.01	0	0	23.01	0	0	2.01	0	36.02	13.01	255.948	0	0	0	42.01	0	10.01	0
ENSRNOG00000000988	177.01	0	0	113.01	1.01	0	122.01	248.01	0	0	72.01	63.01	416.01	0	0	91.01	0	0	0	0	0	0	0	107.01	18.01	0	0	0	2.01	135.01	1.01	299.01	0	0	3.01	0	0	0	126.01	0
ENSRNOG00000015588	0	174.01	0	60.2464	0	0	121.01	0	0	0	0	0	0	20.01	2.01	0	78.083	0	0	0	1.01	2.01	0	0	0	0	0	0	3.01	116.01	0	0	66.01	1.01	0	0	0	0	76.01	0
ENSRNOG00000053515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057127	97.1438	15.5531	4.90714	11.8991	12.3953	146.044	7.06811	14.1757	37.9029	61.8599	86.8058	21.5198	20.3488	0	14.9939	34.9772	181.882	83.5059	1.19831	17.2754	120.055	9.68638	118.088	25.2233	113.627	9.60801	52.2435	67.1109	10.8249	102.202	31.2887	74.6876	7.26175	20.0824	12.8294	5.72786	55.0476	70.3825	16.0613	0
ENSRNOG00000037580	343.01	189.01	130.01	606.01	226.01	201.01	293.229	178.01	573.47	0	49.01	94.01	990.01	246.01	1.01	383.01	589.922	0	145.01	50.01	19.01	7.13431	712.889	359.01	283.01	397.01	311.01	1.01	22.01	519.398	99.01	515.324	1085.77	205.681	277.818	141.763	426.891	1176.01	308.01	311.01
ENSRNOG00000013171	8.04909	0	0	0	5.01	0	28.1593	0	0	9.02185	0	0	4.01517	0	0	0	14.0539	5.08901	0	0	4.01319	1.01095	5.06524	2.26986	0	2.01	0	7.01737	0	3.01173	0	0	0	0	0	0	1.01595	44.1423	0	0
ENSRNOG00000014634	164.01	0	0	18.01	31.01	70.01	0	48.01	110.01	11.0147	20.01	0	156.01	34.01	112.01	0	0	0	0	0	64.01	43.01	0	68.01	84.01	11.01	68.01	0	0	67.01	30.01	143.01	0	44.01	0	0	392.01	0	0	155.01
ENSRNOG00000012163	0	0	54.01	32.01	0	56.01	0	10.01	0	0	0	0	123.01	17.01	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	55.01	47.01	0	0	0	37.01	0	0	0	0	0	0
ENSRNOG00000019550	138.283	195.02	192.02	98.188	0	0	0	0	0	0	66.02	32.01	0	100.02	0	173.02	0	2.01	31.02	29.02	0	1.01	0	139.02	0	0	0	0	0	172.01	0	1.01	1.01	0	216.135	1.01	0	440.021	0	0
ENSRNOG00000058133	54.01	0	61.01	0	0	25.01	33.01	0	131.01	0	0	0	0	0	35.01	9.01	0	0	0	4.01	0	0	36.01	16.01	0	0	24.3263	0	0	38.01	0	0	0	5.01	0	0	0	0	0	0
ENSRNOG00000000048	39.01	52.01	0	220.01	45.01	0	807.983	61.01	244.01	3.01	18.01	135.01	245.01	163.01	166.01	294.01	58.01	0	67.01	91.01	0	0	117.01	103.01	96.01	106.052	381.01	3.01	171.01	466.151	0	269.01	93.01	0	294.01	135.01	149.01	434.094	57.01	117.01
ENSRNOG00000009163	17.01	24.01	22.7007	63.01	5.01	23.01	33.01	16.01	23.01	0	4.01	0	63.01	11.01	40.01	60.01	40.1105	55.1465	9.01	9.01	38.1185	0	0	58.0385	51.01	90.8772	27.5713	0	110.315	20.01	32.01	274.01	164.412	15.01	116.228	39.01	32.01	199.01	4.01	0
ENSRNOG00000059406	20.01	0	181.01	9.01	0	23.01	505.01	86.01	151.01	293.97	5.01	172.01	280.584	24.01	0	1.01	0	1105.06	0	0	1061.18	0	12.01	78.1702	122.01	165.01	142.232	361.01	1.01	3.01	25.01	151.143	63.01	38.01	117.245	86.01	0	156.01	53.01	145.01
ENSRNOG00000000473	15.02	3.01	7.01	2.01	0	8.02	12.02	15.02	7.01	3.01	5.01	3.01	55.01	5.01	3.04606	0	10.02	21.01	4.01	11.01	0	4.01	4.01	2.01	10.01	4.01	3.01	3.01	8.02	28.02	7.02	0	2.01	9.01	18.01	0	0	14.0563	0	8.01
ENSRNOG00000039776	0	0	0	1.01	95.01	171.01	333.01	212.01	55.01	0	55.01	95.02	123.01	26.01	440.457	0	723.01	0	32.01	46.0777	0	0	1.01	175.187	285.01	0	0	0	327.422	0	105.02	252.126	0	0	0	0	295.01	0	3.01	0
ENSRNOG00000029889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059381	302.01	0	1.01	52.01	0	53.01	0	28.7896	86.2893	0	28.01	1.01	208.01	2.01	16.01	0	0	0	15.01	32.01	0	0	0	35.01	127.01	0	0	0	88.01	76.01	0	17.01	0	0	3.01	27.2681	0	0	21.963	101.83
ENSRNOG00000059625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048870	0	204.01	137.01	140.01	77.01	0	127.014	0	0	3.011	0	0	351.01	0	0	0	1.01	1.01	0	2.01	0	0	87.01	3.01	0	0	1.0174	0	3.01	0	0	158.01	394.01	0	0	1.01	0	0	0	0
ENSRNOG00000012815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01
ENSRNOG00000009899	0	125.01	0	4.01	0	0	0	134.01	144.219	0	1.01	0	0	84.01	1.01	0	0	0	0	20.01	65.01	0	0	175.017	0	20.01	0	0	0	116.01	0	0	6.01	0	0	0	0	0	0	208.01
ENSRNOG00000053751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09385	0	0	0	0	1.03738	0	0	0	0	0	0	0	0	2.07428	3.99954	0	0	0	0	0	0	0	0	3.03975	0
ENSRNOG00000012503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019288	0	0	0	0	0	0	173.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.01	0	0	0	66.01	0	0	0	0	0	0	0	32.01	0	0	0	0
ENSRNOG00000004001	0	0	0	0	0	0	0	152.826	0	12.01	0	0	175.01	0	116.01	50.01	0	0	38.01	0	0	0	0	1.01	65.01	163.01	0	0	0	78.01	1.01	0	0	14.01	0	36.01	0	219.002	0	91.01
ENSRNOG00000009910	0	0	0	0	0	0	43.01	0	149.01	0	0	163.01	22.01	28.01	0	0	0	0	0	0	0	0	0	0	0	0	60.01	0	0	0	0	0	0	0	1.01	51.0468	0	0	0	0
ENSRNOG00000017495	0	0	0	109.01	0	35.01	0	253.01	105.01	0	0	0	279.01	33.2342	0	0	0	0	0	0	0	0	0	1.01	0	119.01	247.01	0	0	43.01	70.01	0	101.102	72.01	0	0	0	1305.01	1.013	136.01
ENSRNOG00000026740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055634	39.0981	11.6189	16.2558	39.3243	12.8751	0	0	22.6303	23.0188	0	16.0356	0	0	19.0691	16.0982	0	65.4133	0	13.2781	11.0635	1.01	0	0	7.97113	56.724	0	20.5991	0	0	44.8695	0	17.758	0	0	2.98215	0	35.2858	93.8093	0	21.9388
ENSRNOG00000046420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.9578	0	0	0	0	0	0	0	0	0	0	0	0	14.01	0
ENSRNOG00000024562	2.02057	0	189.911	55.01	0	1.22186	0	106.953	0	0	0	0	0	2.03897	0	1.01	0	5.13401	0	0	0	0	0	0	0	0	0	1.04767	0	0	0	0	0	0	0	0	0	0	44.1667	0
ENSRNOG00000060335	0	0	0	106.02	36.02	16.01	571.02	0	226.83	0	71.01	224.02	40.01	30.01	76.01	108.01	5.01	101.01	1.01	33.02	1.01	11.01	0	40.02	84.01	178.02	91.5706	1.01	132.063	195.212	69.01	390.109	129.02	0	0	0	0	1.01	4.01	82.02
ENSRNOG00000009290	0	0	184.01	0	0	0	152.01	0	0	0	0	14.01	140.01	0	0	81.01	2.01	0	15.01	36.01	0	0	0	103.01	110.01	0	66.01	0	0	0	0	170.01	19.0325	1.01	0	0	317.01	0	33.01	0
ENSRNOG00000010685	0	0	0	0	0	0	0	0	41.0268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	78.0946	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012994	11.01	0	0	107.01	1.01	0	0	193.01	191.01	1.01	0	0	0	168.01	73.01	0	0	0	13.01	0	0	0	0	0	161.01	0	0	0	72.01	189.01	0	490.01	0	9.01	0	0	163.01	0	0	0
ENSRNOG00000025895	0	0	0	0	0	0	0	0	0	0	0	0	1.01632	0	0	0	0	0	0	0	0	0	0	0	1.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047611	91.3852	83.3246	0	48.32	0	0	79.1045	51.2418	7.37212	3.01	28.01	0	27.2139	4.9707	106.542	99.0288	185.132	0	1.23522	3.55583	0	1.01	109.528	9.43592	305.837	100.806	74.425	0	5.2495	142.739	28.7307	91.0717	103.02	20.8454	25.7951	28.0031	1.01	126.794	3.67717	2.05016
ENSRNOG00000016391	30.0588	111.783	57.01	0	26.6556	60.6808	41.51	88.9077	121.17	0	0	171.409	6.51315	91.9652	69.6408	138.51	0	0	0	1.01	0	0	99.5857	38.7249	15.51	351.161	0	0	82.3038	62.5356	0	64.1846	0	19.094	98.5678	13.01	171.51	210.321	27.01	124.51
ENSRNOG00000021324	0	75.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006248	2.01	0	0	4.01522	14.01	0	0	0	0	29.01	0	0	0	0	0	0	387.01	0	1.02833	0	0	0	0	0	92.02	0	0	0	50.02	292.02	0	46.9602	0	0	0	0	0	0	0	0
ENSRNOG00000001506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSRNOG00000032424	0	0	0	0	0	0	0	0	1.01	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013884	0	0	0	78.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.4043	0	0	0	0	25.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000028063	0	0	147.01	0	0	1.01	0	1.01	0	3.19028	35.01	9.01	157.928	0	0	7.01	5.01	0	0	0	0	0	0	34.01	7.01158	0	29.01	0	0	0	0	188.01	0	12.01	0	50.01	0	0	0	121.01
ENSRNOG00000021345	7.63396	0	10.1526	3.02839	4.04214	0	0	0	0	9.15288	0	0	0	0	0	0	9.94889	0	0	1.1804	16.1832	2.01433	27.3081	6.39595	3.09039	3.30038	16.3572	0	0	67.1856	0	0	0	3.03645	1.0228	0	3.02105	1.02536	0	1.01197
ENSRNOG00000013167	1.01	0	18.01	85.01	5.01	0	18.01	62.9076	27.01	1589.7	123.01	6.01	257.01	16.01	0	0	349.495	0	187.519	115.921	1906.41	0	1.01	497.383	0	51.6186	0	77.5087	20.01	442.448	0	140.536	66.8444	24.4145	73.0926	6.01	0	1.01	67.01	29.2732
ENSRNOG00000020701	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08356	0	0	0	0	0	0	224.065	0	0	135.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016322	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.01	0
ENSRNOG00000054669	42.02	20.01	0	0	0	57.01	120.01	0	0	0	0	23.01	0	0	0	271.01	74.01	0	0	0	0	0	62.02	0	160.01	0	0	0	0	0	43.01	18.02	0	0	0	30.01	0	0	0	0
ENSRNOG00000038025	0	0	0	108.01	0	0	0	0	234.01	0	0	0	126.01	36.01	0	136.01	0	0	13.01	24.01	0	0	0	143.01	97.01	196.566	177.421	0	164.485	8.01	0	0	0	0	0	45.01	0	0	0	0
ENSRNOG00000033234	196.01	2445.93	1.01	0	27.01	356.01	0	407.01	0	1396.01	0	0	987.01	105.439	81.01	0	0	0	0	0	0	21.01	0	0	0	675.222	747.01	0	0	29.01	0	0	0	283.01	405.881	152.01	0	0	0	0
ENSRNOG00000032820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0
ENSRNOG00000052704	0	131.01	5.02	0	0	0	0	49.0543	240.966	0	32.01	2.03177	127.01	0	132.01	0	0	0	23.01	0	0	0	0	1.01	0	0	0	0	175.01	0	60.953	1.01019	0	0	11.02	0	0	0	101.01	6.02
ENSRNOG00000021081	286.01	0	308.01	68.01	85.01	61.01	447.01	526.618	757.01	1.01	7.01	48.0972	346.01	49.01	131.662	0	1.01	0	15.01	40.01	0	109.01	1.01	165.01	409.694	2.01179	0	41.01	418.01	249.01	0	155.01	216.268	0	405.01	97.3251	0	0	65.01	105.01
ENSRNOG00000046314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014450	59.02	0	0	15.01	9.01	0	0	155.851	60.01	0	0	3.01	0	27.01	0	0	0	0	0	0	0	0	0	34.01	0	0	0	0	0	0	0	175.01	1.01	0	11.01	2.01	0	0	0	0
ENSRNOG00000024437	84.6036	72.4357	0	448.999	10.4159	97.8879	83.3246	32.5466	51.6624	14.5399	4.01	82.1687	286.968	95.01	349.368	151.01	0	5.01666	25.01	0	0	0	300.409	0	281.439	655.047	0	391.126	0	168.57	0	381.437	0	42.01	130.42	13.1265	0	0	3.01384	0
ENSRNOG00000000958	0	1.17012	0	0	1.01	0	0	0	0	0	0	0	20.4666	0	17.2927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70413	0	0	0	0	0	0	0	0	0	5.2892
ENSRNOG00000004143	97.3558	0	119.01	1.01	0	353.481	410.01	248.01	155.01	1.01	54.01	298.01	248.01	31.01	0	299.01	0	0	48.01	9.01	0	13.01	401.01	16.01	1.01	57.0726	281.01	0	192.01	227.017	127.01	600.01	436.01	35.01	3.08558	44.3105	648.998	0	58.01	306.01
