gene	21373_3_39	21373_3_72	21373_3_77	21373_3_78	21373_3_91	21373_3_92	21373_3_96	21373_3_104	21373_3_109	21373_3_110	21373_3_117	21373_3_128	21373_3_133	21373_3_142	21373_3_155	21373_3_156	21373_3_179	21373_3_205	21373_3_229	21373_3_230	21373_3_242	21373_3_259	21373_3_260	21373_3_266	21373_3_291	21373_3_292	21373_3_298	21373_3_305	21373_3_315	21373_3_316	21373_3_322	21373_3_330	21373_3_372
ENSRNOG00000032740	109.01	50.01	238.645	29.497	140.839	46.6796	8.01	78.9422	77.9974	35.278	183.052	31.9786	114.138	45.9884	189.983	120.875	97.9789	165.509	97.7096	45.01	72.9965	195.01	94.01	26.01	167.826	149.831	127.884	43.01	55.01	13.01	32.01	56.01	40.01
ENSRNOG00000016343	234.036	0	0	33.01	432.01	34.01	74.01	0	87.01	265.01	78.01	1.01	0	1.01	0	0	166.01	544.372	1176.3	0	0	241.01	1.01	74.01	51.01	95.01	56.01	0	40.01	80.01	0	0	0
ENSRNOG00000026212	21.3871	28.5455	51.4613	13.1956	0	0	0	0	106.177	0	0	17.01	0	0	467.345	137.01	0	153.548	73.7213	0	0	0	0	43.8019	0	48.8805	9.18144	0	81.5444	17.4238	0	0	4.01
ENSRNOG00000011841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01169	0	0	34.212	3.03094	1.01594	2.02032	0	0	0	0	0
ENSRNOG00000013407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049394	140.881	132.52	46.01	32.52	59.3259	33.01	25.51	50.01	148.91	124.645	68.0437	41.4126	63.01	58.02	108.01	60.854	132.468	117.53	127.729	18.4034	43.52	157.51	76.2145	23.51	155.821	97.51	70.349	157.602	50.51	27.51	37.51	41.7466	52.03
ENSRNOG00000005003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014212	0	0	0	16.01	0	0	9.01	0	78.01	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0
ENSRNOG00000022609	0	0	0	0	0	0	0	0	61.01	0	0	0	36.01	0	0	0	73.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSRNOG00000017595	350.544	84.01	416.01	9.01	503.515	30.01	49.01	83.01	82.01	116.01	196.987	144.01	233.973	68.01	203.869	370.992	173.01	289.01	268.01	114.01	115.01	36.01	197.996	49.5098	150.01	178.006	143.01	1.01	1.01	25.01	6.01	22.01	66.01
ENSRNOG00000059061	215.788	223.902	280.453	33.01	168.01	64.01	46.01	137.01	286.645	75.2964	169.692	43.01	176.662	98.8549	159.763	252.538	306.337	187.01	88.1737	68.7942	94.01	522.597	207.861	56.8025	214.256	181.01	166.993	0	219.67	20.01	74.8294	61.01	40.01
ENSRNOG00000016758	0	123.02	0	13.01	0	56.01	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	194.01	0	143.01	12.01	104.01	0	21.01	0	63.01	5.01	0	0	22.01
ENSRNOG00000025669	0	0	192.01	0	0	0	0	56.01	78.01	0	139.01	7.01	0	0	0	223.01	0	0	0	0	0	0	0	9.01	107.01	0	64.01	0	0	0	0	0	15.01
ENSRNOG00000058752	0	0	0	0	0	0	0	0	0	0	204.01	0	0	0	0	0	0	100.01	124.01	28.01	0	0	0	0	0	0	127.546	316.452	0	10.01	0	0	0
ENSRNOG00000002838	219.03	272.03	0	27.02	206.03	19.01	60.02	352.03	50.0299	154.02	0	35.02	0	0	148.03	0	198.03	328.03	141.03	64.02	43.02	176.03	249.03	18.01	414.662	0	255.05	0	66.03	2.01	23.02	115.04	206.07
ENSRNOG00000010423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049104	0	2.30691	19.6668	1.02684	6.0704	0	1.02259	2.20202	44.8743	4.0606	0	17.6804	5.12902	0	54.8862	1.01068	2.03931	1.02135	24.1599	1.10271	3.1042	14.261	8.22287	0	24.4077	2.47326	16.185	261.572	153.995	0	3.07692	34.7229	1.02018
ENSRNOG00000009773	0	0	0	0	0	0	0	0	0	0	1.01	1.01	1.01	1.01	146.01	0	0	149.01	1.01133	4.01	0	368.038	0	0	0	0	0	169.01	1.01	0	0	0	0
ENSRNOG00000057173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63839	0	2.03074	0	0	0	0	0	1.79703	0	0	1.01225	1.03219	6.01	0	0
ENSRNOG00000001204	418.01	0	164.01	83.01	0	0	64.01	282.168	125.01	76.01	0	0	70.01	34.01	158.01	0	0	137.014	386.01	0	0	284.018	53.01	40.01	687.552	134.01	1.01	119.01	211.01	0	0	0	0
ENSRNOG00000023385	513.458	201.467	246.01	97.8981	299.422	137.01	102.01	284.655	318.716	169.947	300.362	112.685	268.903	162.077	505.245	261.246	418.745	336.708	400.796	115.309	253.963	547.755	209.361	70.01	572.803	237.972	321.33	190.93	237.182	81.4714	96.9673	70.7541	72.01
ENSRNOG00000045948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020264	504.01	0	0	51.01	1.01	6.01	48.01	156.01	1.01	22.01	0	22.01	175.01	3.02324	129.01	306.262	136.01	289.257	4.01	0	0	0	0	31.01	0	0	17.01	0	51.01	0	0	0	26.01
ENSRNOG00000017660	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.01	0	0	0	0	0	0
ENSRNOG00000006697	141.01	0	0	16.05	0	0	0	193.01	35.01	97.01	146.01	21.01	131.01	85.01	131.01	0	0	906.01	2.01	164.01	0	0	0	25.01	245.01	154.01	76.01	121.477	0	31.01	14.01	68.01	52.01
ENSRNOG00000031773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0473	0	0	0	0	5.01	0	0	0	0
ENSRNOG00000049708	0	0	0	0	0	0	0	31.7928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010975	486.045	0	213.01	97.01	0	26.01	0	170.026	0	201.098	9.01	9.01	141.01	0	93.01	37.01	90.7692	189.01	195.557	15.01	28.01	480.237	43.01	46.01	155.01	292.01	422.01	824.068	20.01	40.01	36.9695	83.01	83.01
ENSRNOG00000019915	1.01	0	0	0	0	0	0	155.01	0	0	0	28.01	0	0	0	0	165.01	198.01	101.01	0	0	0	0	0	166.01	0	30.01	0	65.01	0	32.01	0	0
ENSRNOG00000023908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000023216	165.155	70.01	0	13.01	0	10.01	0	78.01	0	4.01496	0	61.01	8.01	0	0	0	103.01	0	0	0	0	0	125.01	0	0	0	0	0	0	19.01	0	21.01	0
ENSRNOG00000048337	0	0	0	0	0	0	0	0	0	0	71.1777	12.6402	0	0	0	0	0	0	0	0	30.0622	0	20.4341	0	55.1301	0	0	0	0	12.5037	0	0	0
ENSRNOG00000004598	0	0	0	0	0	0	0	0	0	0	0	21.01	0	0	0	0	0	0	0	86.01	0	0	0	0	0	0	111.01	0	0	0	0	0	0
ENSRNOG00000023230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSRNOG00000030296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03016	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSRNOG00000022766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014153	0	0	111.109	26.01	0	1.01	0	4.01	127.01	12.01	0	15.0792	92.01	0	100.01	0	0	314.01	166.01	5.01	0	1.06969	99.01	0	163.01	232.01	0	0	67.01	0	54.01	0	45.01
ENSRNOG00000059142	0	0	0	0	0	0	0	0	0	0	81.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.01	0	78.01	0	0	0	0
ENSRNOG00000018023	0	0	0	0	0	0	0	120.02	0	0	174.02	39.2314	100.02	0	1.01	0	0	0	119.02	2.01	0	0	47.01	13.01	0	0	67.02	36.02	0	0	28.01	51.02	39.02
ENSRNOG00000006711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147.01	0	0	0	0	0
ENSRNOG00000020165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.01	9.01	0	0	0	0	17.9597	0	0	0	0
ENSRNOG00000003359	164.887	104.01	290.01	11.01	0	66.01	44.02	64.01	41.01	23.02	1.01	0	0	0	0	114.01	195.01	0	135.02	0	0	248.01	38.01	29.02	1.01	170.02	10.01	0	125.01	0	5.01	35.01	28.01
ENSRNOG00000001750	0	0	0	0	0	0	0	0	0	72.01	0	0	1.01	0	0	0	73.01	0	0	16.01	0	0	0	0	0	0	0	0	0	0	0	23.01	0
ERCC-00150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019848	265.622	150.038	107.858	47.6001	170.154	16.4692	80.3574	172.52	219.725	554.519	173.292	80.7178	37.1571	264.888	688.715	139.29	141.768	561.01	616.16	73.7376	357.373	604.01	71.5288	122.382	202.574	233.813	166.48	2121.38	194.01	128.217	238.419	54.01	84.3027
ENSRNOG00000021555	35.3289	12.1708	28.9651	6.90928	19.5156	1.51048	4.09735	18.0285	27.5521	26.5376	21.9122	30.8684	13.9658	5.9158	32.9214	16.4536	45.278	41.1676	56.1892	10.5862	83.7114	34.4143	34.7569	5.76284	362.821	32.2446	43.423	114.47	20.531	6.48161	11.3169	13.488	4.89668
ENSRNOG00000012428	0	0	0	0	0	0	0	0	0	9.1997	0	0	20.6642	0	3.03419	0	0	0	44.9563	0	0	3.10205	26.9327	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050223	0	0	0	0	78.01	21.01	0	0	0	0	1.01	16.01	0	0	0	0	229.01	0	110.01	56.01	0	0	125.01	29.01	22.0192	0	0	448.17	25.01	0	0	43.01	0
ENSRNOG00000020140	102.076	0	0	0	0	21.01	0	0	32.01	0	0	9.01	34.01	0	0	0	0	17.01	183.01	0	57.01	0	33.01	6.01	7.03142	0	17.01	10.01	0	0	0	0	0
ENSRNOG00000002350	0	0	0	0	0	0	0	66.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015644	1.02157	1.17015	0	0	32.8181	20.01	1.01365	6.48615	0	91.8843	0	16.01	39.01	53.01	102.344	0	0	0	1.99442	38.1425	0	2.13788	0	0	44.5622	6.64571	0	231.533	10.1103	0	1.16104	0	0
ENSRNOG00000009875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002381	2.18824	0	0	3.07203	8.01191	0	0	0	0	6.94346	0	2.03452	2.25436	2.42599	0	5.91934	6.163	1.20108	7.53376	0	1.01	1.36352	3.7976	0	3.01148	0	0	5.19074	3.65151	0	0	0	1.08971
ENSRNOG00000007003	0	0	0	0	0	0	0	58.01	0	0	0	0	0	0	0	0	0	0	442.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047287	108.01	46.01	0	1.01	0	10.01	40.02	123.01	29.02	0	11.0549	10.0367	0	0	171.01	1.01	183.196	4.01	165.171	0	86.01	0	127.01	34.01	19.02	25.01	32.063	54.01	59.1114	0	23.01	12.01	13.01
ERCC-00157	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057040	0	0	45.2504	1.01233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	0	0	0	4.09918	1.14879	0	0	0	4.17184	0	0	0	0
ENSRNOG00000054725	346.534	0	0	0	0	1.01	9.01	0	0	0	0	0	36.0186	0	0	0	0	0	0	0	45.2649	0	0	0	0	0	0	331.907	0	0	0	0	2.02068
ENSRNOG00000010452	275.01	129.01	238.651	0	407.047	100.01	124.01	640.862	0	150.312	583.01	97.9993	95.01	1.01	713.653	1.01	211.304	829.918	184.264	47.2506	571.955	1266.3	704.929	173.01	702.476	268.4	867.72	1498.45	322.01	0	191.204	183.01	96.01
ENSRNOG00000007422	51.01	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055641	0	0	285.02	0	21.01	19.01	0	29.01	0	0	41.01	0	0	0	0	212.01	174.01	0	0	55.01	0	0	0	11.01	0	621.54	0	0	11.01	0	32.01	95.01	18.02
ENSRNOG00000019869	2.01	0	1.01	0	0	0	0	0	9.01	0	0	0	0	0	0	0	6.01	0	9.01	0	0	1.03	0	6.41174	0	0	6.25664	1.04101	0	0	1.01	0	1.01
ENSRNOG00000049232	0	0	0	11.1483	35.01	0	0	21.3593	45.8241	60.01	110.294	3.01	92.2846	0	0	15.01	1.01	0	25.0223	0	7.09468	32.3091	0	13.01	130.01	42.8432	67.6864	172.01	26.3122	7.17821	22.01	13.01	14.01
ENSRNOG00000002097	0	111.01	0	0	290.01	0	0	467.01	47.01	117.01	0	0	0	11.01	0	0	74.01	0	222.01	30.01	0	1.01	0	8.01	0	1.01	70.01	423.01	2.01	0	135.01	4.01	0
ENSRNOG00000010125	380.01	45.01	0	0	0	30.01	22.01	2.01	50.01	0	168.472	25.01	104.01	1.01	151.01	0	128.01	0	128.01	27.01	101.01	198.01	13.01	0	362.01	0	221.01	252.01	80.01	0	2.0617	38.01	21.01
ENSRNOG00000019326	141.01	127.01	23.01	51.01	13.01	40.01	67.02	111.01	44.01	58.02	250.01	38.01	40.1244	0	99.1293	225.01	84.01	120.173	163.01	81.01	139.314	206.498	110.27	3.01	171.02	249.38	124.02	0	174.352	22.01	41.01	112.01	42.02
ENSRNOG00000050071	0	0	0	0	0	7.01	0	54.01	0	0	236.01	1.01	0	0	1.01	0	0	0	146.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016780	0	0	0	0	0	13.01	0	0	0	0	0	0	1.01	82.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045535	165.01	25.01	382.431	19.01	194.342	18.01	0	104.01	188.496	0	283.141	35.5403	240.684	70.6788	447.025	89.7724	138.01	36.962	138.149	58.1665	82.8439	108.01	79.01	66.9455	301.637	223.184	0	1.01	2.01	12.8374	30.01	101.01	17.7906
ENSRNOG00000000499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008329	139.01	157.01	214.423	74.01	189.01	91.01	14.01	203.01	117.01	115.367	249.991	54.0816	91.3162	111.591	236.506	85.01	129.173	129.268	218.01	31.01	77.01	237.01	92.3383	65.1308	218.01	162.4	130.774	263.32	194.01	50.0293	41.01	70.01	9.01
ENSRNOG00000021750	1.01	444.302	280.877	38.01	495.656	73.5519	0	50.01	240.01	88.01	0	142.01	14.01	0	250.01	65.3915	0	146.01	290.866	0	59.01	291.384	0	54.01	1097.01	505.882	345.585	1.01	1259.23	69.01	1.01	67.01	47.01
ENSRNOG00000037275	3.61401	2.23749	25.5353	4.03605	0	1.116	2.35054	0	0	10.0786	0	2.90171	7.82975	0	4.08836	1.01302	1.09383	0	6.20919	3.04366	6.49732	5.19974	8.12231	0	12.4355	6.61708	102.033	28.3037	4.91015	0	2.08858	2.33547	2.24066
ENSRNOG00000007324	0	0	0	0	0	0	0	81.7539	0	0	0	0	2.29378	0	0	0	123.151	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009515	194.01	190.02	275.02	48.02	305.02	43.01	69.02	236.233	138.02	0	165.02	16.01	59.02	1.01	0	376.019	539.338	430.019	285.02	72.02	100.02	152.02	0	14.01	154.02	284.264	237.84	1.01	128.019	16.01	123.02	102.02	0
ENSRNOG00000022071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004345	1.01	0	1.01	0	22.0193	0	0	0	0	9.01	1.01	0	1.01	1.01	0	0	3.02612	0	0	1.01	1.01	2.0106	0	7.01	1.01	1.01	0	94.0777	0	0	33.01	2.01	0
ENSRNOG00000018033	2.01	85.02	4.01	27.01	111.823	56.04	1.01	142.02	0	45.01	0	3.01	70.01	5.01	47.02	43.4771	0	69.01	77.7326	52.4258	89.02	192.928	124.03	30.03	1.01831	13.5409	72.8317	675.04	136.02	22.02	31.03	3.01	34.02
ENSRNOG00000001211	155.969	0	582.01	52.01	105.01	39.01	44.01	0	61.1258	71.01	196.01	0	174.694	133.01	165.01	0	344.395	127.01	95.01	45.2282	0	372.128	175.01	37.01	80.01	377.463	139.01	164.283	0	0	27.01	43.01	57.01
ENSRNOG00000011820	0	0	0	0	0	2.01	0	13.281	0	0	0	0	1.08484	0	7.04536	0	0	1.01	1.01142	5.57966	1.12428	3.01249	1.0179	0	0	0	140.934	17.0591	0	0	4.01	0	0
ENSRNOG00000003227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003971	0	0	0	96.01	0	2.01	9.01	8.01	0	71.01	215.02	14.01	51.01	0	0	36.01	176.01	0	269.01	75.01	111.02	0	138.02	36.01	365.01	1.01	100.01	329.078	300.01	39.02	48.01	55.01	0
ENSRNOG00000008271	125.01	0	0	76.01	0	37.01	0	187.01	0	16.0176	0	53.01	0	0	26.0321	156.01	291.01	191.01	0	0	0	0	143.01	60.01	46.01	0	331.01	0	0	23.01	0	0	0
ENSRNOG00000019181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009994	50.01	78.01	96.01	0	0	29.01	0	148.01	0	0	146.105	28.01	40.01	0	0	0	0	158.246	121.01	31.9404	0	0	84.01	43.01	126.01	32.01	141.01	0	65.9411	0	32.01	39.01	36.01
ENSRNOG00000002627	0	114.01	0	0	0	2.01	0	0	11.01	0	0	19.01	0	0	0	269.168	0	365.01	0	0	39.01	0	105.01	7.01	144.01	1.01	0	333.01	0	0	0	15.01	80.01
ENSRNOG00000003861	130.01	0	0	0	0	0	0	66.01	47.0499	99.01	0	4.01	0	1.01	0	0	88.01	0	71.01	0	11.01	0	70.01	0	0	1.01	85.01	462.01	105.01	26.01	0	0	0
ENSRNOG00000016071	0	33.0903	117.737	18.01	0	1.01	0	1.01	88.01	156.01	0	0	33.01	0	0	0	0	1.01	0	73.01	0	0	1.01	26.01	102.01	74.01	0	0	1.01	15.01	0	0	1.01
ENSRNOG00000018704	0	116.01	0	0	1.01	36.01	21.01	21.01	12.01	0	1.01	38.01	0	0	171.01	0	179.01	0	38.01	0	0	291.01	145.01	0	113.01	66.01	0	301.01	95.01	0	31.01	0	49.01
ENSRNOG00000054840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001396	99.01	105.01	166.307	39.01	108.28	58.01	21.6826	83.01	48.01	124.326	0	44.01	154.01	75.01	0	0	134.01	0	62.01	0	255.01	76.1436	0	10.01	462.01	183.01	95.01	1.01	312.01	44.01	41.2996	131.01	39.01
ENSRNOG00000020731	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.40771	0	0	1.01	0	0	0	0	4.6067	0	3.01	0	0
ENSRNOG00000047907	0	102.01	0	0	0	0	0	107.855	37.5758	48.01	0	4.01	0	0	131.02	0	0	0	0	0	0	0	0	10.404	0	0	0	0	171.02	0	0	0	0
ENSRNOG00000061845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	81.01	0	0	0	0	2.01	0	0	0	0	0	0
ENSRNOG00000015063	0	0	227.01	0	0	43.01	40.01	68.01	0	0	0	13.01	61.01	0	309.01	0	229.01	165.01	0	0	0	1.01	0	15.01	127.01	0	142.507	0	1.01	0	0	0	1.01
ENSRNOG00000062032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011946	0	0	0	0	0	0	0	0	0	0	0	0	63.01	0	0	0	0	0	0	84.01	0	0	0	2.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000058677	57.01	0	0	9.01	191.01	53.01	24.01	39.01	36.01	26.01	49.01	19.01	0	41.01	165.01	0	74.01	61.01	0	15.01	0	248.01	32.01	26.3703	106.01	56.01	114.01	72.01	97.356	24.01	48.01	21.01	5.01
ENSRNOG00000005935	134.01	196.01	207.01	121.01	0	0	0	68.01	0	145.01	0	0	48.0885	0	242.01	406.01	0	242.01	187.01	0	111.01	0	323.369	74.01	225.01	182.01	221.01	0	483.459	20.01	74.01	37.01	21.01
ENSRNOG00000036719	0	0	0	0	0	0	0	134.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005719	677.01	405.01	764.01	111.449	353.01	113.01	48.8344	260.109	71.01	63.01	525.462	47.01	284.421	2.45805	514.519	227.92	463.009	763.01	225.01	195.01	275.01	919.008	185.01	79.01	802.013	448.01	240.953	786.489	231.01	114.01	122.44	120.01	150.814
ENSRNOG00000003802	0	127.449	262.169	0	76.2073	0	57.5321	235.01	0	0	0	80.01	0	19.01	370.541	89.01	137.258	37.01	192.01	92.01	50.232	380.277	24.01	68.01	261.42	0	70.01	0	320.549	18.01	86.01	126.016	51.01
ENSRNOG00000021663	88.2277	0	1.01	0	7.52853	0	0	1.03283	0	0	0	5.15775	27.01	2.01	1.01016	1.01	6.8922	0	126.005	0	1.01	5.35693	1.01	0	93.9502	4.38155	2.07569	0	0	0	1.01	5.01	0
ENSRNOG00000000957	1031.25	347.704	688.251	205.723	565.801	220.688	168.537	416.071	242.098	378.764	615.655	194.673	405.205	315.702	817.909	652.19	455.965	755.004	335.324	275.467	761.439	1182.14	484.042	192.842	1127.98	505.728	498.849	466.476	410.895	158.424	171.99	142.646	181.44
ENSRNOG00000010412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052167	6.22395	0	1.0294	1.08725	0	0	0	1.06865	2.08467	0	1.03101	0	0	1.01	3.38225	1.02343	0	0	1.03899	0	0	0	0	0	1.06828	0	9.29928	14.2114	3.84661	0	1.24042	0	1.05056
ENSRNOG00000020420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000531	75.01	59.01	0	16.01	60.01	4.01	22.01	25.01	0	0	35.01	8.01	0	25.01	62.01	35.01	99.01	1.01	63.01	0	0	39.01	31.01	20.01	32.01	45.01	12.01	0	84.2813	7.01	31.01	7.01	33.01
ENSRNOG00000053773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.968	0	0	0	0	0
ENSRNOG00000025338	19.01	0	0	0	0	0	2.01	0	0	0	0	5.01	0	26.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.01	0	0	0
ENSRNOG00000057078	0	1.01	15.01	48.01	26.01	11.01	6.01	90.1343	0	13.01	0	21.01	26.01	11.01	62.01	13.01	21.01	13.01	102.01	24.01	27.01	32.01	5.01	2.01	1.01	2.01	13.01	0	0	8.01	24.1134	9.01	16.01
ENSRNOG00000058522	115.01	106.01	0	0	0	0	0	0	0	0	0	25.01	0	0	38.01	184.01	70.01	0	62.01	1.01	0	368.124	0	0	5.01	49.01	1.01	151.01	0	0	0	0	0
ENSRNOG00000038106	1004.6	293.252	1030.84	103.974	947.061	178.991	129.873	351.154	381.432	695.462	551.128	115.717	330.21	271.034	581.833	408.519	607.256	1590.89	1294.57	243.375	297.051	540.012	301.271	149.975	341.873	553.799	309.799	898.725	197.051	218.485	116.886	161.774	88.6808
ENSRNOG00000004291	432.133	386.01	1131.01	4.01	276.01	1.01	56.01	485.01	156.064	542.202	463.01	50.01	295.01	65.01	782.244	0	239.077	665.641	355.19	14.0238	123.01	840.461	180.089	81.01	403.01	465.01	348.139	1643.47	608.01	100.01	88.01	208.01	80.01
ENSRNOG00000061246	0	88.01	232.01	46.01	221.01	46.01	0	177.01	0	0	46.01	5.01	0	0	106.01	116.01	204.01	213.193	1.01	54.01	99.01	0	175.27	60.01	41.01	107.01	38.01	445.01	53.02	28.01	26.09	0	26.01
ENSRNOG00000014745	64.646	8.12907	0	3.89605	41.1925	1.26568	11.9693	13.7854	10.2668	36.6458	14.0845	2.25566	3.91301	11.5257	24.6245	30.0141	44.3021	117.719	7.27292	0	40.6673	89.8804	5.22733	0	71.1136	28.2605	43.9171	0	4.04509	0	12.5177	13.4646	2.19359
ENSRNOG00000049469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000029178	99.02	0	0	0	0	22.01	0	0	0	0	0	2.01	0	1.01	0	0	0	86.02	0	0	0	0	2.01	0	0	0	54.01	0	0	0	0	0	0
ENSRNOG00000016422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019693	0	0	119.01	0	131.02	0	0	0	0	0	0	18.01	67.01	0	1.01	192.02	92.01	83.01	0	0	21.01	0	345.02	0	0	200.198	0	0	0	43.01	0	0	37.01
ENSRNOG00000022202	141.01	77.3524	0	0	0	9.01	6.01	0	0	0	0	0	0	0	0	0	126.01	0	20.01	0	0	0	62.01	0	61.01	0	0	233.01	80.01	0	0	0	12.01
ENSRNOG00000029315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0
