gene	21373_3_39	21373_3_72	21373_3_77	21373_3_78	21373_3_91	21373_3_92	21373_3_96	21373_3_104	21373_3_109	21373_3_110	21373_3_117	21373_3_128	21373_3_133	21373_3_142	21373_3_155	21373_3_156	21373_3_179	21373_3_205	21373_3_229	21373_3_230	21373_3_242	21373_3_259	21373_3_260	21373_3_266	21373_3_291	21373_3_292	21373_3_298	21373_3_305	21373_3_315	21373_3_316	21373_3_322	21373_3_330	21373_3_372
ENSRNOG00000005708	0	0	0	17.2519	0	0	5.24801	0	63.3205	0	0	0	0	0	0	0	66.1649	0	0	0	143.53	0	2.09689	49.01	0	0	0	1.0334	55.802	0	0	0	0
ENSRNOG00000008829	16.01	48.01	76.01	92.01	0	0	0	0	10.01	40.01	0	50.01	79.01	28.01	0	0	90.01	0	136.01	8.01	0	54.4061	0	13.01	0	0	60.01	0	0	0	4.01	0	72.01
ENSRNOG00000050125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008859	13.01	0	0	0	120.01	12.01	0	0	1.01	257.01	0	0	0	0	0	70.01	91.01	135.01	0	0	65.01	199.01	0	12.01	0	100.01	169.02	594.131	1.01	0	0	0	21.01
ENSRNOG00000031669	0	0	0	0	194.01	0	0	0	0	0	0	0	0	0	0	104.05	0	77.01	112.01	0	0	0	0	0	0	0	42.01	52.01	0	0	0	0	0
ENSRNOG00000006877	0	0	0	0	0	0	28.01	66.01	0	0	62.01	6.01	9.01	0	82.01	0	66.01	0	0	0	23.01	24.01	48.0525	17.01	0	14.01	0	0	4.01	0	0	0	19.01
ENSRNOG00000042522	2.72227	1.80785	1.0104	12.1932	69.194	0	43.01	125.456	163.55	2.01	0	29.2995	69.6313	2.01005	4.16673	0	391.308	2.01067	0	0	1.01	2.01201	117.032	17.01	0	2.90079	5.02951	3.67647	25.0822	0	1.01	0	3.01
ENSRNOG00000002749	306.01	72.01	15.01	42.01	355.01	39.02	59.02	156.02	12.02	190.02	66.01	30.01	18.01	98.01	123.01	0	106.01	118.01	113.02	0	7.01	408.01	91.3055	11.01	165.02	83.01	20.0199	1223.02	119.02	19.01	28.02	72.01	30.01
ENSRNOG00000007032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060141	0	0	263.01	0	253.01	12.01	0	0	44.01	102.01	0	0	1.01	0	2.01	223.01	0	273.127	386.184	0	0	0	0	0	0	0	65.0877	243.218	85.01	0	121.01	0	0
ENSRNOG00000004899	0	0	210.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032361	0	0	0	0	0	0	0	0	0	0	26.5562	4.01	0	0	0	0	4.55991	0	12.2129	4.01	0	31.4284	0	0	20.5731	18.3562	4.91902	8.84467	12.9417	0	0	0	0
ENSRNOG00000048250	203.01	277.539	241.01	0	136.01	85.01	32.01	1.01	12.01	0	160.01	59.01	162.294	0	151.01	1.01	104.01	13.9765	111.01	84.01	162.01	0	0	53.01	0	81.01	158.01	597.01	108.01	0	2.01	0	30.01
ENSRNOG00000004744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002607	0	0	58.8277	0	409.901	0	11.01	57.0367	7.01	186.194	0	22.0215	20.0775	0	0	32.01	0	52.5739	87.3897	4.01	19.01	273.516	45.01	7.01	33.4261	190.978	532.664	16.5424	88.5447	0	27.01	0	8.01
ENSRNOG00000053309	0	0	0	0	0	0	0	41.9035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010087	0	0	0	0	51.01	0	0	0	68.01	126.01	0	0	25.01	0	0	0	156.01	22.01	0	0	0	1.01	0	0	49.01	0	0	0	0	0	0	0	8.01
ENSRNOG00000026607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.01	0	0	0	0	260.01	0	0	0	0	0
ENSRNOG00000031770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015292	1.01	218.02	0	43.01	66.02	107.02	42.01	164.02	0	0	140.02	28.01	43.01	0	0	32.01	122.02	176.01	92.01	61.02	81.02	157.175	93.01	49.02	0	259.02	0	0	324.02	22.02	8.01	35.02	122.02
ENSRNOG00000036912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024536	0	1.01	0	7.31311	0	0	0	0	58.01	0	1.01	0	0	0	0	0	23.01	0	0	0	2.01	0	90.01	9.01	0	0	45.01	0	66.01	0	55.01	0	0
ENSRNOG00000014668	0	0	0	0	0	27.01	0	0	0	0	0	0	4.01	0	6.02	0	0	0	0	0	36.01	0	0	4.01	0	122.02	0	0	0	11.01	0	52.01	0
ENSRNOG00000047864	49.851	0	0	0.512249	0	0	0	301.256	21.85	0	0	0	17.0808	0	0	135.24	0	360.452	0	0	0	1570.62	0	125.056	0	0	0	0	85.01	350.06	18.7322	0	0
ENSRNOG00000006228	1219.01	1289.01	282.01	297.01	1821.69	206.01	496.937	1142.57	478.342	15.01	1532.58	286.327	157.01	441.01	599.01	986.01	547.01	1264.01	1459.81	40.01	387.01	1380.01	444.424	140.01	1991.01	1091.01	1704.69	2.01	457.268	361.01	556.01	421.559	266.01
ENSRNOG00000002343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.01	155.01	0	0	0	0	0	0	0	26.01	0	0
ENSRNOG00000016885	1.01	82.02	142.02	43.02	87.0756	33.02	0	172.02	161.02	0	0	8.02	66.0551	106.02	325.336	157.02	53.02	6.44973	2.01784	56.02	93.02	3.01	161.019	83.02	3.01	228.02	66.0267	506.099	88.02	0	67.02	25.02	11.0477
ENSRNOG00000008794	0	0	0	0	181.01	43.01	35.01	156.01	33.01	41.01	0	28.01	134.01	0	334.01	87.01	138.01	96.01	101.01	112.01	317.01	81.01	0	37.01	87.01	105.01	227.01	319.01	112.01	14.01	113.01	109.01	56.01
ENSRNOG00000012473	115.01	0	0	3.01	0	0	14.9389	1.01	0	0	2.01	0	14.01	0	0	0	0	0	114.01	33.01	0	0	9.01	0	0	71.01	4.01	131.01	42.01	0	0	0	44.01
ENSRNOG00000047102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006813	548.962	234.01	316.01	52.1666	272.01	39.01	0	0	186.01	236.01	259.01	61.01	327.01	82.01	185.01	247.01	234.01	429.01	326.01	0	168.01	275.01	0	109.01	147.01	203.174	212.01	0	421.01	126.381	10.01	83.01	61.01
ENSRNOG00000058750	5.02159	17.01	0	0	9.01	13.01	3.01	4.01	8.01	0	0	4.01	4.01	0	0	0	7.01	14.01	0	3.01	10.01	0	0	0	4.01	1.01	0	0	0	0	0	20.01	0
ENSRNOG00000054875	0	0	0	0	0	0	6.58381	0	0	0	0	0	0	0	0	0	0	0	0	5.30396	0	0	0	0	0	23.3802	6.03582	51.2259	0	0	0	0	0
ENSRNOG00000011732	610.02	260.02	359.503	105.02	431.978	131.02	70.02	365.02	141.318	427.02	489.562	117.02	236.02	261.02	787.02	96.0199	501.803	563.02	242.02	124.02	457.752	877.654	493.02	139.02	559.63	363.071	487.02	1041.81	977.808	81.02	111.02	25.01	84.0199
ENSRNOG00000025157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028628	0	0	82.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000017130	7.27011	8.40743	2.13237	2.31852	1.06987	9.59366	4.43634	8.97271	2.59374	0	1.04856	2.65567	1.24434	1.02016	20.8863	5.23995	14.1502	6.24167	6.23878	2.68563	27.94	15.4459	18.6681	12.7652	14.9483	12.17	25.9544	103.611	43.9245	2.03733	9.4344	1.2162	1.21162
ENSRNOG00000015134	555.01	204.01	1161.01	381.01	1031.58	102.01	204.01	832.382	341.197	462.01	1307.42	332.01	522.01	273.01	1494.53	992.497	1335.01	1091.97	1282.4	261.01	842.971	986.233	545.977	211.01	1434.01	1471.01	1139.01	1080.01	547.01	71.01	336	338.01	201.443
ENSRNOG00000006143	385.01	1.01	0	0	216.01	0	13.01	0	118.01	0	0	43.01	0	61.01	138.136	0	359.236	285.01	188.01	0	34.01	0	71.01	25.01	344.776	76.01	37.0969	0	187.01	0	18.01	30.01	31.01
ENSRNOG00000029560	1.01294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016088	0	135.01	1.01	8.01	1.01	0	0	0	0	26.01	0	39.02	74.9787	0	143.758	0	0	0	4.01	0	0	68.8924	117.01	0	0	0	0	0	0	24.01	0	0	0
ENSRNOG00000048192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015975	0	0	0	0	60.0532	20.01	37.01	0	0	0	0	18.01	0	0	0	0	0	133.01	0	0	0	165.01	0	0	0	0	24.01	0	0	0	0	0	0
ENSRNOG00000002975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004741	3092.69	613.884	2164.72	422.923	1708.73	412.927	374.949	1220.59	813.958	923.574	1462.99	447.01	1077.9	695.917	2706.47	1374.93	1972.06	1688.71	1890.09	825.858	1630.95	1988.4	1083	378.92	2961.72	1486.68	2028.72	4764.12	1850.46	319.01	562.01	173.737	354.236
ENSRNOG00000025023	0	0	0	70.8724	0	0	29.4085	103.235	235.873	142.537	0	4.01	291.347	0	227.39	0	527.646	37.01	257.926	109.919	0	41.6553	2.01	94.7376	222.436	169.075	15.9338	1225.31	348.512	0	14.01	0	24.0562
ENSRNOG00000020519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028662	0	0	0	0	0	0	0	6.05379	1.02703	2.12092	1.01062	1.01259	1.01204	0	1.01427	0	0	0	2.0295	0	2.01619	2.06615	1.01152	1.013	1.0142	7.07026	1.01245	8.07783	4.10458	0	0	4.02348	0
ENSRNOG00000039587	0	0	0	33.01	0	0	0	0	0	0	0	0	0	0	26.01	0	0	18.01	0	0	0	104.01	0	0	0	0	0	0	0	23.01	0	0	0
ENSRNOG00000010725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000003338	1323.02	263.02	482.02	179.02	268.02	165.107	68.043	681.01	108.28	383.01	270.01	113.01	657.02	778.056	399.01	122.01	297.918	913.489	866.089	82.02	567.01	952.01	668.573	77.01	1305.4	424.01	0	596.01	447.01	22.01	102.126	353.02	331.02
ENSRNOG00000019649	179.01	0	106.01	77.01	453.269	0	65.01	292.01	0	94.01	297.01	19.01	0	139.01	0	0	0	201.01	115.01	0	81.01	276.01	100.01	34.01	161.01	0	188.01	781.02	216.01	0	41.01	62.01	0
ENSRNOG00000055023	0	3.01	0	0	4.18147	0	0	1.07783	1.02263	0	2.0839	1.04142	1.02743	1.03163	1.0366	0	1.04108	0	2.1043	0	1.02351	0	0	0	4.15377	3.18944	5.51046	1.01	0	0	0	0	0
ENSRNOG00000006833	244.01	99.01	78.01	19.01	38.01	28.01	28.01	13.01	91.3772	1.01	0	29.01	79.01	142.01	2.01	113.01	240.01	184.01	106.01	137.01	59.01	145.01	78.01	12.01	0	34.01	173.01	361.01	86.01	46.01	0	0	37.01
ENSRNOG00000024846	0	0	0	0	0	2.02275	0	7.01	37.01	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	29.01	1.01	0	9.01	0	0
ENSRNOG00000055525	0	0	0	30.01	0	0	0	0	0	0	0	0	52.8677	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0
ENSRNOG00000050201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058218	2.01	0	2.01	0	0	0	0	1.01305	0	0	0	0	0	0	0	0	1.01188	0	2.01	0	0	1.01	0	0	0	1.01185	0	10.01	0	0	0	0	0
ENSRNOG00000028629	1.01	72.01	12.01	42.01	121.129	68.01	0	127.01	70.01	46.01	58.01	2.01	36.01	0	192.01	514.01	383.01	0	0	2.01	0	196.01	55.01	17.01	227.01	112.01	95.01	1.01	171.01	1.01	46.01	50.01	1.01
ENSRNOG00000050998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01351	0	0	0	0
ENSRNOG00000026262	0	0	0	0	10.2357	1.2042	1.10284	0	0	0	0	0	0	0	0	3.76828	0	0	0	0	0	0	0	0	2.23193	0	0	0	0	0	0	0	0
ENSRNOG00000009058	0	0	0	0	0	5.01	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0
ENSRNOG00000003075	0	93.01	277.01	36.01	25.01	0	0	0	1.04798	0	0	47.01	0	1.01	36.01	0	0	0	146.01	0	0	285.01	46.01	38.01	121.01	172.01	1.01	547.158	26.01	0	4.01	214.01	0
ENSRNOG00000046794	0	113.01	28.01	23.01	0	6.01	0	0	15.01	47.01	5.01	21.01	0	0	2.01	292.01	148.01	0	135.01	0	88.01	3.01	61.01	24.01	66.01	206.01	139.01	264.103	222.216	26.01	16.01	77.01	0
ENSRNOG00000003643	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000042276	22.01	0	0	0	0	3.01	2.01	0	36.01	0	0	8.01	0	0	167.01	0	0	0	30.6466	0	0	0	0	8.01	66.01	105.01	0	0	76.01	16.01	0	0	46.01
ENSRNOG00000038169	0	0	0	0	0	9.01	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012563	27.02	0	0	0	10.02	0	5.01	0	0	0	112.01	0	0	0	1.01	0	0	0	0	0	0	0	0	20.02	1.01	0	0	485.238	0	0	0	0	0
ENSRNOG00000001797	140.01	344.01	244.01	81.01	271.01	121.01	0	460.01	1.01	0	590.429	13.01	1.01	0	284.01	119.01	282.274	179.168	0	111.01	148.01	771.01	441.482	132.01	241.997	249.01	114.01	0	340.01	41.01	101.01	75.01	24.01
ENSRNOG00000001315	1.53983	0	35.1898	43.02	0	6.01	0	4.31332	0	0	0	0	3.01	0	0	0	5.40089	0	23.6839	0	0	0	3.58723	1.01	0	5.11504	0	10.1054	0	0	0	0	0
ENSRNOG00000020349	0	0	0	0	0	0	0	0	0	0	0	0	0	54.01	0	0	0	106.01	0	19.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSRNOG00000047219	0	89.01	0	0	0	0	11.6218	75.01	0	150.02	0	0	0	0	38.01	67.01	0	0	0	0	0	0	0	26.01	0	0	0	0	0	0	0	4.01	0
ENSRNOG00000013269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	1.1054	0	2.48559	0	0	0	1.01
ENSRNOG00000001378	99.4847	0	0	0	0	0	0	0	0	5.02081	123.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2987
ENSRNOG00000018162	0	0	0	25.01	0	0	0	0	0	0	0	22.01	0	0	0	0	0	0	54.01	0	0	0	0	0	0	0	0	0	76.01	0	0	0	0
ENSRNOG00000004255	333.01	0	0	72.01	0	34.01	22.01	0	0	80.01	55.0323	0	64.01	0	518.01	0	149.01	0	136.01	0	72.01	0	0	20.01	14.01	0	136.207	0	3.01	22.01	0	26.01	17.01
ENSRNOG00000018327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020736	0	0	0	0	0	41.01	0	114.01	0	0	0	20.01	0	0	0	0	0	0	0	0	132.01	260.01	0	25.01	31.01	0	0	0	0	0	0	31.01	0
ENSRNOG00000020497	302.02	101.01	31.01	14.01	0	19.01	38.01	108.02	0	64.01	188.01	11.01	0	0	0	0	0	210.02	0	96.02	74.01	177.169	0	12.01	95.02	0	57.02	380.02	191.02	37.01	27.02	54.02	1.01
ENSRNOG00000014654	366.42	165.01	203.01	96.01	326.01	66.01	66.01	367.01	111.01	103.01	139.237	104.561	398.01	222.01	202.01	225.548	153.269	523.508	371.01	42.01	85.01	392.264	95.01	91.01	132.01	249.417	338.859	357.01	178.392	50.01	58.01	85.01	71.01
ENSRNOG00000057497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031814	0	142.01	500.01	47.01	0	53.01	59.01	0	54.01	0	250.071	0	0	0	0	0	0	0	20.01	0	0	0	0	27.01	0	0	0	0	0	0	23.01	0	0
ENSRNOG00000048140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004367	0	1.01	160.01	0	72.01	27.01	0	0	0	79.01	0	3.01	0	0	0	0	0	0	0	39.01	0	0	0	21.01	67.01	0	0	0	67.01	0	6.01	0	1.01
ENSRNOG00000014237	46.01	0	0	0	0	1.01	0	0	20.01	0	0	0	0	0	0	0	20.01	0	49.01	0	0	0	0	6.01	0	65.01	0	0	0	41.01	0	0	0
ENSRNOG00000001877	191.01	0	0	0	0	0	33.01	0	0	0	108.01	3.01	64.01	0	206.01	0	0	0	0	0	208.01	0	114.01	30.01	187.01	0	70.01	0	208.01	0	16.01	0	39.01
ENSRNOG00000008450	0	746.93	146.051	35.1865	0	323.63	594.322	5443.32	2.01	0	872.131	868.474	1.01	0	155.399	6.55277	39.3705	2.23064	78.1176	6.01	245.286	1855.4	238.561	476.944	5822.33	17.0389	0	59.0332	1189.63	0	107.278	622.306	94.3242
ENSRNOG00000005810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02932	0	0	118.01	0	46.01	0	0	0	27.1007	0	0	0	0	0	0
ENSRNOG00000010861	284.01	61.01	0	30.01	122.01	0	0	80.01	0	0	0	8.71144	74.01	0	115.02	0	0	72.01	96.01	0	0	238.113	0	19.02	1.01	78.01	79.0204	131.01	38.01	1.01	42.01	0	0
ENSRNOG00000018666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.01
ENSRNOG00000003273	0	0	0	0	0	0	0	0	32.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0
ENSRNOG00000060130	28.4867	0	0	0	2.76815	1.22787	1.59368	0	0	3.88347	0	1.24248	9.88317	8.77636	18.9853	0	15.1155	1.62634	9.61455	5.07806	5.19709	25.4453	6.9051	0	9.26711	0	19.8556	19.2006	21.0011	7.02916	0	2.06194	9.30264
ENSRNOG00000017757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97943	0	0	0	0	0	0	0	0
ENSRNOG00000050265	0	0	4.27088	0	0	0	0	0	0	0	0	0	0	0	8.38764	0	0	0	5.6722	0	1.12226	0	6.81458	0	0	2.18179	5.12251	1.07369	0	0	5.66589	0	1.01
ENSRNOG00000061977	0	0	0	0	0	0	0	0	1.01401	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031113	0	0	0	0	0	0	0	91.01	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	140.01	0	0	0	1.01	0	0	0	0
ENSRNOG00000020975	0	22.2712	82.4512	1.01	210.856	39.4099	12.9206	142.077	34.7076	0	46.5626	25.4297	61.3293	43.6386	0	31.1591	128.797	75.3549	0	0	60.2775	7.08015	165.886	28.0628	147.522	0	131.369	327.637	0	36.0725	21.9845	21.497	79.9943
ENSRNOG00000060773	0	0	0	29.01	263.01	0	0	0	0	392.375	0	0	0	0	0	0	0	0	0	63.01	1.01	0	335.01	0	62.01	1.01	0	3403.39	98.01	0	48.02	0	0
ENSRNOG00000023480	0	0	0	0	31.01	0	6.10319	74.01	0	0	0	15.02	39.01	5.01	1.01	52.1805	0	0	66.01	12.01	0	99.01	87.02	8.01	148.02	0	89.02	75.01	61.02	0	9.01	45.02	31.01
ENSRNOG00000002841	150.067	212.02	205.093	1.01	0	11.01	0	0	1.01	210.02	85.0328	8.01	0	105.02	1.01	78.02	24.01	0	166.01	54.01	0	177.01	0	2.01	344.01	0	108.01	111.01	116.02	19.01	71.01	61.0654	25.01
ENSRNOG00000023274	101.01	0	277.01	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	71.01	140.01	0	0	0	1.01	0	0	112.01	66.068	0	0	0	0	54.01	99.01
ENSRNOG00000049142	0	86.02	0	44.02	27.02	0	52.01	201.02	91.02	0	195.01	101.02	0	0	0	0	312.181	107.01	127.01	59.01	93.02	0	22.01	10.01	80.02	0	0	0	70.02	0	0	0	18.01
ENSRNOG00000004089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.02	0	0	0
ENSRNOG00000051819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012799	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	1.01	175.854	0	5.01	84.01	0	0	106.536	16.01	0	122.01	0	86.01	0	4.01	0	1.01	0	2.01
ENSRNOG00000046196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.0871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046937	0	0	0	0	0	0	0	0	0	0	0	10.51	0	0	0	0	0	0	61.01	7.01	7.51	0	0	0	0	0	49.01	0	0	0	7.51	0	0
ENSRNOG00000009252	247.01	87.01	0	42.01	603.01	27.9223	61.7468	279.01	19.01	315.855	79.01	41.01	247.728	0	225.33	123.944	376.526	486.408	129.662	78.4292	301.418	362.938	70.01	45.6195	342.365	336.89	366.7	224.477	286.651	52.01	62.6488	122.887	104.798
ENSRNOG00000043381	0	0	0	2.01	0	0	0	96.01	0	0	0	0	0	0	0	0	118.01	0	0	0	0	0	86.01	19.01	0	0	0	0	1.01	0	0	0	0
ENSRNOG00000028992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.02	0	0	0	0	0	0
ENSRNOG00000033343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017119	162.01	43.1585	0	71.01	197.01	64.01	154.01	0	0	330.505	266.01	17.01	45.01	0	408.01	159.01	186.242	104.297	150.01	13.01	131.01	140.01	76.01	51.7494	322.01	102.01	91.01	0	197.01	76.01	94.1813	58.01	0
ENSRNOG00000009198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0199	0	0	0	0	0	0
ENSRNOG00000003985	6.08455	0	1.01698	0	0	18.1536	0	2.03781	90.2663	140.539	1.02249	55.2658	104.015	1.01	7.09963	185.378	0	305.199	108.364	2.45753	75.1844	2.01975	2.03804	56.0912	224.001	76.4442	69.7268	652.51	108.871	72.6364	31.6471	0	32.0704
ENSRNOG00000010694	0	0	0	0	0	3.01	8.01	46.01	0	90.01	200.01	18.01	2.01	0	0	93.01	0	0	246.01	0	0	0	79.01	5.01	0	10.01	0	0	59.01	0	0	0	0
ENSRNOG00000005374	0	40.01	0	17.01	0	52.02	7.01	84.02	0	0	131.02	13.02	0	0	63.02	108.987	0	0	160.02	2.01	0	141.02	61.02	24.02	351.722	84.136	64.02	158.02	64.01	0	32.01	33.02	9.01
ENSRNOG00000061216	423.76	569.299	1528.21	294.02	1.01	247.01	359.02	2767.22	178.02	563.009	1540.18	457.01	368.02	36.01	2407.78	178.02	2115.03	973.975	2394.69	714.02	1355.02	1257.74	797.606	418.01	2880.56	1018.71	1877.5	3.01036	1369.68	99.0181	253.01	430.977	277.01
ENSRNOG00000025794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019219	0	0	0	0	8.16184	0	0	0	0	0	0	2.01	0	2.01	0	0	0	0	17.01	0	0	10.01	0	0	0	0	14.01	0	7.01	0	0	0	0
ENSRNOG00000046834	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	76.01	0	0	0	17.01	0	0	0	0	0	0	0	0	0
ENSRNOG00000038819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.01
ENSRNOG00000000133	160.01	277.01	103.01	0	63.01	28.01	34.01	181.01	76.01	103.01	374.01	49.01	92.01	0	534.378	458.004	140.01	0	406.01	33.01	152.01	239.284	207.01	25.01	135.01	0	425.404	33.01	308.01	64.01	41.01	81.01	111.01
ENSRNOG00000014287	16.7711	47.4722	12.2421	18.8496	6.60352	3.16916	0	13.3309	7.22512	2.01266	12.2994	12.4227	38.4773	4.28527	19.0094	2.22585	13.2328	17.2668	7.87881	6.02286	8.86625	18.8816	8.75908	2.26528	28.7401	17.0875	6.26893	50.2754	4.24777	4.02054	15.421	9.01855	0
ERCC-00079	0	37.01	0	13.2542	36.2275	0	5.01	1.01	0	2.01	0	0	0	0	35.01	0	0	0	0	0	19.3141	0	0	2.01	32.01	0	24.0567	1.01	0	0	10.1894	0	0
ENSRNOG00000038896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
